enzyme_idx,string_id,uniprot_id
1173,3847.I1JW56,I1JW56
1174,3847.I1JW76,I1JW76
1175,3847.I1JWF0,I1JWF0
1176,3847.I1JWL9,I1JWL9
1177,3847.I1JWR6,I1JWR6
1178,3847.I1JWV5,I1JWV5
1179,3847.I1JWV8,I1JWV8
1180,3847.I1JWW2,I1JWW2
1181,3847.I1JX24,I1JX24
1182,3847.I1JX38,I1JX38
1183,3847.I1JX62,I1JX62
1184,3847.I1JX70,I1JX70
1185,3847.I1JXA2,I1JXA2
1186,3847.I1JXC4,I1JXC4
1187,3847.I1JXD2,I1JXD2
1188,3847.I1JXE0,I1JXE0
1189,3847.I1JXG5,I1JXG5
1190,3847.I1JXR7,I1JXR7
1191,3847.I1JXS5,I1JXS5
1192,3847.I1JXZ6,I1JXZ6
1193,3847.I1JY04,I1JY04
1194,3847.I1JY21,I1JY21
1195,3847.I1JY45,I1JY45
1196,3847.I1JY66,I1JY66
1197,3847.I1JY87,I1JY87
1198,3847.I1JY96,I1JY96
1199,3847.I1JYC1,I1JYC1
1200,3847.I1JYD4,I1JYD4
1201,3847.I1JYH5,I1JYH5
1202,3847.I1JYK8,I1JYK8
1203,3847.I1JYR0,I1JYR0
1204,3847.I1JYT8,I1JYT8
1205,3847.I1JYV8,I1JYV8
1206,3847.I1JYW0,I1JYW0
1207,3847.I1JZ19,I1JZ19
1208,3847.I1JZA2,I1JZA2
1209,3847.I1JZA5,I1JZA5
1210,3847.I1JZB2,I1JZB2
1211,3847.I1JZE1,I1JZE1
1212,3847.I1JZK2,I1JZK2
1213,3847.I1JZM1,I1JZM1
1214,3847.I1JZZ2,I1JZZ2
1215,3847.I1K060,I1K060
1216,3847.I1K064,I1K064
1217,3847.I1K081,I1K081
1218,3847.I1K089,I1K089
1219,3847.I1K090,I1K090
1220,3847.I1K0D2,I1K0D2
1221,3847.I1K0H5,I1K0H5
1222,3847.I1K0P7,I1K0P7
1223,3847.I1K0X3,I1K0X3
1224,3847.I1K0X7,I1K0X7
1225,3847.I1K108,I1K108
1226,3847.I1K117,I1K117
1227,3847.I1K1C8,I1K1C8
1228,3847.I1K1E4,I1K1E4
1229,3847.I1K1F4,I1K1F4
1230,3847.I1K1M4,I1K1M4
1231,3847.I1K1R2,I1K1R2
1232,3847.I1K1Z6,I1K1Z6
1233,3847.I1K203,I1K203
1234,3847.I1K213,I1K213
1235,3847.I1K220,I1K220
1236,3847.I1K246,I1K246
1237,3847.I1K273,I1K273
1238,3847.I1K2D0,I1K2D0
1239,3847.I1K2W7,I1K2W7
1240,3847.I1K2W8,I1K2W8
1241,3847.I1K2W9,I1K2W9
1242,3847.I1K2X2,I1K2X2
1243,3847.I1K2X4,I1K2X4
1244,3847.I1K2X6,I1K2X6
1245,3847.I1K2X7,I1K2X7
1246,3847.I1K307,I1K307
1247,3847.I1K3B8,I1K3B8
1248,3847.I1K3D7,I1K3D7
1249,3847.I1K3G1,I1K3G1
1250,3847.I1K3K6,I1K3K6
1251,3847.I1K3L4,I1K3L4
1252,3847.I1K3Q8,I1K3Q8
1253,3847.I1K3Q9,I1K3Q9
1254,3847.I1K404,I1K404
1255,3847.I1K429,I1K429
1256,3847.I1K437,I1K437
1257,3847.I1K4B1,I1K4B1
1258,3847.I1K4M2,I1K4M2
1259,3847.I1K4U7,I1K4U7
1260,3847.I1K4V8,I1K4V8
1261,3847.I1K4X0,I1K4X0
1262,3847.I1K4X3,I1K4X3
1263,3847.I1K4X8,I1K4X8
1264,3847.I1K4Y6,I1K4Y6
1265,3847.I1K4Z1,I1K4Z1
1266,3847.I1K533,I1K533
1267,3847.I1K569,I1K569
1268,3847.I1K573,I1K573
1269,3847.I1K586,I1K586
1270,3847.I1K5A7,I1K5A7
1271,3847.I1K5D0,I1K5D0
1272,3847.I1K5D4,I1K5D4
1273,3847.I1K5D9,I1K5D9
1274,3847.I1K5E8,I1K5E8
1275,3847.I1K5J4,I1K5J4
1276,3847.I1K5M8,I1K5M8
1277,3847.I1K5W4,I1K5W4
1278,3847.I1K5W8,I1K5W8
1279,3847.I1K5Z4,I1K5Z4
1280,3847.I1K653,I1K653
1281,3847.I1K654,I1K654
1282,3847.I1K689,I1K689
1283,3847.I1K6B6,I1K6B6
1284,3847.I1K6J9,I1K6J9
1285,3847.I1K6K6,I1K6K6
1286,3847.I1K6Q7,I1K6Q7
1287,3847.I1K6R2,I1K6R2
1288,3847.I1K754,I1K754
1289,3847.I1K764,I1K764
1290,3847.I1K772,I1K772
1291,3847.I1K773,I1K773
1292,3847.I1K784,I1K784
1293,3847.I1K7A1,I1K7A1
1294,3847.I1K7A4,I1K7A4
1295,3847.I1K7B6,I1K7B6
1296,3847.I1K7C5,I1K7C5
1297,3847.I1K7U4,I1K7U4
1298,3847.I1K7W6,I1K7W6
1299,3847.I1K885,I1K885
1300,3847.I1K8E5,I1K8E5
1301,3847.I1K8H8,I1K8H8
1302,3847.I1K8I9,I1K8I9
1303,3847.I1K8R3,I1K8R3
1304,3847.I1K8W4,I1K8W4
1305,3847.I1K8Z6,I1K8Z6
1306,3847.I1K925,I1K925
1307,3847.I1K963,I1K963
1308,3847.I1K978,I1K978
1309,3847.I1K988,I1K988
1310,3847.I1K9B9,I1K9B9
1311,3847.I1K9F2,I1K9F2
1312,3847.I1K9F9,I1K9F9
1313,3847.I1K9I0,I1K9I0
1314,3847.I1K9J8,I1K9J8
1315,3847.I1K9K2,I1K9K2
1316,3847.I1K9K8,I1K9K8
1317,3847.I1K9Q4,I1K9Q4
1318,3847.I1K9R6,I1K9R6
1319,3847.I1K9X5,I1K9X5
1320,3847.I1KA36,I1KA36
1321,3847.I1KA48,I1KA48
1322,3847.I1KA55,I1KA55
1323,3847.I1KA71,I1KA71
1324,3847.I1KAF1,I1KAF1
1325,3847.I1KAL8,I1KAL8
1326,3847.I1KAM0,I1KAM0
1327,3847.I1KAP8,I1KAP8
1328,3847.I1KAQ3,I1KAQ3
1329,3847.I1KAR3,I1KAR3
1330,3847.I1KAR7,I1KAR7
1331,3847.I1KAT2,I1KAT2
1332,3847.I1KAY9,I1KAY9
1333,3847.I1KB21,I1KB21
1334,3847.I1KB57,I1KB57
1335,3847.I1KB74,I1KB74
1336,3847.I1KB95,I1KB95
1337,3847.I1KBA7,I1KBA7
1338,3847.I1KBB6,I1KBB6
1339,3847.I1KBD9,I1KBD9
1340,3847.I1KBF7,I1KBF7
1341,3847.I1KBH2,I1KBH2
1342,3847.I1KBH4,I1KBH4
1343,3847.I1KBI7,I1KBI7
1344,3847.I1KBJ1,I1KBJ1
1345,3847.I1KBK0,I1KBK0
1346,3847.I1KBL0,I1KBL0
1347,3847.I1KBL7,I1KBL7
1348,3847.I1KBS0,I1KBS0
1349,3847.I1KBV7,I1KBV7
1350,3847.I1KBW3,I1KBW3
1351,3847.I1KBZ2,I1KBZ2
1352,3847.I1KC01,I1KC01
1353,3847.I1KC25,I1KC25
1354,3847.I1KC74,I1KC74
1355,3847.I1KC90,I1KC90
1356,3847.I1KC99,I1KC99
1357,3847.I1KCA7,I1KCA7
1358,3847.I1KCD5,I1KCD5
1359,3847.I1KCH4,I1KCH4
1360,3847.I1KCH7,I1KCH7
1361,3847.I1KCI0,I1KCI0
1362,3847.I1KCI3,I1KCI3
1363,3847.I1KCJ8,I1KCJ8
1364,3847.I1KCS6,I1KCS6
1365,3847.I1KD09,I1KD09
1366,3847.I1KD40,I1KD40
1367,3847.I1KD45,I1KD45
1368,3847.I1KD85,I1KD85
1369,3847.I1KDA1,I1KDA1
1370,3847.I1KDD2,I1KDD2
1371,3847.I1KDI6,I1KDI6
1372,3847.I1KDM0,I1KDM0
1373,3847.I1KDT9,I1KDT9
1374,3847.I1KDU0,I1KDU0
1375,3847.I1KEC8,I1KEC8
1376,3847.I1KEF1,I1KEF1
1377,3847.I1KEM9,I1KEM9
1378,3847.I1KEV6,I1KEV6
1379,3847.I1KF16,I1KF16
1380,3847.I1KF23,I1KF23
1381,3847.I1KFD4,I1KFD4
1382,3847.I1KFG0,I1KFG0
1383,3847.I1KFP7,I1KFP7
1384,3847.I1KFV4,I1KFV4
1385,3847.I1KFV5,I1KFV5
1386,3847.I1KFX9,I1KFX9
1387,3847.I1KFY7,I1KFY7
1388,3847.I1KG02,I1KG02
1389,3847.I1KG21,I1KG21
1390,3847.I1KG63,I1KG63
1391,3847.I1KG93,I1KG93
1392,3847.I1KGE2,I1KGE2
1393,3847.I1KGG3,I1KGG3
1394,3847.I1KGH5,I1KGH5
1395,3847.I1KGJ5,I1KGJ5
1396,3847.I1KGS8,I1KGS8
1397,3847.I1KGY4,I1KGY4
1398,3847.I1KH57,I1KH57
1399,3847.I1KH71,I1KH71
1400,3847.I1KHD6,I1KHD6
1401,3847.I1KHI1,I1KHI1
1402,3847.I1KHK4,I1KHK4
1403,3847.I1KHL1,I1KHL1
1404,3847.I1KHM7,I1KHM7
1405,3847.I1KHN2,I1KHN2
1406,3847.I1KHS7,I1KHS7
1407,3847.I1KHV0,I1KHV0
1408,3847.I1KIC2,I1KIC2
1409,3847.I1KIE4,I1KIE4
1410,3847.I1KIE5,I1KIE5
1411,3847.I1KIE7,I1KIE7
1412,3847.I1KIE8,I1KIE8
1413,3847.I1KIH2,I1KIH2
1414,3847.I1KIH5,I1KIH5
1415,3847.I1KIK7,I1KIK7
1416,3847.I1KIL6,I1KIL6
1417,3847.I1KIN9,I1KIN9
1418,3847.I1KIQ3,I1KIQ3
1419,3847.I1KIZ4,I1KIZ4
1420,3847.I1KJ44,I1KJ44
1421,3847.I1KJ87,I1KJ87
1422,3847.I1KJB0,I1KJB0
1423,3847.I1KJB1,I1KJB1
1424,3847.I1KJD9,I1KJD9
1425,3847.I1KJF1,I1KJF1
1426,3847.I1KJI7,I1KJI7
1427,3847.I1KJN2,I1KJN2
1428,3847.I1KJS2,I1KJS2
1429,3847.I1KJT2,I1KJT2
1430,3847.I1KJW8,I1KJW8
1431,3847.I1KJX1,I1KJX1
1432,3847.I1KJX6,I1KJX6
1433,3847.I1KK20,I1KK20
1434,3847.I1KK21,I1KK21
1435,3847.I1KK33,I1KK33
1436,3847.I1KK34,I1KK34
1437,3847.I1KK99,I1KK99
1438,3847.I1KKN7,I1KKN7
1439,3847.I1KKS9,I1KKS9
1440,3847.I1KL06,I1KL06
1441,3847.I1KL34,I1KL34
1442,3847.I1KL62,I1KL62
1443,3847.I1KL63,I1KL63
1444,3847.I1KL64,I1KL64
1445,3847.I1KL68,I1KL68
1446,3847.I1KL69,I1KL69
1447,3847.I1KL76,I1KL76
1448,3847.I1KL80,I1KL80
1449,3847.I1KLB7,I1KLB7
1450,3847.I1KLD6,I1KLD6
1451,3847.I1KLF6,I1KLF6
1452,3847.I1KLK5,I1KLK5
1453,3847.I1KLQ1,I1KLQ1
1454,3847.I1KLS1,I1KLS1
1455,3847.I1KLU8,I1KLU8
1456,3847.I1KLW5,I1KLW5
1457,3847.I1KLX7,I1KLX7
1458,3847.I1KM10,I1KM10
1459,3847.I1KM13,I1KM13
1460,3847.I1KM27,I1KM27
1461,3847.I1KM32,I1KM32
1462,3847.I1KM78,I1KM78
1463,3847.I1KMC2,I1KMC2
1464,3847.I1KMD4,I1KMD4
1465,3847.I1KME9,I1KME9
1466,3847.I1KMK8,I1KMK8
1467,3847.I1KML2,I1KML2
1468,3847.I1KML6,I1KML6
1469,3847.I1KMR4,I1KMR4
1470,3847.I1KN33,I1KN33
1471,3847.I1KN63,I1KN63
1472,3847.I1KN68,I1KN68
1473,3847.I1KNF5,I1KNF5
1474,3847.I1KNH4,I1KNH4
1475,3847.I1KNH9,I1KNH9
1476,3847.I1KNN0,I1KNN0
1477,3847.I1KNS9,I1KNS9
1478,3847.I1KNZ5,I1KNZ5
1479,3847.I1KP17,I1KP17
1480,3847.I1KP46,I1KP46
1481,3847.I1KP60,I1KP60
1482,3847.I1KP88,I1KP88
1483,3847.I1KPA0,I1KPA0
1484,3847.I1KPH8,I1KPH8
1485,3847.I1KPJ5,I1KPJ5
1486,3847.I1KPK8,I1KPK8
1487,3847.I1KPN7,I1KPN7
1488,3847.I1KPN9,I1KPN9
1489,3847.I1KPP1,I1KPP1
1490,3847.I1KPQ1,I1KPQ1
1491,3847.I1KPS3,I1KPS3
1492,3847.I1KPS6,I1KPS6
1493,3847.I1KPV0,I1KPV0
1494,3847.I1KPW6,I1KPW6
1495,3847.I1KQ94,I1KQ94
1496,3847.I1KQC8,I1KQC8
1497,3847.I1KQG3,I1KQG3
1498,3847.I1KQJ1,I1KQJ1
1499,3847.I1KQJ4,I1KQJ4
1500,3847.I1KQJ7,I1KQJ7
1501,3847.I1KQM2,I1KQM2
1502,3847.I1KQQ0,I1KQQ0
1503,3847.I1KQQ2,I1KQQ2
1504,3847.I1KQQ3,I1KQQ3
1505,3847.I1KQR9,I1KQR9
1506,3847.I1KQT4,I1KQT4
1507,3847.I1KQT5,I1KQT5
1508,3847.I1KQU7,I1KQU7
1509,3847.I1KQV2,I1KQV2
1510,3847.I1KQW2,I1KQW2
1511,3847.I1KQW5,I1KQW5
1512,3847.I1KQW6,I1KQW6
1513,3847.I1KQW7,I1KQW7
1514,3847.I1KQX3,I1KQX3
1515,3847.I1KR03,I1KR03
1516,3847.I1KR60,I1KR60
1517,3847.I1KRA7,I1KRA7
1518,3847.I1KRA9,I1KRA9
1519,3847.I1KRB0,I1KRB0
1520,3847.I1KRB1,I1KRB1
1521,3847.I1KRB3,I1KRB3
1522,3847.I1KRB4,I1KRB4
1523,3847.I1KRB5,I1KRB5
1524,3847.I1KRB6,I1KRB6
1525,3847.I1KRG9,I1KRG9
1526,3847.I1KRJ0,I1KRJ0
1527,3847.I1KRK2,I1KRK2
1528,3847.I1KRK3,I1KRK3
1529,3847.I1KRQ8,I1KRQ8
1530,3847.I1KRS0,I1KRS0
1531,3847.I1KRS6,I1KRS6
1532,3847.I1KRV5,I1KRV5
1533,3847.I1KRW2,I1KRW2
1534,3847.I1KRY2,I1KRY2
1535,3847.I1KRZ2,I1KRZ2
1536,3847.I1KRZ8,I1KRZ8
1537,3847.I1KS03,I1KS03
1538,3847.I1KS53,I1KS53
1539,3847.I1KS88,I1KS88
1540,3847.I1KSB2,I1KSB2
1541,3847.I1KSF2,I1KSF2
1542,3847.I1KSF7,I1KSF7
1543,3847.I1KSH8,I1KSH8
1544,3847.I1KSM1,I1KSM1
1545,3847.I1KSM4,I1KSM4
1546,3847.I1KSP3,I1KSP3
1547,3847.I1KSR5,I1KSR5
1548,3847.I1KSR8,I1KSR8
1549,3847.I1KSU2,I1KSU2
1550,3847.I1KT81,I1KT81
1551,3847.I1KTE1,I1KTE1
1552,3847.I1KTF9,I1KTF9
1553,3847.I1KTG2,I1KTG2
1554,3847.I1KTP1,I1KTP1
1555,3847.I1KTP6,I1KTP6
1556,3847.I1KTQ4,I1KTQ4
1557,3847.I1KTS4,I1KTS4
1558,3847.I1KTT7,I1KTT7
1559,3847.I1KTX8,I1KTX8
1560,3847.I1KTY1,I1KTY1
1561,3847.I1KTY2,I1KTY2
1562,3847.I1KTY9,I1KTY9
1563,3847.I1KU12,I1KU12
1564,3847.I1KU78,I1KU78
1565,3847.I1KUC2,I1KUC2
1566,3847.I1KUL7,I1KUL7
1567,3847.I1KUM8,I1KUM8
1568,3847.I1KUQ9,I1KUQ9
1569,3847.I1KV07,I1KV07
1570,3847.I1KV15,I1KV15
1571,3847.I1KV29,I1KV29
1572,3847.I1KVA1,I1KVA1
1573,3847.I1KVA2,I1KVA2
1574,3847.I1KVA3,I1KVA3
1575,3847.I1KVG9,I1KVG9
1576,3847.I1KVM7,I1KVM7
1577,3847.I1KVV7,I1KVV7
1578,3847.I1KVY3,I1KVY3
1579,3847.I1KVZ0,I1KVZ0
1580,3847.I1KW09,I1KW09
1581,3847.I1KW26,I1KW26
1582,3847.I1KW58,I1KW58
1583,3847.I1KWA3,I1KWA3
1584,3847.I1KWA5,I1KWA5
1585,3847.I1KWC6,I1KWC6
1586,3847.I1KWH3,I1KWH3
1587,3847.I1KWR5,I1KWR5
1588,3847.I1KWU8,I1KWU8
1589,3847.I1KWW6,I1KWW6
1590,3847.I1KX12,I1KX12
1591,3847.I1KX93,I1KX93
1592,3847.I1KXB8,I1KXB8
1593,3847.I1KXF7,I1KXF7
1594,3847.I1KXH0,I1KXH0
1595,3847.I1KXM5,I1KXM5
1596,3847.I1KXR4,I1KXR4
1597,3847.I1KXT4,I1KXT4
1598,3847.I1KXV5,I1KXV5
1599,3847.I1KY06,I1KY06
1600,3847.I1KY09,I1KY09
1601,3847.I1KY16,I1KY16
1602,3847.I1KY20,I1KY20
1603,3847.I1KY25,I1KY25
1604,3847.I1KY39,I1KY39
1605,3847.I1KY45,I1KY45
1606,3847.I1KY83,I1KY83
1607,3847.I1KYG5,I1KYG5
1608,3847.I1KYK7,I1KYK7
1609,3847.I1KYK8,I1KYK8
1610,3847.I1KYN2,I1KYN2
1611,3847.I1KYP9,I1KYP9
1612,3847.I1KYQ1,I1KYQ1
1613,3847.I1KYQ2,I1KYQ2
1614,3847.I1KYQ3,I1KYQ3
1615,3847.I1KYQ5,I1KYQ5
1616,3847.I1KYV2,I1KYV2
1617,3847.I1KZ08,I1KZ08
1618,3847.I1KZ34,I1KZ34
1619,3847.I1KZ41,I1KZ41
1620,3847.I1KZ42,I1KZ42
1621,3847.I1KZ46,I1KZ46
1622,3847.I1KZ72,I1KZ72
1623,3847.I1KZ97,I1KZ97
1624,3847.I1KZH6,I1KZH6
1625,3847.I1KZI1,I1KZI1
1626,3847.I1KZM7,I1KZM7
1627,3847.I1KZR6,I1KZR6
1628,3847.I1KZV9,I1KZV9
1629,3847.I1KZW7,I1KZW7
1630,3847.I1KZX0,I1KZX0
1631,3847.I1L011,I1L011
1632,3847.I1L053,I1L053
1633,3847.I1L071,I1L071
1634,3847.I1L094,I1L094
1635,3847.I1L0B2,I1L0B2
1636,3847.I1L0D6,I1L0D6
1637,3847.I1L0H6,I1L0H6
1638,3847.I1L0H7,I1L0H7
1639,3847.I1L0H9,I1L0H9
1640,3847.I1L0I0,I1L0I0
1641,3847.I1L0I8,I1L0I8
1642,3847.I1L0J0,I1L0J0
1643,3847.I1L0N0,I1L0N0
1644,3847.I1L0R1,I1L0R1
1645,3847.I1L158,I1L158
1646,3847.I1L1K9,I1L1K9
1647,3847.I1L1P9,I1L1P9
1648,3847.I1L1Q5,I1L1Q5
1649,3847.I1L1U2,I1L1U2
1650,3847.I1L1V3,I1L1V3
1651,3847.I1L2F0,I1L2F0
1652,3847.I1L2S0,I1L2S0
1653,3847.I1L2T4,I1L2T4
1654,3847.I1L2Y4,I1L2Y4
1655,3847.I1L2Y7,I1L2Y7
1656,3847.I1L2Z0,I1L2Z0
1657,3847.I1L2Z1,I1L2Z1
1658,3847.I1L330,I1L330
1659,3847.I1L345,I1L345
1660,3847.I1L348,I1L348
1661,3847.I1L3C1,I1L3C1
1662,3847.I1L3C2,I1L3C2
1663,3847.I1L3C6,I1L3C6
1664,3847.I1L3C9,I1L3C9
1665,3847.I1L3F8,I1L3F8
1666,3847.I1L3G4,I1L3G4
1667,3847.I1L3L3,I1L3L3
1668,3847.I1L3R6,I1L3R6
1669,3847.I1L3T1,I1L3T1
1670,3847.I1L3W9,I1L3W9
1671,3847.I1L3X9,I1L3X9
1672,3847.I1L3Z8,I1L3Z8
1673,3847.I1L423,I1L423
1674,3847.I1L468,I1L468
1675,3847.I1L4I8,I1L4I8
1676,3847.I1L4T1,I1L4T1
1677,3847.I1L4U2,I1L4U2
1678,3847.I1L4Y5,I1L4Y5
1679,3847.I1L507,I1L507
1680,3847.I1L510,I1L510
1681,3847.I1L540,I1L540
1682,3847.I1L555,I1L555
1683,3847.I1L5G1,I1L5G1
1684,3847.I1L5G4,I1L5G4
1685,3847.I1L5P2,I1L5P2
1686,3847.I1L5R3,I1L5R3
1687,3847.I1L627,I1L627
1688,3847.I1L632,I1L632
1689,3847.I1L633,I1L633
1690,3847.I1L657,I1L657
1691,3847.I1L665,I1L665
1692,3847.I1L6C2,I1L6C2
1693,3847.I1L6F5,I1L6F5
1694,3847.I1L6G8,I1L6G8
1695,3847.I1L6I6,I1L6I6
1696,3847.I1L6M9,I1L6M9
1697,3847.I1L6R1,I1L6R1
1698,3847.I1L6S2,I1L6S2
1699,3847.I1L6V6,I1L6V6
1700,3847.I1L6Y8,I1L6Y8
1701,3847.I1L703,I1L703
1702,3847.I1L710,I1L710
1703,3847.I1L7C8,I1L7C8
1704,3847.I1L7H1,I1L7H1
1705,3847.I1L7I9,I1L7I9
1706,3847.I1L7M7,I1L7M7
1707,3847.I1L7N7,I1L7N7
1708,3847.I1L7R7,I1L7R7
1709,3847.I1L7S6,I1L7S6
1710,3847.I1L805,I1L805
1711,3847.I1L868,I1L868
1712,3847.I1L899,I1L899
1713,3847.I1L8D1,I1L8D1
1714,3847.I1L8E5,I1L8E5
1715,3847.I1L8E8,I1L8E8
1716,3847.I1L8E9,I1L8E9
1717,3847.I1L8Q5,I1L8Q5
1718,3847.I1L8R4,I1L8R4
1719,3847.I1L8S9,I1L8S9
1720,3847.I1L8X2,I1L8X2
1721,3847.I1L905,I1L905
1722,3847.I1L919,I1L919
1723,3847.I1L932,I1L932
1724,3847.I1L936,I1L936
1725,3847.I1L942,I1L942
1726,3847.I1L955,I1L955
1727,3847.I1L959,I1L959
1728,3847.I1L964,I1L964
1729,3847.I1L966,I1L966
1730,3847.I1L967,I1L967
1731,3847.I1L9A9,I1L9A9
1732,3847.I1L9K7,I1L9K7
1733,3847.I1L9T8,I1L9T8
1734,3847.I1L9V0,I1L9V0
1735,3847.I1L9Y6,I1L9Y6
1736,3847.I1LA26,I1LA26
1737,3847.I1LA33,I1LA33
1738,3847.I1LAB8,I1LAB8
1739,3847.I1LAH7,I1LAH7
1740,3847.I1LAT9,I1LAT9
1741,3847.I1LB04,I1LB04
1742,3847.I1LB22,I1LB22
1743,3847.I1LBC7,I1LBC7
1744,3847.I1LBG8,I1LBG8
1745,3847.I1LBH2,I1LBH2
1746,3847.I1LBH7,I1LBH7
1747,3847.I1LBI3,I1LBI3
1748,3847.I1LBM8,I1LBM8
1749,3847.I1LBU3,I1LBU3
1750,3847.I1LBX4,I1LBX4
1751,3847.I1LBY1,I1LBY1
1752,3847.I1LC19,I1LC19
1753,3847.I1LC21,I1LC21
1754,3847.I1LC39,I1LC39
1755,3847.I1LC78,I1LC78
1756,3847.I1LCE1,I1LCE1
1757,3847.I1LCI8,I1LCI8
1758,3847.I1LCJ1,I1LCJ1
1759,3847.I1LCP7,I1LCP7
1760,3847.I1LCQ1,I1LCQ1
1761,3847.I1LCQ5,I1LCQ5
1762,3847.I1LCX7,I1LCX7
1763,3847.I1LCY2,I1LCY2
1764,3847.I1LD03,I1LD03
1765,3847.I1LD10,I1LD10
1766,3847.I1LD16,I1LD16
1767,3847.I1LD20,I1LD20
1768,3847.I1LD65,I1LD65
1769,3847.I1LD88,I1LD88
1770,3847.I1LDB6,I1LDB6
1771,3847.I1LDE4,I1LDE4
1772,3847.I1LDI3,I1LDI3
1773,3847.I1LDJ1,I1LDJ1
1774,3847.I1LDM5,I1LDM5
1775,3847.I1LDN7,I1LDN7
1776,3847.I1LDW8,I1LDW8
1777,3847.I1LDX6,I1LDX6
1778,3847.I1LDZ0,I1LDZ0
1779,3847.I1LE77,I1LE77
1780,3847.I1LE84,I1LE84
1781,3847.I1LEB8,I1LEB8
1782,3847.I1LEC3,I1LEC3
1783,3847.I1LEJ9,I1LEJ9
1784,3847.I1LEK0,I1LEK0
1785,3847.I1LEU4,I1LEU4
1786,3847.I1LEV7,I1LEV7
1787,3847.I1LF29,I1LF29
1788,3847.I1LFE3,I1LFE3
1789,3847.I1LFF1,I1LFF1
1790,3847.I1LFH1,I1LFH1
1791,3847.I1LFN3,I1LFN3
1792,3847.I1LFR2,I1LFR2
1793,3847.I1LFR5,I1LFR5
1794,3847.I1LFV0,I1LFV0
1795,3847.I1LFY4,I1LFY4
1796,3847.I1LFY5,I1LFY5
1797,3847.I1LFY8,I1LFY8
1798,3847.I1LFZ3,I1LFZ3
1799,3847.I1LG10,I1LG10
1800,3847.I1LG62,I1LG62
1801,3847.I1LGA7,I1LGA7
1802,3847.I1LGA9,I1LGA9
1803,3847.I1LGG6,I1LGG6
1804,3847.I1LGI7,I1LGI7
1805,3847.I1LGJ9,I1LGJ9
1806,3847.I1LGL6,I1LGL6
1807,3847.I1LGW0,I1LGW0
1808,3847.I1LH72,I1LH72
1809,3847.I1LHB1,I1LHB1
1810,3847.I1LHF3,I1LHF3
1811,3847.I1LHF5,I1LHF5
1812,3847.I1LHM6,I1LHM6
1813,3847.I1LHU6,I1LHU6
1814,3847.I1LI15,I1LI15
1815,3847.I1LI78,I1LI78
1816,3847.I1LI96,I1LI96
1817,3847.I1LIA8,I1LIA8
1818,3847.I1LID3,I1LID3
1819,3847.I1LIE6,I1LIE6
1820,3847.I1LIE7,I1LIE7
1821,3847.I1LIG9,I1LIG9
1822,3847.I1LIM1,I1LIM1
1823,3847.I1LIM9,I1LIM9
1824,3847.I1LIR1,I1LIR1
1825,3847.I1LIX4,I1LIX4
1826,3847.I1LJ54,I1LJ54
1827,3847.I1LJC2,I1LJC2
1828,3847.I1LJC4,I1LJC4
1829,3847.I1LJG0,I1LJG0
1830,3847.I1LJG4,I1LJG4
1831,3847.I1LJH6,I1LJH6
1832,3847.I1LJP3,I1LJP3
1833,3847.I1LJR4,I1LJR4
1834,3847.I1LK24,I1LK24
1835,3847.I1LK32,I1LK32
1836,3847.I1LKM7,I1LKM7
1837,3847.I1LKS8,I1LKS8
1838,3847.I1LKT6,I1LKT6
1839,3847.I1LKT9,I1LKT9
1840,3847.I1LKV0,I1LKV0
1841,3847.I1LLE0,I1LLE0
1842,3847.I1LLH6,I1LLH6
1843,3847.I1LLL6,I1LLL6
1844,3847.I1LLN9,I1LLN9
1845,3847.I1LLR0,I1LLR0
1846,3847.I1LLV0,I1LLV0
1847,3847.I1LM73,I1LM73
1848,3847.I1LM80,I1LM80
1849,3847.I1LM84,I1LM84
1850,3847.I1LMA2,I1LMA2
1851,3847.I1LMD9,I1LMD9
1852,3847.I1LMH1,I1LMH1
1853,3847.I1LMQ2,I1LMQ2
1854,3847.I1LMU0,I1LMU0
1855,3847.I1LMU2,I1LMU2
1856,3847.I1LN32,I1LN32
1857,3847.I1LNA0,I1LNA0
1858,3847.I1LNB1,I1LNB1
1859,3847.I1LND2,I1LND2
1860,3847.I1LNP3,I1LNP3
1861,3847.I1LNV1,I1LNV1
1862,3847.I1LNX0,I1LNX0
1863,3847.I1LNZ1,I1LNZ1
1864,3847.I1LPE3,I1LPE3
1865,3847.I1LPE4,I1LPE4
1866,3847.I1LPJ5,I1LPJ5
1867,3847.I1LPK1,I1LPK1
1868,3847.I1LPT5,I1LPT5
1869,3847.I1LPW0,I1LPW0
1870,3847.I1LPW4,I1LPW4
1871,3847.I1LQ11,I1LQ11
1872,3847.I1LQ25,I1LQ25
1873,3847.I1LQ27,I1LQ27
1874,3847.I1LQ55,I1LQ55
1875,3847.I1LQ57,I1LQ57
1876,3847.I1LQ69,I1LQ69
1877,3847.I1LQF4,I1LQF4
1878,3847.I1LQQ2,I1LQQ2
1879,3847.I1LQR1,I1LQR1
1880,3847.I1LR27,I1LR27
1881,3847.I1LR32,I1LR32
1882,3847.I1LRB4,I1LRB4
1883,3847.I1LRE5,I1LRE5
1884,3847.I1LRF2,I1LRF2
1885,3847.I1LRF3,I1LRF3
1886,3847.I1LRF4,I1LRF4
1887,3847.I1LRK5,I1LRK5
1888,3847.I1LRL5,I1LRL5
1889,3847.I1LRQ0,I1LRQ0
1890,3847.I1LS13,I1LS13
