Protein IDs,Gene names,Protein names,Fasta headers,Log2FC,P_Value,Mean_Control,Mean_Ethylene
Glyma.12G007500.3.p;Glyma.12G007500.2.p;Glyma.12G007500.1.p;Glyma.09G229200.1.p;Glyma.12G221100.2.p;Glyma.19G194000.1.p;Glyma.06G028100.1.p;Glyma.12G221100.1.p;Glyma.13G280500.1.p;Glyma.06G028200.1.p,,,Glyma.12G007500.3.p pacid=30548406 transcript=Glyma.12G007500.3 locus=Glyma.12G007500 ID=Glyma.12G007500.3.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G007500.2.p pacid=30548404 transcript=Glyma.12G007500.2 locus=Glyma.12G007500 ID=Glyma.12G007500.2.Wm82.a,-0.228252934401427,0.5854278170573313,77030333.33333333,65758333.333333336
Glyma.12G007800.5.p;Glyma.12G007800.4.p;Glyma.12G007800.6.p;Glyma.12G007800.3.p;Glyma.12G007800.2.p;Glyma.12G007800.1.p,,,Glyma.12G007800.5.p pacid=30547343 transcript=Glyma.12G007800.5 locus=Glyma.12G007800 ID=Glyma.12G007800.5.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G007800.4.p pacid=30547342 transcript=Glyma.12G007800.4 locus=Glyma.12G007800 ID=Glyma.12G007800.4.Wm82.a,0.1827205347115287,0.8421399349852975,6189500.0,7025220.0
Glyma.12G008300.2.p;Glyma.12G008300.1.p,,,Glyma.12G008300.2.p pacid=30545540 transcript=Glyma.12G008300.2 locus=Glyma.12G008300 ID=Glyma.12G008300.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G008300.1.p pacid=30545539 transcript=Glyma.12G008300.1 locus=Glyma.12G008300 ID=Glyma.12G008300.1.Wm82.a,0.5228035386825833,0.3097266783180614,44204333.333333336,63510333.333333336
Glyma.12G009200.2.p;Glyma.12G009200.1.p;Glyma.12G009300.1.p,,,Glyma.12G009200.2.p pacid=30545988 transcript=Glyma.12G009200.2 locus=Glyma.12G009200 ID=Glyma.12G009200.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G009200.1.p pacid=30545987 transcript=Glyma.12G009200.1 locus=Glyma.12G009200 ID=Glyma.12G009200.1.Wm82.a,-0.6225115674926517,0.2119109010229067,12491933.333333334,8114000.0
Glyma.12G009400.1.p,,,Glyma.12G009400.1.p pacid=30546908 transcript=Glyma.12G009400.1 locus=Glyma.12G009400 ID=Glyma.12G009400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.3939222587818856,0.3154408953380308,163863333.33333334,215310000.0
Glyma.12G010100.1.p,,,Glyma.12G010100.1.p pacid=30548533 transcript=Glyma.12G010100.1 locus=Glyma.12G010100 ID=Glyma.12G010100.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.207200941641871,0.8314719263077515,36775653.333333336,31855666.666666668
Glyma.12G013100.2.p;Glyma.12G013100.1.p,,,Glyma.12G013100.2.p pacid=30545406 transcript=Glyma.12G013100.2 locus=Glyma.12G013100 ID=Glyma.12G013100.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G013100.1.p pacid=30545405 transcript=Glyma.12G013100.1 locus=Glyma.12G013100 ID=Glyma.12G013100.1.Wm82.a,0.0363238141511113,0.9507807090025509,13917766.666666666,14272633.333333334
Glyma.12G013600.2.p;Glyma.12G013600.1.p,,,Glyma.12G013600.2.p pacid=30547509 transcript=Glyma.12G013600.2 locus=Glyma.12G013600 ID=Glyma.12G013600.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G013600.1.p pacid=30547510 transcript=Glyma.12G013600.1 locus=Glyma.12G013600 ID=Glyma.12G013600.1.Wm82.a,-0.8944754786682785,0.2296008709373304,35056333.333333336,18858300.0
Glyma.12G014300.1.p;Glyma.12G014200.1.p;Glyma.12G014200.2.p;Glyma.09G222800.1.p,,,Glyma.12G014300.1.p pacid=30545671 transcript=Glyma.12G014300.1 locus=Glyma.12G014300 ID=Glyma.12G014300.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G014200.1.p pacid=30545871 transcript=Glyma.12G014200.1 locus=Glyma.12G014200 ID=Glyma.12G014200.1.Wm82.a,0.6666513927764796,0.0217164652900898,73611666.66666667,116850000.0
Glyma.12G014400.1.p,,,Glyma.12G014400.1.p pacid=30548603 transcript=Glyma.12G014400.1 locus=Glyma.12G014400 ID=Glyma.12G014400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-1.7438386084377395,0.2936613234681046,20883653.33333333,6235320.0
Glyma.12G015400.1.p;Glyma.12G015100.2.p;Glyma.12G015100.1.p;Glyma.12G015100.3.p;Glyma.12G015100.5.p;Glyma.12G015100.4.p;Glyma.12G015500.1.p;Glyma.12G015000.1.p,,,Glyma.12G015400.1.p pacid=30545990 transcript=Glyma.12G015400.1 locus=Glyma.12G015400 ID=Glyma.12G015400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G015100.2.p pacid=30548941 transcript=Glyma.12G015100.2 locus=Glyma.12G015100 ID=Glyma.12G015100.2.Wm82.a,-1.0164092593751912,0.0637862201394759,784290000.0,387710000.0
Glyma.12G015300.1.p,,,Glyma.12G015300.1.p pacid=30546694 transcript=Glyma.12G015300.1 locus=Glyma.12G015300 ID=Glyma.12G015300.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,5.199625248366647,0.2150833813101751,1515686.6666666667,55699666.66666666
Glyma.12G015800.1.p,,,Glyma.12G015800.1.p pacid=30545619 transcript=Glyma.12G015800.1 locus=Glyma.12G015800 ID=Glyma.12G015800.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-1.6761568719764293,0.0766280706609534,47680666.66666666,14920000.0
Glyma.12G016700.1.p,,,Glyma.12G016700.1.p pacid=30547681 transcript=Glyma.12G016700.1 locus=Glyma.12G016700 ID=Glyma.12G016700.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.4253943436779936,0.8230955935039926,399973.3333333333,537140.0
Glyma.12G017100.1.p,,,Glyma.12G017100.1.p pacid=30548537 transcript=Glyma.12G017100.1 locus=Glyma.12G017100 ID=Glyma.12G017100.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.3869681580633928,0.1264839729966601,50437333.333333336,65954000.0
Glyma.12G017700.1.p;Glyma.11G091700.1.p;Glyma.01G174000.3.p;Glyma.01G174000.2.p;Glyma.01G174000.1.p;Glyma.11G069000.1.p,,,Glyma.12G017700.1.p pacid=30547695 transcript=Glyma.12G017700.1 locus=Glyma.12G017700 ID=Glyma.12G017700.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.11G091700.1.p pacid=30531633 transcript=Glyma.11G091700.1 locus=Glyma.11G091700 ID=Glyma.11G091700.1.Wm82.a,0.7360928297612395,0.191532410109207,8366800.0,13936233.333333334
Glyma.12G018400.2.p;Glyma.12G018400.3.p;Glyma.12G018400.1.p;Glyma.12G018300.2.p;Glyma.12G018300.1.p;Glyma.13G000200.1.p,,,Glyma.12G018400.2.p pacid=30546783 transcript=Glyma.12G018400.2 locus=Glyma.12G018400 ID=Glyma.12G018400.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G018400.3.p pacid=30546782 transcript=Glyma.12G018400.3 locus=Glyma.12G018400 ID=Glyma.12G018400.3.Wm82.a,0.4163010653986314,0.0849565489844778,107088666.66666669,142910000.0
Glyma.12G019400.1.p,,,Glyma.12G019400.1.p pacid=30545659 transcript=Glyma.12G019400.1 locus=Glyma.12G019400 ID=Glyma.12G019400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.9306031098698454,0.0522436408924776,235440000.0,123521000.0
Glyma.12G019700.2.p;Glyma.12G019700.1.p,,,Glyma.12G019700.2.p pacid=30546515 transcript=Glyma.12G019700.2 locus=Glyma.12G019700 ID=Glyma.12G019700.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G019700.1.p pacid=30546516 transcript=Glyma.12G019700.1 locus=Glyma.12G019700 ID=Glyma.12G019700.1.Wm82.a,-0.4764718893761616,0.0731203608749671,26564333.33333333,19092666.666666668
Glyma.12G019900.1.p,,,Glyma.12G019900.1.p pacid=30547291 transcript=Glyma.12G019900.1 locus=Glyma.12G019900 ID=Glyma.12G019900.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,4.158213541543447,0.130487084265456,4421133.333333333,78937000.0
Glyma.12G020500.5.p;Glyma.12G020500.4.p;Glyma.12G020500.3.p;Glyma.12G020500.2.p;Glyma.12G020500.1.p,,,Glyma.12G020500.5.p pacid=30546754 transcript=Glyma.12G020500.5 locus=Glyma.12G020500 ID=Glyma.12G020500.5.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G020500.4.p pacid=30546751 transcript=Glyma.12G020500.4 locus=Glyma.12G020500 ID=Glyma.12G020500.4.Wm82.a,0.7706417613744367,0.3915654992719821,3402053.333333333,5804000.0
Glyma.12G021100.1.p,,,Glyma.12G021100.1.p pacid=30545638 transcript=Glyma.12G021100.1 locus=Glyma.12G021100 ID=Glyma.12G021100.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.1744550651109819,0.3863249975539301,181946666.66666663,161223333.33333334
Glyma.12G021300.1.p;Glyma.11G095000.1.p;Glyma.16G113700.1.p;Glyma.16G113200.1.p;Glyma.16G113300.1.p;Glyma.11G094900.1.p;Glyma.16G113600.1.p,,,Glyma.12G021300.1.p pacid=30548204 transcript=Glyma.12G021300.1 locus=Glyma.12G021300 ID=Glyma.12G021300.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,3.2060063916445167,0.0007808851580652,57891666.66666666,534220000.0
Glyma.12G021500.1.p;Glyma.11G095400.1.p,,,Glyma.12G021500.1.p pacid=30548598 transcript=Glyma.12G021500.1 locus=Glyma.12G021500 ID=Glyma.12G021500.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-1.1392082267623431,0.0364006035870108,87672333.33333333,39804000.0
Glyma.12G022300.3.p;Glyma.12G022300.1.p;Glyma.12G022300.2.p;Glyma.03G057900.1.p,,,Glyma.12G022300.3.p pacid=30547359 transcript=Glyma.12G022300.3 locus=Glyma.12G022300 ID=Glyma.12G022300.3.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G022300.1.p pacid=30547358 transcript=Glyma.12G022300.1 locus=Glyma.12G022300 ID=Glyma.12G022300.1.Wm82.a,0.4243040379990095,0.4883880398575334,64183666.66666666,86129666.66666667
Glyma.12G023500.1.p;Glyma.12G023500.4.p;Glyma.12G023500.2.p;Glyma.12G023500.3.p,,,Glyma.12G023500.1.p pacid=30548963 transcript=Glyma.12G023500.1 locus=Glyma.12G023500 ID=Glyma.12G023500.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G023500.4.p pacid=30548966 transcript=Glyma.12G023500.4 locus=Glyma.12G023500 ID=Glyma.12G023500.4.Wm82.a,0.6730175150853793,0.4491127733311835,13791566.666666666,21989333.33333333
Glyma.12G024500.1.p,,,Glyma.12G024500.1.p pacid=30546244 transcript=Glyma.12G024500.1 locus=Glyma.12G024500 ID=Glyma.12G024500.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.1452097924985653,0.9001954445959871,52550666.66666666,58115333.333333336
Glyma.12G024700.1.p,,,Glyma.12G024700.1.p pacid=30546365 transcript=Glyma.12G024700.1 locus=Glyma.12G024700 ID=Glyma.12G024700.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.3869244046799924,0.0639377765703695,27796666666.666668,36347000000.0
Glyma.12G025400.1.p,,,Glyma.12G025400.1.p pacid=30547310 transcript=Glyma.12G025400.1 locus=Glyma.12G025400 ID=Glyma.12G025400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.1978681716794362,0.8453392169111831,29688986.666666668,34053333.333333336
Glyma.12G026000.1.p;Glyma.12G026000.2.p,,,Glyma.12G026000.1.p pacid=30547556 transcript=Glyma.12G026000.1 locus=Glyma.12G026000 ID=Glyma.12G026000.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.4003674168727283,0.3481109965201475,50426666.66666666,66555333.333333336
Glyma.12G026400.2.p;Glyma.12G026400.1.p,,,Glyma.12G026400.2.p pacid=30545630 transcript=Glyma.12G026400.2 locus=Glyma.12G026400 ID=Glyma.12G026400.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G026400.1.p pacid=30545631 transcript=Glyma.12G026400.1 locus=Glyma.12G026400 ID=Glyma.12G026400.1.Wm82.a,1.4486013962447897,0.3148321467939459,4764640.0,13004766.666666666
Glyma.12G026900.1.p,,,Glyma.12G026900.1.p pacid=30546225 transcript=Glyma.12G026900.1 locus=Glyma.12G026900 ID=Glyma.12G026900.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.2257224501519936,0.3010655335129966,11229000000.0,9602666666.666666
Glyma.12G027300.2.p;Glyma.12G027300.1.p,,,Glyma.12G027300.2.p pacid=30547500 transcript=Glyma.12G027300.2 locus=Glyma.12G027300 ID=Glyma.12G027300.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G027300.1.p pacid=30547499 transcript=Glyma.12G027300.1 locus=Glyma.12G027300 ID=Glyma.12G027300.1.Wm82.a,-0.7549592264679728,0.002451058118341,172653333.33333334,102308000.0
Glyma.12G027400.1.p;Glyma.11G101500.1.p,,,Glyma.12G027400.1.p pacid=30548261 transcript=Glyma.12G027400.1 locus=Glyma.12G027400 ID=Glyma.12G027400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.11G101500.1.p pacid=30528468 transcript=Glyma.11G101500.1 locus=Glyma.11G101500 ID=Glyma.11G101500.1.Wm82.a,0.7457620831101477,0.1370361548678451,14639466.666666666,24548333.33333333
Glyma.12G028300.2.p;Glyma.12G028300.1.p,,,Glyma.12G028300.2.p pacid=30545945 transcript=Glyma.12G028300.2 locus=Glyma.12G028300 ID=Glyma.12G028300.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G028300.1.p pacid=30545946 transcript=Glyma.12G028300.1 locus=Glyma.12G028300 ID=Glyma.12G028300.1.Wm82.a,-1.2077540422543147,0.0179246245644438,69805333.33333333,30221666.666666668
Glyma.12G030200.1.p,,,Glyma.12G030200.1.p pacid=30548552 transcript=Glyma.12G030200.1 locus=Glyma.12G030200 ID=Glyma.12G030200.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,2.0683123545381825,0.2678314331910102,2178686.6666666665,9137320.0
Glyma.12G030800.5.p;Glyma.12G030800.4.p;Glyma.12G030800.3.p;Glyma.12G030800.2.p;Glyma.12G030800.6.p;Glyma.12G030800.7.p;Glyma.12G030800.8.p;Glyma.12G030800.9.p;Glyma.12G030800.12.p;Glyma.12G030800.11.p;Glyma.12G030800.10.p;Glyma.12G030800.13.p;Glyma.12G030800.16.p;Glyma.12G030800.15.p;Glyma.12G030800.14.p;Glyma.12G030800.18.p;Glyma.12G030800.20.p;Glyma.12G030800.17.p;Glyma.12G030800.19.p;Glyma.12G030800.25.p;Glyma.12G030800.24.p;Glyma.12G030800.23.p;Glyma.12G030800.22.p;Glyma.12G030800.21.p;Glyma.12G030800.26.p;Glyma.12G030800.28.p;Glyma.12G030800.27.p;Glyma.12G030800.1.p;Glyma.08G150600.1.p,,,Glyma.12G030800.5.p pacid=30547449 transcript=Glyma.12G030800.5 locus=Glyma.12G030800 ID=Glyma.12G030800.5.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G030800.4.p pacid=30547448 transcript=Glyma.12G030800.4 locus=Glyma.12G030800 ID=Glyma.12G030800.4.Wm82.a,0.8695621701124703,0.0249708526271052,679963333.3333334,1242366666.6666667
Glyma.12G031800.1.p,,,Glyma.12G031800.1.p pacid=30548551 transcript=Glyma.12G031800.1 locus=Glyma.12G031800 ID=Glyma.12G031800.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.1358596167142541,0.8106595816450257,40392666.66666666,44381333.333333336
Glyma.12G032300.1.p;Glyma.12G032300.2.p,,,Glyma.12G032300.1.p pacid=30545628 transcript=Glyma.12G032300.1 locus=Glyma.12G032300 ID=Glyma.12G032300.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G032300.2.p pacid=30545629 transcript=Glyma.12G032300.2 locus=Glyma.12G032300 ID=Glyma.12G032300.2.Wm82.a,-0.2997357797451906,0.2111257154658137,706170000.0,573693333.3333334
Glyma.12G032400.1.p;Glyma.12G032400.2.p;Glyma.12G032400.3.p,,,Glyma.12G032400.1.p pacid=30547988 transcript=Glyma.12G032400.1 locus=Glyma.12G032400 ID=Glyma.12G032400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G032400.2.p pacid=30547990 transcript=Glyma.12G032400.2 locus=Glyma.12G032400 ID=Glyma.12G032400.2.Wm82.a,-0.5210498736322883,0.2014520081349056,55706666.66666666,38820000.0
Glyma.12G036200.1.p,,,Glyma.12G036200.1.p pacid=30548259 transcript=Glyma.12G036200.1 locus=Glyma.12G036200 ID=Glyma.12G036200.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.043060641812186,0.799072723418156,33259333.33333333,34267000.0
Glyma.12G036700.1.p;Glyma.11G110200.1.p,,,Glyma.12G036700.1.p pacid=30547489 transcript=Glyma.12G036700.1 locus=Glyma.12G036700 ID=Glyma.12G036700.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.1787008871168174,0.1373023445000097,1035806666.6666666,915133333.3333334
Glyma.12G036900.3.p;Glyma.12G036900.2.p;Glyma.12G036900.1.p,,,Glyma.12G036900.3.p pacid=30547790 transcript=Glyma.12G036900.3 locus=Glyma.12G036900 ID=Glyma.12G036900.3.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G036900.2.p pacid=30547789 transcript=Glyma.12G036900.2 locus=Glyma.12G036900 ID=Glyma.12G036900.2.Wm82.a,0.1566319198552763,0.4645379924419853,11638000.0,12972666.666666666
Glyma.12G037400.1.p,,,Glyma.12G037400.1.p pacid=30546035 transcript=Glyma.12G037400.1 locus=Glyma.12G037400 ID=Glyma.12G037400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.3509353062401024,0.3171774389391215,2679500000.0,3417400000.0
Glyma.12G038800.3.p;Glyma.12G038800.2.p;Glyma.12G038800.1.p,,,Glyma.12G038800.3.p pacid=30546932 transcript=Glyma.12G038800.3 locus=Glyma.12G038800 ID=Glyma.12G038800.3.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G038800.2.p pacid=30546933 transcript=Glyma.12G038800.2 locus=Glyma.12G038800 ID=Glyma.12G038800.2.Wm82.a,-0.3923174227787602,0.3619420343826779,6437900.0,4905066.666666667
Glyma.12G039900.1.p;Glyma.11G114000.2.p;Glyma.11G114000.1.p;Glyma.11G113900.2.p;Glyma.11G113900.1.p;Glyma.01G080200.1.p,,,Glyma.12G039900.1.p pacid=30549019 transcript=Glyma.12G039900.1 locus=Glyma.12G039900 ID=Glyma.12G039900.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.11G114000.2.p pacid=30528796 transcript=Glyma.11G114000.2 locus=Glyma.11G114000 ID=Glyma.11G114000.2.Wm82.a,-0.0365024288161992,0.8332701501263566,189320000.0,184590000.0
Glyma.12G040200.1.p;Glyma.12G040200.2.p;Glyma.11G114300.1.p,,,Glyma.12G040200.1.p pacid=30545424 transcript=Glyma.12G040200.1 locus=Glyma.12G040200 ID=Glyma.12G040200.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G040200.2.p pacid=30545425 transcript=Glyma.12G040200.2 locus=Glyma.12G040200 ID=Glyma.12G040200.2.Wm82.a,-0.3964011737559645,0.0560404900927517,21698333.33333333,16485333.333333334
Glyma.12G040500.4.p;Glyma.12G040500.3.p;Glyma.12G040500.1.p;Glyma.12G040500.2.p,,,Glyma.12G040500.4.p pacid=30545479 transcript=Glyma.12G040500.4 locus=Glyma.12G040500 ID=Glyma.12G040500.4.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G040500.3.p pacid=30545481 transcript=Glyma.12G040500.3 locus=Glyma.12G040500 ID=Glyma.12G040500.3.Wm82.a,0.1832421553016346,0.4580287350747201,15624000.0,17740000.0
Glyma.12G042400.2.p;Glyma.12G042400.1.p;Glyma.06G011700.1.p,,,Glyma.12G042400.2.p pacid=30545849 transcript=Glyma.12G042400.2 locus=Glyma.12G042400 ID=Glyma.12G042400.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G042400.1.p pacid=30545850 transcript=Glyma.12G042400.1 locus=Glyma.12G042400 ID=Glyma.12G042400.1.Wm82.a,-0.3574096606307869,0.1625106476430017,22697666.666666668,17717000.0
Glyma.12G043000.2.p;Glyma.12G043000.1.p,,,Glyma.12G043000.2.p pacid=30547582 transcript=Glyma.12G043000.2 locus=Glyma.12G043000 ID=Glyma.12G043000.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G043000.1.p pacid=30547581 transcript=Glyma.12G043000.1 locus=Glyma.12G043000 ID=Glyma.12G043000.1.Wm82.a,0.6455417743253651,0.5637401625956495,998653.3333333334,1562220.0
Glyma.12G043200.1.p;Glyma.17G231300.5.p;Glyma.17G231300.3.p;Glyma.17G231300.4.p;Glyma.17G231300.2.p;Glyma.17G231300.6.p;Glyma.17G231300.1.p,,,Glyma.12G043200.1.p pacid=30546729 transcript=Glyma.12G043200.1 locus=Glyma.12G043200 ID=Glyma.12G043200.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.17G231300.5.p pacid=30480187 transcript=Glyma.17G231300.5 locus=Glyma.17G231300 ID=Glyma.17G231300.5.Wm82.a,0.1990310122151896,0.8805835756668176,5799253.333333333,6657120.0
Glyma.12G043700.1.p,,,Glyma.12G043700.1.p pacid=30545793 transcript=Glyma.12G043700.1 locus=Glyma.12G043700 ID=Glyma.12G043700.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.1248257195203224,0.5767613115820815,469203333.3333333,430313333.3333333
Glyma.12G045300.1.p,,,Glyma.12G045300.1.p pacid=30546415 transcript=Glyma.12G045300.1 locus=Glyma.12G045300 ID=Glyma.12G045300.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,5.119143881937359,0.4226497308103742,70960.0,2466206.6666666665
Glyma.12G045400.2.p;Glyma.12G045400.1.p,,,Glyma.12G045400.2.p pacid=30547028 transcript=Glyma.12G045400.2 locus=Glyma.12G045400 ID=Glyma.12G045400.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G045400.1.p pacid=30547027 transcript=Glyma.12G045400.1 locus=Glyma.12G045400 ID=Glyma.12G045400.1.Wm82.a,-1.28316251692831,0.2871702502353948,21171666.666666668,8699306.666666666
Glyma.12G045800.1.p;Glyma.11G120700.1.p,,,Glyma.12G045800.1.p pacid=30548851 transcript=Glyma.12G045800.1 locus=Glyma.12G045800 ID=Glyma.12G045800.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.11G120700.1.p pacid=30530415 transcript=Glyma.11G120700.1 locus=Glyma.11G120700 ID=Glyma.11G120700.1.Wm82.a,-0.6842853598050744,0.0199132348875798,5430966.666666667,3379766.6666666665
Glyma.12G046000.1.p;Glyma.12G046000.2.p;Glyma.12G046000.3.p,,,Glyma.12G046000.1.p pacid=30547211 transcript=Glyma.12G046000.1 locus=Glyma.12G046000 ID=Glyma.12G046000.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G046000.2.p pacid=30547212 transcript=Glyma.12G046000.2 locus=Glyma.12G046000 ID=Glyma.12G046000.2.Wm82.a,-0.1484584710113023,0.3310362586606074,929853333.3333334,838926666.6666666
Glyma.12G046200.1.p;Glyma.12G046100.1.p,,,Glyma.12G046200.1.p pacid=30548746 transcript=Glyma.12G046200.1 locus=Glyma.12G046200 ID=Glyma.12G046200.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.5374183033706302,0.0398840732847903,4409900000.0,3038433333.333333
Glyma.12G048900.2.p;Glyma.12G048900.1.p,,,Glyma.12G048900.2.p pacid=30548600 transcript=Glyma.12G048900.2 locus=Glyma.12G048900 ID=Glyma.12G048900.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G048900.1.p pacid=30548599 transcript=Glyma.12G048900.1 locus=Glyma.12G048900 ID=Glyma.12G048900.1.Wm82.a,0.7179700224979506,0.1535889981795988,98340333.33333331,161756666.66666666
Glyma.12G050700.4.p;Glyma.12G050700.2.p;Glyma.12G050700.1.p;Glyma.12G050700.3.p,,,Glyma.12G050700.4.p pacid=30548879 transcript=Glyma.12G050700.4 locus=Glyma.12G050700 ID=Glyma.12G050700.4.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G050700.2.p pacid=30548877 transcript=Glyma.12G050700.2 locus=Glyma.12G050700 ID=Glyma.12G050700.2.Wm82.a,0.3018545248401062,0.0980064187956,179336666.66666666,221073333.3333333
Glyma.12G051600.1.p,,,Glyma.12G051600.1.p pacid=30548059 transcript=Glyma.12G051600.1 locus=Glyma.12G051600 ID=Glyma.12G051600.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,3.586125010103461,0.4549078010188542,1718806.6666666667,20642306.666666668
Glyma.12G051800.2.p;Glyma.12G051800.1.p,,,Glyma.12G051800.2.p pacid=30546107 transcript=Glyma.12G051800.2 locus=Glyma.12G051800 ID=Glyma.12G051800.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G051800.1.p pacid=30546106 transcript=Glyma.12G051800.1 locus=Glyma.12G051800 ID=Glyma.12G051800.1.Wm82.a,-0.3237888718594474,0.2141144051216567,21399666.666666668,17097666.666666668
Glyma.12G054700.1.p,,,Glyma.12G054700.1.p pacid=30548902 transcript=Glyma.12G054700.1 locus=Glyma.12G054700 ID=Glyma.12G054700.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-1.8472339778887752,0.0403428190535691,66570666.66666666,18501633.33333333
Glyma.12G055900.1.p,,,Glyma.12G055900.1.p pacid=30545846 transcript=Glyma.12G055900.1 locus=Glyma.12G055900 ID=Glyma.12G055900.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-1.2810915587849148,0.0073593307825931,952276666.6666666,391846666.6666667
Glyma.12G058200.1.p,,,Glyma.12G058200.1.p pacid=30546324 transcript=Glyma.12G058200.1 locus=Glyma.12G058200 ID=Glyma.12G058200.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.3836712153486689,0.3285682291931009,27510666.666666668,35892000.0
Glyma.12G058500.1.p,,,Glyma.12G058500.1.p pacid=30546906 transcript=Glyma.12G058500.1 locus=Glyma.12G058500 ID=Glyma.12G058500.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.1766839486328621,0.4673979137203327,2653200000.0,2998866666.6666665
Glyma.12G059600.1.p,,,Glyma.12G059600.1.p pacid=30547691 transcript=Glyma.12G059600.1 locus=Glyma.12G059600 ID=Glyma.12G059600.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.1761606210358532,0.3167682715480123,4940633333.333333,4372733333.333333
Glyma.12G060500.1.p;Glyma.13G123800.1.p,,,Glyma.12G060500.1.p pacid=30546033 transcript=Glyma.12G060500.1 locus=Glyma.12G060500 ID=Glyma.12G060500.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.13G123800.1.p pacid=30505851 transcript=Glyma.13G123800.1 locus=Glyma.13G123800 ID=Glyma.13G123800.1.Wm82.a,-6.656823200477463,0.1538474174433767,7160066.666666667,70960.0
