Protein IDs,Gene names,Protein names,Fasta headers,Log2FC,P_Value,Mean_Control,Mean_Ethylene
Q9UE12;Q15323;A2A5Y0;REFSEQ:XP_986630;Q9D646;O76011;Q92764;Q8IUT8;Q497I4;O76013,KRT31;Krt31;Krt34;KRT34;KRT35,,"Q9UE12 TREMBL:Q9UE12 Type I hair keratin 1 - Homo sapiens (Human).;Q15323 SWISS-PROT:Q15323 Keratin, type I cuticular HA1 (Hair keratin, type I HA1);A2A5Y0 TREMBL:A2A5Y0 Tax_Id=10090 Gene_Symbol=Krt31 keratin complex 1, acidic, gene 1;REFSEQ:XP_986630 Tax_",0.0,1.0,70960.0,70960.0
Glyma.01G000700.1.p;Glyma.08G360000.6.p;Glyma.08G360000.5.p;Glyma.08G360000.4.p;Glyma.08G360000.3.p;Glyma.08G360000.2.p;Glyma.08G360000.1.p,,,Glyma.01G000700.1.p pacid=30542002 transcript=Glyma.01G000700.1 locus=Glyma.01G000700 ID=Glyma.01G000700.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.08G360000.6.p pacid=30540471 transcript=Glyma.08G360000.6 locus=Glyma.08G360000 ID=Glyma.08G360000.6.Wm82.a,-0.1139998966545794,0.9541887480516258,841040.0,777140.0
Glyma.01G001300.2.p;Glyma.01G001300.1.p,,,Glyma.01G001300.2.p pacid=30544328 transcript=Glyma.01G001300.2 locus=Glyma.01G001300 ID=Glyma.01G001300.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G001300.1.p pacid=30544327 transcript=Glyma.01G001300.1 locus=Glyma.01G001300 ID=Glyma.01G001300.1.Wm82.a,-1.5978305856797863,0.0248868043583694,15676000.0,5178933.333333333
Glyma.01G002400.1.p;Glyma.07G129900.1.p,,,Glyma.01G002400.1.p pacid=30541831 transcript=Glyma.01G002400.1 locus=Glyma.01G002400 ID=Glyma.01G002400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.07G129900.1.p pacid=30494857 transcript=Glyma.07G129900.1 locus=Glyma.07G129900 ID=Glyma.07G129900.1.Wm82.a,-1.0631578709741158,0.1732708364288501,5908800.0,2827853.333333333
Glyma.01G002600.1.p,,,Glyma.01G002600.1.p pacid=30543303 transcript=Glyma.01G002600.1 locus=Glyma.01G002600 ID=Glyma.01G002600.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.0556797728298872,0.8375318135485483,1480933333.3333333,1424866666.6666667
Glyma.01G002900.1.p,,,Glyma.01G002900.1.p pacid=30544339 transcript=Glyma.01G002900.1 locus=Glyma.01G002900 ID=Glyma.01G002900.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.2621889203339096,0.6406910021726808,641400000.0,534813333.3333333
Glyma.01G004100.2.p;Glyma.01G004100.1.p;Glyma.07G127800.3.p;Glyma.07G127800.2.p;Glyma.07G127800.1.p,,,Glyma.01G004100.2.p pacid=30543123 transcript=Glyma.01G004100.2 locus=Glyma.01G004100 ID=Glyma.01G004100.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G004100.1.p pacid=30543122 transcript=Glyma.01G004100.1 locus=Glyma.01G004100 ID=Glyma.01G004100.1.Wm82.a,0.1558064564053508,0.8031516648793626,4305933.333333333,4797000.0
Glyma.01G004200.4.p;Glyma.01G004200.2.p;Glyma.01G004200.1.p;Glyma.01G004200.3.p;Glyma.07G127700.1.p,,,Glyma.01G004200.4.p pacid=30544361 transcript=Glyma.01G004200.4 locus=Glyma.01G004200 ID=Glyma.01G004200.4.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G004200.2.p pacid=30544362 transcript=Glyma.01G004200.2 locus=Glyma.01G004200 ID=Glyma.01G004200.2.Wm82.a,2.0505263542376637,0.0062776905162865,335926666.6666667,1391600000.0
Glyma.07G127500.1.p;Glyma.01G004300.2.p;Glyma.01G004300.1.p,,,Glyma.07G127500.1.p pacid=30495150 transcript=Glyma.07G127500.1 locus=Glyma.07G127500 ID=Glyma.07G127500.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G004300.2.p pacid=30544761 transcript=Glyma.01G004300.2 locus=Glyma.01G004300 ID=Glyma.01G004300.2.Wm82.a,-0.1840298015406824,0.7290999124420963,228653333.3333333,201270000.0
Glyma.07G127300.1.p;Glyma.01G004500.2.p;Glyma.01G004500.1.p;Glyma.05G224200.3.p;Glyma.08G031200.5.p;Glyma.08G031200.4.p;Glyma.08G031200.3.p;Glyma.08G031200.2.p;Glyma.08G031200.1.p;Glyma.05G224200.2.p;Glyma.05G224200.1.p,,,Glyma.07G127300.1.p pacid=30492899 transcript=Glyma.07G127300.1 locus=Glyma.07G127300 ID=Glyma.07G127300.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G004500.2.p pacid=30541946 transcript=Glyma.01G004500.2 locus=Glyma.01G004500 ID=Glyma.01G004500.2.Wm82.a,-1.1262731930595915,0.6406073059235575,1469206.6666666667,673040.0
Glyma.01G005200.1.p,,,Glyma.01G005200.1.p pacid=30542455 transcript=Glyma.01G005200.1 locus=Glyma.01G005200 ID=Glyma.01G005200.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.9551825935402664,0.1936422653862532,8207666.666666667,4233320.0
Glyma.07G126400.1.p;Glyma.01G005400.1.p;Glyma.07G126400.4.p;Glyma.01G005400.2.p;Glyma.07G126400.3.p;Glyma.07G126400.2.p,,,Glyma.07G126400.1.p pacid=30495455 transcript=Glyma.07G126400.1 locus=Glyma.07G126400 ID=Glyma.07G126400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G005400.1.p pacid=30543742 transcript=Glyma.01G005400.1 locus=Glyma.01G005400 ID=Glyma.01G005400.1.Wm82.a,-0.3787927600354819,0.2522644887378532,23094666.666666668,17761666.666666668
Glyma.01G006500.6.p;Glyma.01G006500.7.p;Glyma.01G006500.4.p;Glyma.07G125300.3.p;Glyma.01G006500.3.p;Glyma.07G125300.2.p;Glyma.01G006500.8.p;Glyma.01G006500.5.p;Glyma.07G125300.1.p;Glyma.01G006500.2.p;Glyma.01G006500.1.p;Glyma.01G006500.9.p,,,Glyma.01G006500.6.p pacid=30543178 transcript=Glyma.01G006500.6 locus=Glyma.01G006500 ID=Glyma.01G006500.6.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G006500.7.p pacid=30543177 transcript=Glyma.01G006500.7 locus=Glyma.01G006500 ID=Glyma.01G006500.7.Wm82.a,-1.1169128846106713,0.1387335325351299,6698166.666666667,3088386.6666666665
Glyma.01G006700.2.p;Glyma.01G006700.1.p;Glyma.01G006700.5.p;Glyma.01G006700.3.p;Glyma.01G006700.4.p,,,Glyma.01G006700.2.p pacid=30543033 transcript=Glyma.01G006700.2 locus=Glyma.01G006700 ID=Glyma.01G006700.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G006700.1.p pacid=30543032 transcript=Glyma.01G006700.1 locus=Glyma.01G006700 ID=Glyma.01G006700.1.Wm82.a,0.3435858434390657,0.5308478633889929,20808466.666666668,26404000.0
Glyma.01G007200.3.p;Glyma.01G007200.1.p;Glyma.01G007200.2.p,,,Glyma.01G007200.3.p pacid=30541622 transcript=Glyma.01G007200.3 locus=Glyma.01G007200 ID=Glyma.01G007200.3.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G007200.1.p pacid=30541623 transcript=Glyma.01G007200.1 locus=Glyma.01G007200 ID=Glyma.01G007200.1.Wm82.a,-0.8186899249011648,0.0001936255552077,663490000.0,376170000.0
Glyma.01G007300.1.p,,,Glyma.01G007300.1.p pacid=30543096 transcript=Glyma.01G007300.1 locus=Glyma.01G007300 ID=Glyma.01G007300.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.3602104691497074,0.7830390389311399,6169053.333333333,4806006.666666667
Glyma.16G078500.1.p;Glyma.01G007700.1.p,,,Glyma.16G078500.1.p pacid=30559813 transcript=Glyma.16G078500.1 locus=Glyma.16G078500 ID=Glyma.16G078500.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G007700.1.p pacid=30542957 transcript=Glyma.01G007700.1 locus=Glyma.01G007700 ID=Glyma.01G007700.1.Wm82.a,1.6892311791692125,0.3048313674442884,958573.3333333334,3091253.333333333
Glyma.01G008500.1.p;Glyma.01G008500.2.p;Glyma.07G015700.2.p;Glyma.15G204400.1.p;Glyma.07G015700.1.p,,,Glyma.01G008500.1.p pacid=30544964 transcript=Glyma.01G008500.1 locus=Glyma.01G008500 ID=Glyma.01G008500.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G008500.2.p pacid=30544965 transcript=Glyma.01G008500.2 locus=Glyma.01G008500 ID=Glyma.01G008500.2.Wm82.a,-0.173203595490745,0.3983494238079504,1413933333.3333333,1253976666.6666667
Glyma.01G009200.1.p,,,Glyma.01G009200.1.p pacid=30541792 transcript=Glyma.01G009200.1 locus=Glyma.01G009200 ID=Glyma.01G009200.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.8267476283737589,0.0171400117685558,38805333.333333336,68828333.33333333
Glyma.16G077300.1.p;Glyma.01G009300.1.p,,,Glyma.16G077300.1.p pacid=30561657 transcript=Glyma.16G077300.1 locus=Glyma.16G077300 ID=Glyma.16G077300.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G009300.1.p pacid=30543088 transcript=Glyma.01G009300.1 locus=Glyma.01G009300 ID=Glyma.01G009300.1.Wm82.a,-0.0402114732703414,0.8440143478451191,10026333.333333334,9750733.333333334
Glyma.01G010200.1.p,,,Glyma.01G010200.1.p pacid=30544961 transcript=Glyma.01G010200.1 locus=Glyma.01G010200 ID=Glyma.01G010200.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.4407487292580774,0.0579391988140123,42711333333.333336,31467666666.666668
Glyma.01G010600.1.p,,,Glyma.01G010600.1.p pacid=30542885 transcript=Glyma.01G010600.1 locus=Glyma.01G010600 ID=Glyma.01G010600.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.8642652462035878,0.1600204751196857,37415333.333333336,68111333.33333333
Glyma.09G210000.2.p;Glyma.09G210000.1.p;Glyma.01G011100.1.p,,,Glyma.09G210000.2.p pacid=30483697 transcript=Glyma.09G210000.2 locus=Glyma.09G210000 ID=Glyma.09G210000.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.09G210000.1.p pacid=30483696 transcript=Glyma.09G210000.1 locus=Glyma.09G210000 ID=Glyma.09G210000.1.Wm82.a,-0.6336157747007414,0.038512752485975,41594333.333333336,26810000.0
Glyma.01G013500.1.p;Glyma.10G253900.1.p;Glyma.20G138500.1.p;Glyma.20G137500.1.p,,,Glyma.01G013500.1.p pacid=30542591 transcript=Glyma.01G013500.1 locus=Glyma.01G013500 ID=Glyma.01G013500.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.3929932605870416,0.3282010628541089,36298000.0,27642666.666666668
Glyma.01G014200.2.p;Glyma.01G014200.1.p,,,Glyma.01G014200.2.p pacid=30543355 transcript=Glyma.01G014200.2 locus=Glyma.01G014200 ID=Glyma.01G014200.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G014200.1.p pacid=30543354 transcript=Glyma.01G014200.1 locus=Glyma.01G014200 ID=Glyma.01G014200.1.Wm82.a,0.1354265231499254,0.7817869024508184,71322000.0,78341333.33333333
Glyma.01G014400.1.p;Glyma.01G014400.2.p,,,Glyma.01G014400.1.p pacid=30544420 transcript=Glyma.01G014400.1 locus=Glyma.01G014400 ID=Glyma.01G014400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G014400.2.p pacid=30544421 transcript=Glyma.01G014400.2 locus=Glyma.01G014400 ID=Glyma.01G014400.2.Wm82.a,0.3350177153084879,0.2614355339278143,111326666.66666669,140426666.66666666
Glyma.01G014900.1.p;Glyma.07G152600.1.p,,,Glyma.01G014900.1.p pacid=30542948 transcript=Glyma.01G014900.1 locus=Glyma.01G014900 ID=Glyma.01G014900.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.4567544372875784,0.1951764075239039,28130666.666666668,20496666.666666668
Glyma.01G015100.1.p;Glyma.01G015100.2.p,,,Glyma.01G015100.1.p pacid=30545192 transcript=Glyma.01G015100.1 locus=Glyma.01G015100 ID=Glyma.01G015100.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.0035501295402937,0.9851158099384968,5574233333.333333,5560533333.333333
Glyma.01G015500.1.p,,,Glyma.01G015500.1.p pacid=30544106 transcript=Glyma.01G015500.1 locus=Glyma.01G015500 ID=Glyma.01G015500.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.5944381471753806,0.0248151819823814,326270000.0,492630000.0
Glyma.01G017400.1.p,,,Glyma.01G017400.1.p pacid=30542460 transcript=Glyma.01G017400.1 locus=Glyma.01G017400 ID=Glyma.01G017400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.2074561171570006,0.5374143051936925,243696666.66666663,211056666.66666663
Glyma.01G017900.1.p,,,Glyma.01G017900.1.p pacid=30542376 transcript=Glyma.01G017900.1 locus=Glyma.01G017900 ID=Glyma.01G017900.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,1.6721257576983022,0.037502573679664,24490000.0,78045666.66666667
Glyma.01G018000.1.p;Glyma.01G018000.2.p;Glyma.09G205000.1.p,,,Glyma.01G018000.1.p pacid=30542437 transcript=Glyma.01G018000.1 locus=Glyma.01G018000 ID=Glyma.01G018000.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G018000.2.p pacid=30542438 transcript=Glyma.01G018000.2 locus=Glyma.01G018000 ID=Glyma.01G018000.2.Wm82.a,1.7837022090050196,0.0116508575282247,133593333.33333331,459973333.3333333
Glyma.01G018400.1.p;Glyma.09G204500.1.p,,,Glyma.01G018400.1.p pacid=30544432 transcript=Glyma.01G018400.1 locus=Glyma.01G018400 ID=Glyma.01G018400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.09G204500.1.p pacid=30484140 transcript=Glyma.09G204500.1 locus=Glyma.09G204500 ID=Glyma.09G204500.1.Wm82.a,0.995115269341669,0.6701967216168274,740606.6666666666,1476206.6666666667
Glyma.01G020300.1.p,,,Glyma.01G020300.1.p pacid=30544885 transcript=Glyma.01G020300.1 locus=Glyma.01G020300 ID=Glyma.01G020300.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.5081732534481247,0.257545326133708,193863333.3333333,136307666.66666666
Glyma.01G020900.1.p;Glyma.08G276100.1.p;Glyma.16G096300.1.p;Glyma.08G280500.1.p,,,Glyma.01G020900.1.p pacid=30544842 transcript=Glyma.01G020900.1 locus=Glyma.01G020900 ID=Glyma.01G020900.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.4452972920854858,0.052302494741857,573326666.6666666,421070000.0
Glyma.01G021300.1.p;Glyma.09G200700.1.p,,,Glyma.01G021300.1.p pacid=30543764 transcript=Glyma.01G021300.1 locus=Glyma.01G021300 ID=Glyma.01G021300.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.09G200700.1.p pacid=30485176 transcript=Glyma.09G200700.1 locus=Glyma.09G200700 ID=Glyma.09G200700.1.Wm82.a,-0.0910491811850947,0.9336446367384176,13543653.333333334,12715320.0
Glyma.09G200300.2.p;Glyma.01G021400.2.p;Glyma.01G021400.3.p;Glyma.09G200300.1.p;Glyma.01G021400.1.p,,,Glyma.09G200300.2.p pacid=30485096 transcript=Glyma.09G200300.2 locus=Glyma.09G200300 ID=Glyma.09G200300.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G021400.2.p pacid=30543012 transcript=Glyma.01G021400.2 locus=Glyma.01G021400 ID=Glyma.01G021400.2.Wm82.a,0.7765498843046746,0.0164653819110409,3183833.333333333,5454000.0
Glyma.13G286000.1.p;Glyma.12G215500.1.p;Glyma.01G022100.1.p;Glyma.13G285900.1.p;Glyma.12G215600.1.p;Glyma.19G239200.1.p,,,Glyma.13G286000.1.p pacid=30505223 transcript=Glyma.13G286000.1 locus=Glyma.13G286000 ID=Glyma.13G286000.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.12G215500.1.p pacid=30548823 transcript=Glyma.12G215500.1 locus=Glyma.12G215500 ID=Glyma.12G215500.1.Wm82.a,-1.0056541944038957,0.2186529262212082,32986333.33333333,16428653.333333334
Glyma.02G040700.1.p;Glyma.01G024000.1.p,,,Glyma.02G040700.1.p pacid=30506525 transcript=Glyma.02G040700.1 locus=Glyma.02G040700 ID=Glyma.02G040700.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G024000.1.p pacid=30544046 transcript=Glyma.01G024000.1 locus=Glyma.01G024000 ID=Glyma.01G024000.1.Wm82.a,0.1773996414740365,0.8866255001935344,2063020.0,2332953.333333333
Glyma.01G024600.1.p,,,Glyma.01G024600.1.p pacid=30542843 transcript=Glyma.01G024600.1 locus=Glyma.01G024600 ID=Glyma.01G024600.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-1.2253261721538249,0.4304473331908022,7249320.0,3100540.0
Glyma.01G025600.1.p,,,Glyma.01G025600.1.p pacid=30542351 transcript=Glyma.01G025600.1 locus=Glyma.01G025600 ID=Glyma.01G025600.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.2049056229946724,0.3275725960537072,29331666.666666668,33808000.0
Glyma.01G026700.3.p;Glyma.01G026700.2.p;Glyma.01G026700.1.p,,,Glyma.01G026700.3.p pacid=30544827 transcript=Glyma.01G026700.3 locus=Glyma.01G026700 ID=Glyma.01G026700.3.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G026700.2.p pacid=30544825 transcript=Glyma.01G026700.2 locus=Glyma.01G026700 ID=Glyma.01G026700.2.Wm82.a,-0.6884527503209301,0.0048815185441261,15119333333.333334,9381833333.333334
Glyma.01G028200.3.p;Glyma.01G028200.5.p;Glyma.01G028200.4.p;Glyma.01G028200.2.p;Glyma.02G037000.1.p;Glyma.01G028200.1.p,,,Glyma.01G028200.3.p pacid=30543569 transcript=Glyma.01G028200.3 locus=Glyma.01G028200 ID=Glyma.01G028200.3.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G028200.5.p pacid=30543568 transcript=Glyma.01G028200.5 locus=Glyma.01G028200 ID=Glyma.01G028200.5.Wm82.a,-1.0637073114592008,0.1278295471427637,27486000.0,13149333.333333334
Glyma.01G028900.1.p,,,Glyma.01G028900.1.p pacid=30543928 transcript=Glyma.01G028900.1 locus=Glyma.01G028900 ID=Glyma.01G028900.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.4900167947701385,0.5360998891559358,881073.3333333334,1237433.3333333333
Glyma.02G036200.1.p;Glyma.01G029000.1.p,,,Glyma.02G036200.1.p pacid=30508824 transcript=Glyma.02G036200.1 locus=Glyma.02G036200 ID=Glyma.02G036200.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G029000.1.p pacid=30543252 transcript=Glyma.01G029000.1 locus=Glyma.01G029000 ID=Glyma.01G029000.1.Wm82.a,-0.3322690114846731,0.5825780695590828,37033666.66666666,29415333.33333333
Glyma.02G036000.1.p;Glyma.01G029200.1.p,,,Glyma.02G036000.1.p pacid=30508635 transcript=Glyma.02G036000.1 locus=Glyma.02G036000 ID=Glyma.02G036000.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G029200.1.p pacid=30542787 transcript=Glyma.01G029200.1 locus=Glyma.01G029200 ID=Glyma.01G029200.1.Wm82.a,0.2241605113824199,0.2438009606540939,1813433333.3333333,2118266666.6666667
Glyma.01G029600.1.p,,,Glyma.01G029600.1.p pacid=30542033 transcript=Glyma.01G029600.1 locus=Glyma.01G029600 ID=Glyma.01G029600.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.7692333963831105,0.0197595691462146,1118266666.6666667,1905933333.3333333
Glyma.20G094200.3.p;Glyma.20G094200.2.p;Glyma.20G094200.1.p;Glyma.19G219200.3.p;Glyma.19G219200.2.p;Glyma.19G219200.1.p;Glyma.18G139400.2.p;Glyma.18G139400.1.p;Glyma.10G010200.2.p;Glyma.08G285600.1.p;Glyma.02G035600.2.p;Glyma.02G035600.1.p;Glyma.01G029800.3.p;Glyma.01G029800.2.p;Glyma.19G219200.4.p;Glyma.01G029800.4.p;Glyma.05G006000.4.p;Glyma.19G006400.3.p;Glyma.19G006400.2.p;Glyma.19G006400.1.p;Glyma.10G145100.4.p;Glyma.10G145100.3.p;Glyma.10G145100.2.p;Glyma.10G145100.1.p;Glyma.05G006000.1.p;Glyma.10G010200.1.p;Glyma.01G029800.1.p;Glyma.02G009600.1.p;Glyma.19G219200.5.p;Glyma.09G030900.2.p;Glyma.09G030900.1.p;Glyma.05G006000.2.p;Glyma.05G006000.3.p;Glyma.01G189800.5.p;Glyma.01G189800.4.p;Glyma.01G189800.3.p;Glyma.01G189800.2.p;Glyma.01G189800.1.p;Glyma.11G052400.1.p,,,Glyma.20G094200.3.p pacid=30523418 transcript=Glyma.20G094200.3 locus=Glyma.20G094200 ID=Glyma.20G094200.3.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.20G094200.2.p pacid=30523419 transcript=Glyma.20G094200.2 locus=Glyma.20G094200 ID=Glyma.20G094200.2.Wm82.a,-1.1390686823706782,0.0426005814415577,2588466666.6666665,1175300000.0
Glyma.01G030500.2.p;Glyma.01G030500.1.p,,,Glyma.01G030500.2.p pacid=30543014 transcript=Glyma.01G030500.2 locus=Glyma.01G030500 ID=Glyma.01G030500.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G030500.1.p pacid=30543015 transcript=Glyma.01G030500.1 locus=Glyma.01G030500 ID=Glyma.01G030500.1.Wm82.a,-0.3597177157316396,0.0661007066798195,219440000.0,171013333.33333334
Glyma.01G030500.4.p;Glyma.01G030500.3.p,,,Glyma.01G030500.4.p pacid=30543017 transcript=Glyma.01G030500.4 locus=Glyma.01G030500 ID=Glyma.01G030500.4.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G030500.3.p pacid=30543016 transcript=Glyma.01G030500.3 locus=Glyma.01G030500 ID=Glyma.01G030500.3.Wm82.a,1.056622277627576,0.2330945608169406,5484420.0,11407900.0
Glyma.01G030600.1.p,,,Glyma.01G030600.1.p pacid=30542589 transcript=Glyma.01G030600.1 locus=Glyma.01G030600 ID=Glyma.01G030600.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.7912101988816682,0.1248854353207822,94418333.33333331,163393333.33333334
Glyma.01G030800.1.p;Glyma.01G030800.2.p,,,Glyma.01G030800.1.p pacid=30543367 transcript=Glyma.01G030800.1 locus=Glyma.01G030800 ID=Glyma.01G030800.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G030800.2.p pacid=30543368 transcript=Glyma.01G030800.2 locus=Glyma.01G030800 ID=Glyma.01G030800.2.Wm82.a,1.2205112250894248,0.0153778653645866,103526333.33333331,241246666.66666663
Glyma.01G031500.1.p;Glyma.01G031500.2.p,,,Glyma.01G031500.1.p pacid=30542292 transcript=Glyma.01G031500.1 locus=Glyma.01G031500 ID=Glyma.01G031500.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G031500.2.p pacid=30542293 transcript=Glyma.01G031500.2 locus=Glyma.01G031500 ID=Glyma.01G031500.2.Wm82.a,1.3306292095876386,0.0200867625342244,125577666.66666669,315843333.3333333
Glyma.01G031700.1.p;Glyma.02G033900.1.p,,,Glyma.01G031700.1.p pacid=30541734 transcript=Glyma.01G031700.1 locus=Glyma.01G031700 ID=Glyma.01G031700.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.02G033900.1.p pacid=30506511 transcript=Glyma.02G033900.1 locus=Glyma.02G033900 ID=Glyma.02G033900.1.Wm82.a,-0.4428855684495809,0.1362758495658305,313903333.3333333,230926666.66666663
Glyma.01G032500.1.p,,,Glyma.01G032500.1.p pacid=30542054 transcript=Glyma.01G032500.1 locus=Glyma.01G032500 ID=Glyma.01G032500.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-1.0478108472602667,0.0610247337277919,211513333.3333333,102309333.33333331
Glyma.01G034000.1.p,,,Glyma.01G034000.1.p pacid=30543361 transcript=Glyma.01G034000.1 locus=Glyma.01G034000 ID=Glyma.01G034000.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-1.5059973311144526,0.0372964763529732,29632000.0,10433033.333333334
Glyma.01G045600.1.p;Glyma.04G152600.1.p;Glyma.02G031900.1.p;Glyma.01G034300.2.p;Glyma.01G034300.1.p,,,Glyma.01G045600.1.p pacid=30543598 transcript=Glyma.01G045600.1 locus=Glyma.01G045600 ID=Glyma.01G045600.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.04G152600.1.p pacid=30488522 transcript=Glyma.04G152600.1 locus=Glyma.04G152600 ID=Glyma.04G152600.1.Wm82.a,0.9178615955293322,0.5513557532833318,7251306.666666667,13699986.666666666
Glyma.01G036200.2.p;Glyma.01G036200.4.p;Glyma.01G036200.3.p;Glyma.01G036200.1.p,,,Glyma.01G036200.2.p pacid=30545023 transcript=Glyma.01G036200.2 locus=Glyma.01G036200 ID=Glyma.01G036200.2.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G036200.4.p pacid=30545022 transcript=Glyma.01G036200.4 locus=Glyma.01G036200 ID=Glyma.01G036200.4.Wm82.a,-0.2334169233210099,0.706917242406027,3692766.6666666665,3141133.333333333
Glyma.01G036900.1.p,,,Glyma.01G036900.1.p pacid=30543673 transcript=Glyma.01G036900.1 locus=Glyma.01G036900 ID=Glyma.01G036900.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,1.2369524659969575,0.0121099509986383,925823333.3333334,2182166666.6666665
Glyma.01G040000.1.p,,,Glyma.01G040000.1.p pacid=30544714 transcript=Glyma.01G040000.1 locus=Glyma.01G040000 ID=Glyma.01G040000.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.6858830034961152,0.4277557101327265,4050986.6666666665,6516766.666666667
Glyma.01G040200.1.p;Glyma.02G024700.1.p;Glyma.02G024800.1.p;Glyma.02G024600.1.p,,,Glyma.01G040200.1.p pacid=30541597 transcript=Glyma.01G040200.1 locus=Glyma.01G040200 ID=Glyma.01G040200.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,-0.973149240510109,0.0436389948380141,874596666.6666666,445513333.3333333
Glyma.01G040400.1.p;Glyma.02G024200.1.p,,,Glyma.01G040400.1.p pacid=30543609 transcript=Glyma.01G040400.1 locus=Glyma.01G040400 ID=Glyma.01G040400.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.02G024200.1.p pacid=30509108 transcript=Glyma.02G024200.1 locus=Glyma.02G024200 ID=Glyma.02G024200.1.Wm82.a,0.5039102571429213,0.7638042672799228,2520373.333333333,3574020.0
Glyma.01G043000.1.p;Glyma.01G043000.2.p,,,Glyma.01G043000.1.p pacid=30541551 transcript=Glyma.01G043000.1 locus=Glyma.01G043000 ID=Glyma.01G043000.1.Wm82.a2.v1 annot-version=Wm82.a2.v1;Glyma.01G043000.2.p pacid=30541552 transcript=Glyma.01G043000.2 locus=Glyma.01G043000 ID=Glyma.01G043000.2.Wm82.a,-1.7930397163564489,0.1305147203900282,76254666.66666667,22004306.666666668
Glyma.01G044000.1.p,,,Glyma.01G044000.1.p pacid=30542557 transcript=Glyma.01G044000.1 locus=Glyma.01G044000 ID=Glyma.01G044000.1.Wm82.a2.v1 annot-version=Wm82.a2.v1,0.0363887975339462,0.9173235911779268,289440000.0,296833333.3333333
