ChEBI	Name	MSI_Level	Edge_Weight	Cosine_Similarity	Matched_Peaks	PPM_Error	Log2FC	P_Value	FDR	KEGG
CHEBI:142248	6''-Malonylastragalin	3	0.7	0.575	4	6.83	12.117480772832984	7.450115978649134e-08	1.1172682370666242e-06	
CHEBI:80372	6''-Malonylgenistin	3	0.7	0.656	4	6.56	12.090443275081606	5.283273665148218e-07	4.173786195467092e-06	
CHEBI:133395	6''-O-Acetyldaidzin	3	0.7	0.531	6	9.59	12.299494239009364	1.722554540691766e-08	6.804090435732476e-07	
CHEBI:142249	6''-O-Acetylgenistin	3	0.7	0.567	7	12.08	12.201817616667922	2.1275771037145e-07	2.1009823899180688e-06	
CHEBI:142265	Isosojagol	3	0.7	0.504	5	12.22	2.6338895629100434	0.0136338350887594	0.0283440255792629	
CHEBI:16828	L-Tryptophan	2	1.0	0.938	9	3.09	11.97692206785108	1.859807700749127e-06	9.182800522448815e-06	C00078
CHEBI:142267	Methyl N-methylanthranilate	2	1.0	0.787	11	5.67	12.117480772832984	3.4276373033129456e-08	7.498267409707212e-07	C03005
