gene_id	ec
100787617	4.1.3.38
100787620	3.1.2.22
100787633	3.1.3.16
100787634	5.6.1.1
100787637	1.11.1.7
100787652	2.4.2.58
100787655	3.1.3.2
100787659	3.1.3.16
100787663	4.2.1.11
100787676	1.5.99.12
100787680	3.1.2.14
100787680	3.1.2.21
100787686	3.4.11.1
100787691	6.2.1.26
100787700	1.6.5.4
100787713	3.1.3.48
100787720	6.1.1.6
100787728	7.2.2.10
100787734	3.2.1.55
100787735	6.6.1.1
100787737	3.4.19.12
100787742	2.7.1.82
100787744	2.4.1.15
100787744	3.1.3.12
100787754	3.2.2.3
100787759	4.2.1.91
100787759	4.2.1.51
100787763	2.3.1.45
100787769	3.4.24.64
100787771	2.5.1.115
100787771	2.5.1.116
100787778	3.1.3.16
100787782	3.1.1.96
100787798	1.14.11.65
100787802	1.14.14.80
100787805	7.1.3.1
100787808	2.7.11.1
100787817	2.3.2.27
100787822	4.1.1.28
100787822	4.1.1.105
100787825	2.7.11.1
100787828	3.1.1.97
100787829	1.3.1.91
100787834	3.2.1.2
100787835	1.1.1.146
100787851	3.1.26.5
100787855	2.4.1.195
100787860	2.7.1.46
100787869	2.3.2.27
100787872	4.3.1.24
100787882	1.14.11.13
100787884	2.3.2.27
100787894	2.7.11.1
100787902	4.3.1.24
100787904	2.3.2.27
100787920	2.7.11.25
100787923	3.2.1.78
100787934	2.3.2.27
100787937	2.2.1.7
100787941	3.2.1.152
100787942	3.1.3.16
100787958	2.7.1.15
100787970	5.1.3.15
100787976	1.14.11.12
100787983	6.1.1.17
100787994	2.5.1.6
100788009	1.4.1.4
100788013	6.1.1.15
100788017	5.4.99.30
100788028	2.3.3.10
100788032	5.6.2.7
100788035	5.1.3.6
100788043	1.8.1.4
100788046	2.7.11.1
100788048	2.3.1.74
100788053	1.1.1.284
100788053	1.1.1.1
100788081	3.2.1.78
100788090	3.1.3.37
100788099	2.4.1.351
100788107	2.7.1.23
100788119	2.7.11.1
100788122	2.3.2.27
100788127	7.6.2.2
100788131	2.7.11.24
100788160	3.2.2.21
100788161	2.3.2.26
100788164	6.1.1.12
100788171	2.3.2.27
100788172	4.1.1.48
100788180	5.5.1.18
100788184	1.3.8.7
100788186	2.5.1.1
100788186	2.5.1.10
100788186	2.5.1.29
100788193	3.2.1.1
100788201	5.6.2.6
100788222	1.14.19.29
100788235	2.4.1.215
100788238	2.5.1.130
100788245	2.7.11.1
100788248	5.6.1.7
100788250	3.1.3.100
100788252	2.7.1.182
100788255	2.1.1.33
100788271	6.1.1.7
100788278	1.8.3.4
100788281	3.1.1.29
100788283	3.2.1.4
100788288	6.1.1.7
100788301	1.10.3.2
100788308	2.4.1.21
100788319	2.7.11.1
100788328	1.6.5.2
100788340	2.1.1.215
100788340	2.1.1.216
100788343	1.14.14.80
100788347	1.2.1.38
100788349	4.1.3.4
100788368	3.5.2.17
100788368	4.1.1.97
100788371	2.3.2.27
100788388	2.3.1.129
100788389	2.7.11.1
100788391	7.6.2.2
100788396	2.7.7.1
100788396	2.7.7.18
100788399	3.4.19.12
100788401	5.6.2.6
100788404	1.14.13.8
100788406	2.5.1.16
100788421	2.7.9.4
100788428	2.5.1.59
100788432	5.6.2.6
100788434	2.3.1.133
100788438	4.3.1.24
100788440	2.7.11.1
100788446	2.1.1.287
100788448	3.1.1.98
100788458	2.7.11.1
100788470	6.3.5.5
100788480	2.1.1.260
100788501	3.1.3.32
100788501	2.7.1.78
100788517	2.5.1.18
100788519	2.1.1.348
100788548	2.3.2.23
100788550	1.10.3.2
100788554	3.4.22.34
100788560	3.5.4.33
100788562	1.11.1.7
100788584	2.4.1.13
100788585	4.2.3.1
100788587	1.1.1.284
100788587	1.1.1.1
100788588	2.7.11.1
100788589	3.5.1.23
100788597	3.1.3.16
100788597	3.1.3.48
100788604	4.2.1.10
100788604	1.1.1.25
100788612	2.7.11.1
100788619	1.3.1.105
100788622	3.4.24.56
100788641	3.1.3.12
100788655	3.2.1.4
100788658	1.5.1.3
100788658	2.1.1.45
100788662	2.7.11.1
100788665	1.13.99.1
100788667	2.7.11.1
100788680	1.2.1.84
100788687	5.3.4.1
100788698	2.3.1.15
100788698	2.3.1.198
100788702	5.3.4.1
100788705	3.1.26.5
100788717	2.4.1.13
100788718	1.14.11.7
100788720	6.3.4.2
100788728	2.3.1.225
100788735	3.1.3.12
100788739	5.1.3.6
100788740	7.6.2.1
100788761	2.4.1.32
100788766	2.1.1.295
100788780	2.7.11.1
100788781	2.7.7.9
100788788	3.1.4.11
100788806	6.3.5.4
100788807	7.2.2.10
100788818	3.4.24.36
100788831	3.5.1.98
100788840	2.7.11.22
100788844	3.2.1.26
100788851	4.2.1.96
100788863	3.2.1.67
100788868	1.6.5.2
100788873	2.1.1.68
100788873	2.1.1.4
100788875	1.14.11.18
100788886	2.3.2.27
100788891	1.11.1.7
100788903	2.7.11.1
100788923	2.3.1.225
100788924	2.3.2.27
100788930	4.3.3.7
100788938	3.4.19.12
100788945	3.1.1.112
100788951	1.1.1.2
100788953	2.4.2.60
100788955	2.3.3.13
100788968	7.3.2.7
100788988	3.4.22.1
100788990	2.7.12.1
100788994	1.2.1.84
100789014	2.3.2.27
100789019	1.13.11.58
100789023	2.8.2.39
100789031	2.7.11.1
100789032	2.3.2.27
100789036	4.1.3.1
100789036	4.1.3.30
100789046	2.7.7.80
100789046	2.8.1.11
100789050	2.1.1.33
100789053	4.1.1.1
100789057	1.6.5.2
100789070	1.2.1.44
100789075	2.3.1.74
100789077	3.5.1.127
100789099	5.2.1.8
100789100	1.2.1.9
100789104	2.3.1.97
100789108	1.2.1.9
100789113	3.4.19.12
100789116	7.6.2.2
100789125	4.2.1.11
100789144	3.2.1.4
100789152	3.4.19.3
100789164	7.2.2.8
100789178	2.7.11.17
100789188	2.7.1.68
100789203	2.4.1.228
100789206	2.4.1.15
100789206	3.1.3.12
100789207	3.1.3.16
100789209	3.1.3.16
100789211	3.2.1.209
100789217	3.6.5.4
100789235	3.1.4.4
100789238	2.4.1.142
100789241	2.7.12.2
100789249	1.11.1.7
100789254	3.2.1.78
100789255	2.7.11.1
100789257	6.2.1.1
100789267	3.2.1.39
100789268	2.5.1.19
100789279	2.2.1.7
100789291	1.18.1.2
100789303	4.2.2.2
100789313	5.3.3.2
100789328	5.6.2.6
100789340	2.8.1.7
100789346	4.4.1.14
100789347	1.14.13.168
100789349	3.1.3.64
100789349	3.1.3.95
100789359	2.7.11.22
100789359	2.7.11.23
100789360	3.2.1.21
100789381	3.1.7.13
100789389	3.1.4.4
100789390	4.1.1.49
100789399	2.7.6.5
100789402	2.1.1.398
100789406	1.10.3.2
100789421	3.1.4.3
100789422	2.3.2.23
100789424	5.6.2.7
100789425	1.1.3.8
100789427	2.7.1.68
100789434	2.3.1.15
100789438	3.1.4.1
100789438	3.6.1.9
100789458	2.7.7.48
100789470	2.1.1.329
100789475	2.7.8.15
100789478	1.1.1.2
100789490	2.7.11.1
100789491	2.3.1.133
100789494	2.7.1.20
100789509	1.4.1.3
100789512	1.14.11.67
100789515	1.14.14.178
100789518	2.1.1.354
100789518	2.1.1.357
100789534	2.7.11.1
100789550	5.6.2.4
100789553	3.1.1.29
100789554	2.4.1.15
100789554	3.1.3.12
100789562	7.6.2.2
100789566	1.2.1.84
100789569	5.3.4.1
100789570	2.3.2.32
100789585	2.7.6.1
100789591	3.5.4.34
100789603	3.1.3.2
100789612	2.7.1.130
100789614	4.6.1.19
100789617	2.4.1.12
100789619	3.1.3.89
100789626	1.1.1.208
100789627	1.14.17.4
100789632	3.4.19.12
100789635	2.3.1.50
100789642	1.11.1.7
100789644	4.2.1.76
100789646	2.7.11.1
100789649	2.7.11.1
100789650	3.1.1.11
100789656	2.3.2.27
100789675	3.5.4.26
100789675	1.1.1.193
100789693	1.2.4.4
100789705	7.1.2.2
100789730	1.10.3.1
100789734	2.7.12.2
100789739	1.14.11.13
100789743	3.1.3.74
100789746	2.3.2.27
100789749	4.2.99.18
100789754	2.7.1.39
100789764	2.5.1.54
100789769	2.3.2.27
100789771	1.1.1.102
100789775	2.7.1.68
100789776	2.1.1.310
100789777	3.2.1.67
100789782	1.11.1.7
100789787	3.2.1.22
100789789	2.4.1.1
100789799	3.5.3.1
100789800	2.7.7.102
100789800	2.7.7.7
100789809	1.3.1.88
100789811	6.1.1.6
100789818	3.2.1.15
100789821	2.4.1.12
100789830	7.6.2.1
100789842	1.14.19.79
100789850	2.3.1.225
100789863	2.3.2.27
100789864	1.5.3.1
100789864	1.5.3.7
100789869	3.1.3.3
100789879	1.1.1.86
100789884	2.7.10.1
100789884	2.7.11.1
100789889	1.14.14.130
100789894	2.7.13.3
100789900	2.2.1.2
100789909	4.2.1.76
100789911	2.8.1.8
100789914	3.1.3.16
100789920	2.7.7.27
100789922	2.5.1.87
100789927	2.7.11.1
100789930	2.3.1.16
100789933	2.3.2.26
100789949	2.7.1.68
100789951	1.2.1.12
100789952	2.3.2.23
100789965	3.5.4.6
100789968	3.4.11.18
100789973	2.1.1.329
100789982	3.4.21.53
100790013	2.4.1.207
100790016	2.7.11.1
100790019	2.3.1.179
100790033	1.1.1.34
100790034	7.2.2.10
100790036	2.7.11.1
100790049	2.7.1.68
100790060	2.7.11.1
100790064	2.7.1.1
100790068	6.2.1.3
100790099	2.3.1.199
100790110	1.1.1.41
100790112	2.7.7.9
100790114	1.16.1.7
100790115	4.1.99.5
100790130	2.5.1.58
100790130	2.5.1.59
100790134	2.3.2.27
100790136	2.4.1.207
100790153	2.3.2.27
100790157	7.2.2.10
100790162	2.7.7.6
100790182	2.3.2.27
100790183	1.14.18.11
100790187	2.7.7.27
100790188	1.11.1.7
100790196	3.1.3.16
100790218	5.1.3.6
100790220	2.7.7.27
100790223	5.3.4.1
100790224	1.17.4.1
100790247	3.4.16.2
100790249	3.1.1.45
100790263	6.3.3.1
100790266	1.14.13.8
100790268	2.7.4.3
100790271	4.4.1.14
100790273	3.4.26.1
100790276	2.4.1.12
100790279	1.11.1.7
100790284	1.3.1.42
100790297	3.2.1.39
100790302	3.4.22.68
100790317	2.3.2.23
100790331	2.7.1.40
100790336	2.1.1.228
100790337	2.3.2.27
100790340	1.1.1.184
100790340	1.1.1.189
100790340	1.1.1.197
100790345	3.1.3.102
100790345	3.1.3.104
100790347	4.1.1.50
100790364	3.2.1.26
100790371	2.7.1.40
100790385	2.3.1.199
100790396	6.2.1.12
100790429	2.3.1.51
100790429	2.3.1.23
100790431	2.4.2.7
100790441	2.7.1.23
100790443	2.7.11.1
100790445	1.14.14.115
100790464	5.6.2.7
100790476	2.1.1.214
100790481	3.4.25.1
100790483	1.1.3.8
100790485	2.7.11.1
100790489	2.1.1.274
100790490	3.1.3.16
100790506	2.5.1.16
100790507	1.14.14.90
100790507	1.14.14.89
100790511	3.6.5.2
100790521	1.5.3.17
100790525	2.3.1.225
100790534	2.3.2.27
100790536	6.2.1.3
100790554	2.7.11.1
100790557	1.8.1.9
100790567	2.1.1.10
100790574	5.4.3.8
100790584	1.5.99.12
100790595	3.4.11.21
100790605	6.1.1.22
100790607	1.1.1.267
100790608	3.1.2.22
100790609	3.2.1.14
100790615	2.7.7.15
100790622	1.14.17.4
100790627	1.3.3.6
100790629	2.5.1.130
100790632	2.7.1.68
100790637	1.13.11.24
100790649	2.7.7.49
100790658	3.2.1.21
100790659	4.2.2.2
100790660	2.7.11.1
100790661	7.2.1.3
100790685	2.3.2.23
100790686	5.5.1.18
100790693	3.1.2.28
100790700	3.2.1.52
100790704	2.7.7.7
100790705	3.4.22.68
100790721	2.7.11.1
100790729	3.1.1.11
100790744	2.3.2.27
100790745	2.7.11.1
100790750	2.7.11.22
100790750	2.7.11.23
100790757	1.14.11.13
100790760	3.2.2.21
100790764	1.8.7.1
100790773	1.6.5.9
100790775	2.4.1.82
100790786	3.1.1.11
100790800	2.3.2.27
100790809	5.6.2.6
100790810	3.1.2.4
100790813	3.1.3.43
100790820	3.1.3.25
100790820	3.1.3.93
100790833	3.1.3.5
100790833	3.1.3.6
100790835	4.1.1.35
100790839	4.2.1.59
100790851	2.3.2.27
100790852	5.4.2.11
100790855	2.3.2.27
100790864	3.6.1.17
100790882	4.1.1.48
100790890	4.1.2.48
100790894	5.3.1.6
100790900	4.1.3.27
100790901	3.1.1.14
100790906	1.14.19.20
100790908	2.1.1.183
100790910	1.11.1.7
100790934	1.14.11.18
100790937	2.3.2.27
100790951	3.4.21.105
100790952	6.2.1.4
100790952	6.2.1.5
100790973	2.4.1.21
100790992	2.3.1.199
100790997	2.3.1.74
100791000	1.13.11.12
100791006	5.6.2.6
100791010	3.4.22.49
100791014	1.11.1.7
100791015	4.1.1.49
100791024	4.4.1.14
100791029	5.6.2.6
100791043	3.1.3.12
100791053	1.3.7.4
100791059	3.1.4.4
100791063	2.7.2.11
100791063	1.2.1.41
100791074	4.1.1.28
100791074	4.1.1.105
100791082	5.2.1.8
100791087	2.7.7.87
100791088	1.14.14.58
100791088	1.14.14.59
100791090	1.5.3.17
100791095	5.4.99.5
100791096	2.7.1.24
100791110	2.1.1.198
100791121	3.2.1.21
100791132	5.4.99.12
100791133	2.3.2.23
100791144	2.3.2.24
100791154	2.1.1.143
100791156	3.2.1.4
100791160	3.2.1.50
100791166	1.1.1.42
100791169	4.1.3.4
100791217	3.1.1.29
100791226	5.6.2.7
100791233	5.6.2.7
100791244	1.17.7.2
100791248	2.3.2.27
100791256	2.3.1.20
100791256	2.3.1.314
100791261	3.1.1.3
100791261	3.1.1.13
100791261	3.1.1.4
100791261	2.3.1.51
100791265	1.1.1.206
100791274	1.3.1.105
100791275	1.11.1.7
100791281	3.1.2.14
100791281	3.1.2.21
100791283	3.4.22.41
100791285	5.3.1.9
100791294	2.7.1.4
100791297	2.3.1.51
100791298	6.1.1.17
100791302	5.6.2.3
100791303	3.4.21.92
100791316	2.3.2.27
100791323	2.7.1.26
100791323	3.1.3.102
100791334	2.7.11.1
100791341	5.4.99.5
100791343	2.3.2.24
100791363	2.4.1.239
100791378	4.1.99.12
100791378	3.5.4.25
100791396	1.2.1.68
100791410	2.4.1.215
100791414	1.11.1.7
100791439	1.1.3.8
100791440	1.3.1.42
100791448	3.1.3.43
100791450	2.3.2.26
100791453	2.3.2.27
100791488	2.7.1.23
100791496	5.3.1.9
100791503	3.4.22.41
100791507	1.14.13.168
100791508	1.2.1.18
100791508	1.2.1.27
100791514	1.1.1.40
100791524	2.3.1.74
100791541	5.6.2.2
100791550	2.3.2.27
100791556	2.3.1.234
100791559	1.1.1.14
100791565	1.6.5.5
100791569	2.4.2.7
100791571	3.1.1.98
100791575	7.6.2.2
100791586	1.14.11.53
100791596	2.7.11.1
100791599	4.2.1.130
100791610	2.3.1.48
100791612	3.2.1.78
100791623	7.6.2.4
100791624	7.2.2.8
100791627	2.3.2.27
100791639	1.17.4.1
100791645	2.4.1.32
100791655	3.1.3.16
100791661	3.1.3.48
100791662	2.1.1.22
100791675	3.4.22.34
100791677	4.1.1.20
100791679	5.5.1.24
100791681	1.1.1.65
100791683	3.1.1.5
100791686	4.1.99.12
100791686	3.5.4.25
100791688	3.1.4.4
100791692	7.1.2.1
100791696	4.1.1.15
100791725	3.2.2.20
100791726	1.13.99.1
100791732	4.2.2.23
100791737	1.14.14.178
100791741	2.5.1.18
100791743	2.7.11.22
100791743	2.7.11.23
100791745	1.3.1.91
100791754	3.1.3.16
100791757	2.7.11.22
100791757	2.7.11.23
100791760	2.3.1.15
100791760	2.3.1.198
100791762	2.1.1.369
100791763	6.4.1.4
100791778	5.3.4.1
100791783	5.6.2.
100791783	2.3.2.27
100791789	2.3.2.27
100791799	1.3.1.72
100791807	5.6.2.1
100791811	3.1.2.14
100791811	3.1.2.21
100791814	2.3.1.48
100791825	2.1.1.150
100791829	2.7.11.1
100791830	6.1.1.5
100791833	2.3.2.27
100791847	3.6.4.6
100791848	2.7.4.3
100791858	2.7.12.1
100791886	2.7.7.15
100791888	7.6.2.1
100791895	2.6.1.83
100791902	2.5.1.130
100791905	3.5.1.10
100791916	3.2.1.166
100791918	1.2.1.68
100791919	2.4.2.14
100791920	4.1.3.44
100791928	4.4.1.14
100791934	7.2.2.10
100791957	2.4.1.215
100791971	1.8.1.8
100791974	2.4.1.207
100791990	2.4.1.65
100791993	3.1.3.16
100791993	3.1.3.48
100791995	2.3.1.199
100792003	3.5.4.12
100792012	1.10.3.1
100792018	2.4.1.43
100792029	2.7.1.64
100792038	2.3.2.27
100792055	5.1.3.5
100792058	2.7.11.1
100792063	1.14.17.4
100792073	3.2.1.78
100792085	2.5.1.16
100792087	3.2.1.166
100792088	2.7.7.27
100792097	2.4.1.13
100792102	2.7.11.1
100792106	5.6.2.7
100792107	2.5.1.16
100792111	2.4.1.65
100792129	2.4.1.123
100792131	3.5.1.52
100792137	5.1.3.2
100792138	2.2.1.2
100792140	5.2.1.8
100792142	6.2.1.2
100792148	1.10.3.2
100792155	2.4.1.43
100792166	1.14.11.65
100792172	1.14.11.13
100792188	3.1.1.112
100792207	5.2.1.8
100792223	3.5.2.17
100792228	2.4.1.256
100792258	2.7.1.48
100792259	1.10.3.2
100792260	2.3.2.27
100792293	2.4.1.256
100792300	2.4.1.65
100792313	3.5.4.16
100792319	3.1.1.11
100792323	2.3.1.133
100792325	6.1.1.20
100792326	4.1.2.25
100792326	5.1.99.8
100792326	1.13.11.81
100792329	6.3.4.4
100792340	3.1.3.5
100792340	3.1.3.6
100792351	1.11.1.7
100792353	4.2.1.91
100792353	4.2.1.51
100792355	2.6.1.96
100792356	3.4.19.12
100792369	5.3.1.8
100792381	2.3.2.27
100792386	2.4.1.111
100792394	4.1.2.13
100792401	2.4.1.184
100792410	5.6.2.6
100792433	2.3.1.188
100792437	3.4.19.12
100792443	2.1.1.95
100792453	2.7.4.26
100792457	2.7.12.2
100792467	3.5.99.10
100792474	3.4.21.92
100792482	2.7.2.4
100792487	1.1.1.1
100792493	2.4.2.17
100792499	2.4.1.18
100792514	2.7.7.72
100792524	2.7.11.22
100792531	7.6.2.2
100792563	3.5.1.6
100792567	2.1.1.204
100792575	4.2.2.23
100792581	2.3.1.74
100792587	3.2.1.68
100792593	2.3.2.27
100792606	2.1.1.309
100792610	2.7.11.1
100792618	2.7.1.4
100792623	5.6.2.6
100792634	3.2.1.39
100792638	1.8.4.11
100792649	5.2.1.8
100792657	1.1.1.2
100792666	5.3.1.6
100792675	3.5.4.16
100792678	2.7.11.1
100792687	2.3.2.27
100792688	1.10.3.2
100792690	2.5.1.75
100792691	7.2.2.10
100792700	2.1.1.37
100792717	2.1.1.104
100792725	2.5.1.1
100792731	2.4.1.207
100792734	2.3.2.27
100792735	1.11.1.11
100792736	2.7.11.1
100792737	3.1.1.31
100792747	1.1.1.354
100792775	1.11.1.7
100792777	2.7.12.1
100792778	3.6.5.4
100792783	2.7.11.25
100792792	3.2.1.166
100792798	1.2.1.68
100792807	2.4.1.207
100792810	5.6.2.7
100792811	2.4.1.214
100792812	4.2.1.20
100792819	3.1.1.98
100792823	5.6.2.6
100792834	1.8.3.2
100792835	2.6.1.16
100792842	2.7.11.22
100792847	3.1.1.11
100792852	3.1.1.11
100792853	2.3.2.27
100792856	5.2.1.8
100792857	1.3.1.105
100792858	2.3.1.51
100792869	5.3.1.8
100792870	3.2.1.21
100792871	4.99.1.10
100792874	2.3.2.27
100792904	5.6.2.3
100792911	3.6.1.13
100792911	3.6.1.16
100792911	3.6.1.53
100792915	3.1.3.12
100792921	3.4.25.1
100792937	1.14.19.17
100792937	1.14.18.5
100792942	7.6.2.1
100792945	7.2.2.10
100792948	3.2.1.37
100792952	7.2.2.10
100792960	7.6.2.1
100792965	2.4.1.65
100792997	1.8.4.11
100793008	1.1.1.284
100793008	1.1.1.1
100793019	3.2.1.14
100793020	4.4.1.14
100793021	2.4.1.25
100793025	2.5.1.18
100793027	4.3.2.9
100793028	5.4.99.5
100793033	2.7.11.22
100793033	2.7.11.23
100793045	1.6.5.2
100793048	2.3.2.27
100793056	2.8.1.12
100793061	1.2.1.11
100793069	2.1.1.219
100793069	2.1.1.220
100793079	3.4.19.12
100793088	3.2.1.15
100793089	4.4.1.5
100793091	1.2.4.1
100793104	2.4.1.12
100793148	5.2.1.8
100793153	1.14.18.10
100793158	1.5.99.12
100793160	3.4.23.40
100793169	2.4.1.207
100793170	2.7.11.1
100793179	2.4.1.117
100793186	6.1.1.21
100793193	2.4.1.43
100793197	1.2.1.84
100793200	2.7.1.25
100793208	2.1.2.1
100793222	5.6.2.4
100793231	1.4.1.3
100793238	2.4.2.39
100793240	3.4.13.9
100793244	2.4.1.351
100793261	2.7.1.82
100793262	3.5.1.23
100793264	4.2.1.3
100793268	2.2.1.7
100793276	2.7.11.1
100793282	3.4.25.1
100793285	2.5.1.18
100793289	3.2.1.4
100793293	3.1.3.16
100793294	1.14.17.4
100793295	2.3.2.31
100793314	3.1.1.11
100793318	1.2.1.24
100793327	1.11.1.7
100793330	1.11.1.7
100793335	3.6.1.22
100793354	1.10.3.2
100793356	1.1.1.271
100793371	2.4.1.13
100793377	2.7.11.1
100793379	2.7.11.1
100793384	2.3.1.188
100793403	3.1.1.98
100793412	2.7.1.43
100793426	5.3.1.16
100793433	1.1.1.85
100793437	7.4.2.8
100793440	1.11.1.7
100793449	3.2.2.20
100793450	3.4.11.5
100793457	2.3.2.27
100793462	1.1.1.49
100793462	1.1.1.363
100793463	2.4.1.273
100793465	6.3.4.2
100793466	3.2.1.14
100793496	1.1.1.23
100793498	2.3.2.27
100793500	5.4.99.5
100793515	1.3.2.3
100793518	3.4.24.15
100793534	2.3.2.26
100793536	3.1.2.22
100793544	1.6.5.9
100793546	2.3.2.8
100793548	1.14.11.13
100793551	3.4.25.1
100793552	4.1.1.19
100793563	4.2.2.23
100793565	2.7.11.22
100793565	2.7.11.23
100793566	1.6.5.9
100793576	2.7.11.1
100793583	5.6.2.6
100793599	2.7.7.64
100793614	1.13.11.12
100793620	3.1.3.11
100793630	1.3.1.124
100793638	1.14.19.43
100793642	2.5.1.60
100793649	1.1.1.184
100793649	1.1.1.189
100793649	1.1.1.197
100793652	3.1.4.1
100793652	3.6.1.9
100793667	3.1.3.16
100793671	3.2.1.1
100793673	2.7.4.24
100793679	3.4.21.92
100793684	5.2.1.8
100793686	2.4.1.207
100793687	1.1.1.348
100793690	4.2.99.18
100793694	1.1.1.49
100793694	1.1.1.363
100793696	2.7.1.216
100793729	2.7.11.22
100793731	2.3.2.27
100793736	1.2.1.84
100793743	2.4.1.258
100793745	4.4.1.28
100793756	2.7.1.108
100793757	2.7.7.27
100793766	2.4.1.207
100793768	1.6.5.5
100793773	3.1.1.11
100793776	3.1.1.13
100793785	1.14.18.10
100793803	1.14.13.168
100793807	5.6.2.7
100793809	2.7.7.1
100793809	2.7.7.18
100793810	2.1.1.225
100793815	2.4.1.218
100793819	1.1.1.95
100793819	1.1.1.399
100793831	3.5.4.6
100793835	3.1.3.2
100793840	1.18.1.2
100793844	2.7.1.11
100793849	4.2.3.19
100793851	2.7.11.1
100793868	1.14.14.137
100793881	3.1.4.1
100793883	2.7.1.11
100793886	2.3.2.27
100793894	7.2.2.8
100793900	3.2.1.4
100793904	3.1.1.11
100793905	3.2.1.143
100793907	2.3.2.27
100793908	1.3.1.105
100793910	5.2.1.12
100793912	4.4.1.14
100793918	7.2.2.10
100793939	5.4.99.25
100793950	1.14.11.13
100793956	3.1.1.23
100793959	2.1.1.228
100793973	1.11.1.7
100793991	3.2.2.20
100793992	1.14.19.29
100793997	1.13.11.12
100794000	2.7.1.25
100794003	3.6.1.52
100794013	2.4.2.19
100794019	3.2.1.4
100794021	5.6.2.3
100794026	4.1.3.38
100794029	3.1.3.16
100794043	2.7.7.41
100794046	2.7.4.27
100794046	2.7.11.32
100794054	3.1.3.16
100794055	3.6.1.23
100794058	2.4.1.218
100794065	1.14.11.13
100794066	2.7.7.9
100794078	3.1.1.31
100794082	2.3.2.27
100794083	2.3.2.27
100794084	3.1.3.63
100794086	2.3.2.27
100794095	1.2.1.12
100794098	5.6.1.1
100794099	2.3.2.27
100794115	3.1.4.4
100794121	3.5.1.127
100794126	3.2.1.78
100794128	1.11.1.7
100794137	2.3.1.15
100794137	2.3.1.198
100794150	5.2.1.8
100794151	5.4.99.41
100794166	7.1.3.1
100794174	3.4.13.9
100794177	2.7.11.1
100794180	1.14.11.15
100794189	2.3.1.48
100794203	3.1.3.56
100794209	1.1.1.348
100794211	2.3.2.27
100794217	3.4.21.105
100794235	1.8.3.4
100794248	2.5.1.6
100794250	2.5.1.43
100794259	1.3.8.4
100794266	2.4.2.39
100794273	2.3.1.199
100794277	4.1.1.39
100794288	2.4.2.60
100794304	6.2.1.45
100794313	1.17.1.9
100794325	1.14.11.15
100794337	2.3.1.45
100794340	2.3.2.27
100794343	1.16.1.7
100794363	1.8.1.9
100794368	1.1.1.22
100794372	7.1.2.1
100794373	2.7.1.159
100794373	2.7.1.134
100794388	3.1.3.43
100794395	4.1.2.27
100794411	5.2.1.8
100794430	3.1.3.12
100794435	3.5.1.52
100794444	4.2.3.75
100794453	3.1.1.98
100794457	6.3.1.2
100794462	3.4.19.12
100794466	1.2.1.88
100794478	2.7.11.1
100794485	4.2.1.109
100794485	3.1.3.77
100794490	2.3.1.188
100794515	2.4.1.12
100794516	5.6.2.5
100794516	5.6.2.3
100794517	4.1.1.65
100794523	1.13.99.1
100794537	3.6.5.2
100794539	2.7.1.11
100794544	2.3.1.15
100794556	3.2.1.14
100794561	1.8.1.9
100794568	2.7.11.1
100794578	3.1.3.16
100794579	3.2.1.14
100794584	2.5.1.160
100794585	1.14.11.2
100794589	6.3.5.3
100794592	1.1.1.8
100794598	6.3.2.52
100794600	1.13.11.92
100794615	2.4.2.18
100794624	1.20.4.1
100794638	6.3.5.6
100794638	6.3.5.7
100794663	1.6.5.9
100794668	3.4.19.16
100794688	2.3.2.27
100794691	3.4.24.64
100794692	2.1.1.201
100794706	2.7.1.68
100794720	2.5.1.87
100794727	2.4.1.46
100794730	2.7.6.1
100794734	5.4.2.12
100794743	4.1.2.27
100794757	2.1.1.274
100794763	6.1.1.20
100794772	5.1.3.18
100794799	3.1.1.11
100794803	4.2.1.3
100794808	1.1.1.418
100794814	4.2.2.2
100794816	1.14.17.4
100794831	1.13.11.69
100794831	1.13.11.70
100794837	1.13.11.12
100794849	3.1.4.4
100794852	2.7.11.1
100794870	3.2.1.39
100794872	2.3.1.179
100794887	2.3.1.225
100794889	2.3.3.10
100794891	2.7.1.107
100794901	4.4.1.5
100794923	2.7.1.107
100794938	7.1.2.1
100794948	3.1.1.11
100794952	2.3.2.23
100794958	2.5.1.47
100794972	3.4.24.59
100794989	3.6.5.2
100794990	2.7.11.22
100794990	2.7.11.23
100794993	6.3.5.2
100795003	2.7.12.1
100795005	2.4.1.101
100795007	2.4.1.25
100795014	3.1.2.14
100795014	3.1.2.21
100795017	3.1.3.16
100795020	1.11.1.7
100795022	3.1.1.32
100795026	3.6.5.5
100795027	1.14.14.17
100795029	3.5.2.5
100795032	5.6.2.7
100795034	1.8.3.2
100795056	1.13.11.68
100795087	2.7.11.1
100795100	1.17.1.3
100795122	2.3.1.15
100795122	2.3.1.198
100795125	1.14.19.79
100795150	5.3.1.6
100795157	5.6.1.7
100795161	3.2.1.106
100795162	2.3.2.31
100795178	2.7.7.48
100795181	4.99.1.10
100795199	3.1.3.48
100795209	1.6.5.2
100795212	3.1.1.23
100795229	2.1.1.104
100795237	2.3.1.93
100795250	2.4.1.15
100795250	3.1.3.12
100795258	2.7.11.1
100795263	2.3.2.27
100795264	2.4.1.43
100795266	4.2.1.70
100795274	4.1.1.28
100795274	4.1.1.105
100795276	1.13.11.12
100795286	2.6.1.52
100795295	3.4.21.92
100795300	4.2.1.130
100795314	1.14.14.49
