gene_id	ec
100779692	1.16.1.7
100779695	2.4.1.173
100779702	2.4.1.218
100779714	7.6.2.1
100779735	6.2.1.3
100779740	3.1.4.4
100779772	3.1.3.5
100779772	3.1.3.6
100779790	2.7.11.25
100779793	2.3.2.27
100779810	1.14.14.137
100779811	2.1.1.56
100779814	2.3.1.133
100779815	1.4.3.5
100779825	1.10.3.2
100779827	2.3.2.27
100779834	2.4.1.12
100779843	2.1.2.1
100779855	3.1.26.5
100779875	3.1.26.4
100779881	2.7.4.3
100779885	1.17.4.1
100779892	2.7.1.47
100779909	2.7.11.1
100779912	3.1.2.22
100779913	3.1.3.16
100779926	6.2.1.45
100779927	3.4.17.22
100779932	1.1.1.34
100779933	1.3.1.83
100779933	1.3.1.111
100779935	2.7.11.1
100779936	2.7.11.1
100779940	4.2.2.2
100779947	2.1.1.14
100779961	1.13.11.5
100779967	1.14.14.179
100779968	5.4.99.5
100779978	1.14.14.137
100779991	2.7.11.31
100779993	1.2.1.68
100780004	2.7.11.25
100780005	2.7.1.48
100780008	1.15.1.1
100780018	1.1.1.49
100780018	1.1.1.363
100780029	3.4.21.92
100780041	1.2.1.9
100780047	3.1.3.16
100780054	2.4.1.351
100780057	1.14.11.9
100780061	2.7.1.78
100780082	2.7.1.4
100780085	2.4.1.144
100780093	2.7.2.8
100780100	2.1.1.68
100780100	2.1.1.4
100780127	2.3.2.27
100780134	3.5.1.10
100780140	2.3.2.27
100780141	2.7.11.1
100780144	2.7.12.1
100780164	2.7.1.11
100780166	5.4.2.2
100780171	3.1.1.98
100780203	2.3.2.27
100780205	2.3.3.8
100780212	2.3.1.297
100780213	2.3.1.9
100780226	2.7.11.1
100780234	2.3.2.8
100780236	4.2.2.2
100780250	3.4.19.12
100780254	2.6.1.1
100780254	2.6.1.78
100780254	2.6.1.79
100780256	2.3.1.234
100780260	2.1.2.3
100780260	3.5.4.10
100780263	2.7.11.25
100780265	2.3.2.27
100780270	2.4.1.239
100780275	2.3.2.27
100780284	1.13.11.51
100780293	3.6.1.13
100780293	3.6.1.16
100780293	3.6.1.53
100780302	2.3.2.27
100780309	5.5.1.9
100780314	6.1.1.2
100780325	4.2.1.17
100780325	1.1.1.35
100780325	1.1.1.211
100780327	1.3.1.93
100780339	2.7.11.1
100780341	3.1.2.22
100780354	2.4.1.12
100780359	2.7.11.22
100780374	2.5.1.1
100780377	3.4.24.70
100780387	4.99.1.10
100780391	2.7.1.20
100780392	6.2.1.45
100780398	4.2.1.19
100780404	2.7.1.40
100780409	3.1.1.13
100780413	3.6.1.1
100780426	2.3.2.27
100780437	4.2.2.2
100780444	2.1.1.112
100780447	6.1.1.2
100780449	4.2.1.10
100780449	1.1.1.25
100780463	4.4.1.5
100780465	1.23.1.1
100780465	1.23.1.2
100780465	1.23.1.3
100780465	1.23.1.4
100780473	3.6.1.22
100780481	2.4.2.10
100780481	4.1.1.23
100780482	1.3.1.75
100780483	4.3.2.1
100780485	1.14.13.122
100780488	2.3.2.27
100780490	4.2.1.119
100780506	3.1.1.112
100780514	3.1.4.4
100780515	5.6.2.6
100780516	2.1.1.104
100780524	2.7.11.31
100780526	2.6.1.44
100780526	2.6.1.40
100780533	4.98.1.1
100780533	4.99.1.9
100780534	5.4.99.5
100780537	3.5.4.16
100780547	4.2.1.33
100780547	4.2.1.35
100780554	2.3.3.10
100780568	3.1.1.11
100780572	3.2.1.21
100780574	2.7.7.102
100780581	2.5.1.60
100780585	1.3.1.105
100780597	1.2.4.4
100780600	2.4.1.18
100780618	7.6.2.2
100780620	3.4.19.12
100780643	2.3.2.27
100780644	2.7.1.40
100780666	3.4.24.64
100780680	2.7.1.68
100780683	5.4.99.25
100780686	2.3.2.27
100780695	3.1.3.7
100780703	3.4.22.68
100780707	3.1.1.98
100780722	3.6.1.52
100780731	1.1.1.146
100780733	2.3.1.48
100780733	2.7.11.1
100780736	2.1.1.319
100780737	1.14.14.137
100780741	6.2.1.12
100780748	3.6.1.5
100780750	1.11.1.7
100780758	2.3.1.12
100780764	5.1.3.18
100780771	3.2.1.55
100780784	3.1.3.4
100780786	5.4.99.27
100780790	2.1.2.3
100780790	3.5.4.10
100780793	3.5.1.10
100780801	2.7.7.13
100780803	1.14.11.65
100780806	1.1.1.206
100780811	1.3.3.6
100780821	3.5.1.4
100780826	1.2.4.1
100780831	2.7.11.24
100780834	2.5.1.72
100780846	1.13.11.18
100780849	5.6.2.7
100780853	1.6.5.2
100780857	1.14.11.15
100780860	2.7.11.22
100780860	2.7.11.23
100780873	6.3.1.2
100780879	2.7.11.1
100780880	3.5.4.5
100780887	2.7.11.1
100780893	6.1.1.12
100780894	2.7.7.7
100780908	5.6.2.6
100780912	1.14.19.6
100780912	1.14.19.22
100780916	2.4.99.18
100780917	1.14.13.168
100780932	2.5.1.32
100780933	1.6.5.9
100780934	1.3.7.12
100780935	2.3.2.27
100780946	5.6.1.1
100780952	3.4.19.12
100780954	2.3.2.27
100780970	2.4.1.173
100780971	2.3.1.133
100781016	4.4.1.11
100781022	2.3.2.27
100781044	2.3.2.27
100781048	3.1.1.112
100781063	1.11.1.7
100781065	5.4.99.39
100781085	3.1.4.46
100781089	4.2.2.23
100781090	5.6.2.6
100781095	3.2.1.39
100781113	1.2.3.14
100781120	3.1.11.2
100781122	3.1.2.2
100781128	5.2.1.8
100781131	3.5.1.128
100781133	2.3.1.15
100781133	2.3.1.198
100781137	1.1.1.2
100781141	2.7.1.68
100781156	1.1.1.300
100781158	2.7.1.40
100781161	1.2.1.12
100781191	1.6.2.2
100781196	2.3.2.27
100781197	1.1.1.22
100781209	2.7.11.22
100781209	2.7.11.23
100781212	3.1.1.5
100781232	6.1.1.4
100781238	1.14.14.107
100781245	2.3.2.27
100781246	3.1.1.98
100781250	1.2.4.1
100781276	3.5.1.98
100781283	2.4.1.117
100781285	4.2.1.91
100781285	4.2.1.51
100781286	2.7.1.48
100781290	1.14.11.13
100781291	1.14.19.79
100781303	2.1.1.226
100781303	2.1.1.227
100781311	2.7.11.1
100781312	3.6.1.1
100781316	1.3.1.45
100781340	1.14.13.39
100781341	2.7.1.21
100781350	6.1.1.11
100781355	2.7.11.1
100781367	4.2.3.75
100781379	3.4.11.21
100781381	3.1.2.14
100781381	3.1.2.21
100781388	3.1.3.16
100781402	1.13.11.58
100781406	2.7.4.8
100781410	2.7.7.6
100781412	3.2.1.14
100781418	2.3.3.1
100781421	7.6.2.1
100781423	3.2.1.2
100781439	4.4.1.5
100781448	3.2.1.2
100781460	2.5.1.18
100781461	2.3.2.27
100781465	1.1.1.41
100781472	1.4.3.21
100781473	5.6.2.7
100781490	3.1.4.3
100781495	1.14.19.29
100781507	3.1.1.11
100781512	1.1.1.8
100781517	2.4.1.128
100781528	2.4.1.207
100781560	3.4.19.12
100781566	2.3.2.27
100781568	1.6.2.4
100781581	1.16.3.1
100781583	2.7.11.1
100781584	4.1.2.63
100781590	3.5.2.2
100781593	2.7.11.1
100781598	2.1.1.107
100781615	3.5.1.4
100781618	4.1.3.27
100781619	5.6.2.7
100781628	3.6.1.5
100781644	3.5.3.26
100781655	2.7.13.3
100781659	1.2.3.14
100781666	2.7.11.1
100781668	5.6.2.7
100781674	6.3.5.6
100781674	6.3.5.7
100781676	2.2.1.1
100781680	1.2.4.2
100781684	1.1.1.2
100781693	2.3.1.225
100781697	3.1.1.11
100781698	3.4.16.2
100781704	2.3.2.27
100781706	2.3.2.27
100781710	4.1.1.49
100781715	2.7.1.67
100781741	2.3.2.27
100781743	5.6.2.7
100781745	2.7.4.22
100781749	2.4.1.43
100781770	2.7.11.1
100781775	2.8.1.12
100781777	2.1.1.319
100781791	4.1.1.15
100781806	5.1.3.2
100781811	7.2.1.3
100781840	3.5.1.23
100781842	3.1.3.64
100781842	3.1.3.95
100781845	4.2.2.2
100781850	2.5.1.79
100781851	2.7.11.1
100781853	5.1.3.3
100781857	2.7.11.1
100781859	2.5.1.18
100781863	1.3.1.45
100781864	4.2.1.1
100781866	5.3.1.6
100781868	4.2.1.1
100781874	3.1.3.16
100781879	2.1.1.319
100781921	2.1.1.354
100781923	1.14.14.115
100781928	1.1.1.79
100781936	3.4.19.12
100781940	6.6.1.1
100781943	2.7.11.1
100781949	3.1.3.16
100781958	3.2.1.21
100781961	2.7.7.14
100781964	3.4.21.105
100781968	4.1.99.22
100781974	3.6.1.1
100781975	2.4.1.228
100781979	2.4.1.111
100781996	2.4.1.12
100782001	6.2.1.4
100782001	6.2.1.5
100782004	1.8.1.4
100782011	4.6.1.19
100782018	1.10.3.2
100782019	1.2.1.3
100782027	2.3.1.199
100782039	2.7.11.1
100782042	2.3.2.15
100782042	3.4.17.25
100782067	6.1.1.15
100782071	2.4.1.351
100782073	1.5.1.54
100782093	1.1.1.195
100782096	1.1.1.40
100782104	2.4.1.207
100782126	3.6.1.23
100782127	2.7.1.1
100782134	3.1.3.74
100782137	2.5.1.1
100782137	2.5.1.10
100782139	3.4.23.40
100782140	5.4.99.5
100782147	3.1.3.97
100782153	3.1.1.5
100782154	1.14.11.2
100782166	2.7.1.11
100782187	3.1.4.4
100782189	5.6.2.6
100782202	3.2.1.4
100782208	2.7.1.33
100782213	6.3.4.3
100782227	2.3.1.39
100782228	2.7.1.24
100782234	2.7.1.160
100782245	2.1.1.320
100782247	1.2.1.70
100782250	2.2.1.6
100782277	1.13.11.12
100782279	3.1.3.16
100782283	3.2.1.166
100782303	3.4.19.12
100782307	2.7.11.1
100782328	2.3.2.23
100782329	7.1.2.1
100782330	4.1.1.15
100782332	4.1.99.12
100782332	3.5.4.25
100782347	3.1.3.104
100782356	2.3.2.27
100782362	2.5.1.1
100782362	2.5.1.10
100782362	2.5.1.29
100782365	2.4.1.207
100782376	2.7.11.1
100782380	2.4.1.32
100782383	1.14.19.29
100782385	3.6.1.66
100782388	4.2.2.2
100782390	3.2.1.15
100782394	2.5.1.32
100782401	3.1.1.98
100782402	2.7.7.13
100782413	1.10.3.3
100782415	5.1.3.15
100782430	2.7.1.68
100782449	2.3.2.27
100782452	4.2.3.27
100782453	2.7.12.1
100782459	7.1.2.1
100782468	2.7.1.158
100782471	4.2.3.48
100782472	2.3.2.27
100782474	2.5.1.27
100782474	2.5.1.112
100782480	2.7.1.150
100782483	2.3.2.27
100782500	3.2.1.15
100782502	2.4.99.18
100782504	2.3.1.297
100782527	5.6.2.6
100782531	3.6.1.75
100782531	3.1.3.4
100782532	2.3.2.27
100782541	1.14.14.137
100782549	1.11.1.7
100782558	1.13.11.58
100782567	1.1.1.82
100782568	4.1.1.36
100782574	2.7.11.1
100782576	1.5.3.17
100782581	3.6.5.4
100782583	6.2.1.3
100782585	3.4.21.92
100782586	5.6.2.3
100782595	2.3.3.10
100782603	2.7.11.22
100782603	2.7.11.23
100782631	1.1.1.195
100782634	3.1.3.16
100782638	1.14.19.20
100782644	2.6.1.42
100782645	1.5.99.12
100782648	3.1.3.16
100782678	1.1.1.31
100782687	1.14.14.147
100782688	4.2.1.33
100782688	4.2.1.35
100782689	3.1.3.43
100782695	2.1.1.348
100782696	5.1.3.15
100782709	3.1.1.112
100782714	2.7.11.1
100782718	3.7.1.5
100782722	3.2.1.67
100782727	5.6.2.7
100782728	2.7.1.68
100782739	1.8.4.11
100782743	4.1.3.36
100782747	4.1.1.1
100782758	3.2.1.15
100782764	2.3.2.27
100782767	5.6.2.6
100782772	2.4.1.32
100782793	4.1.3.1
100782793	4.1.3.30
100782799	2.4.1.15
100782799	3.1.3.12
100782806	1.4.3.16
100782820	2.3.3.9
100782830	4.1.1.35
100782844	2.7.1.23
100782857	2.7.1.90
100782859	4.2.1.1
100782865	2.7.11.22
100782892	3.1.1.11
100782897	2.3.1.74
100782910	2.7.8.1
100782912	5.2.1.14
100782913	2.7.11.1
100782914	2.5.1.18
100782924	1.2.1.12
100782929	2.7.11.25
100782935	4.1.1.35
100782943	1.11.1.7
100782951	2.1.1.4
100782956	2.7.11.1
100782956	2.3.2.27
100782977	1.1.3.15
100782986	2.7.8.13
100782995	1.8.3.2
100783003	3.2.1.26
100783006	2.1.1.56
100783008	3.1.3.12
100783015	4.2.3.48
100783032	1.5.3.16
100783037	3.2.1.119
100783047	4.1.1.15
100783060	5.1.3.5
100783062	4.4.1.14
100783075	1.14.11.2
100783078	5.3.3.2
100783079	2.7.11.1
100783089	4.1.2.13
100783091	1.4.3.21
100783095	2.7.11.1
100783107	2.7.11.1
100783108	3.6.1.13
100783108	3.6.1.18
100783115	1.11.1.7
100783122	2.3.2.34
100783152	2.4.1.207
100783155	6.5.1.1
100783155	6.5.1.6
100783155	6.5.1.7
100783159	1.3.5.2
100783162	2.4.1.12
100783171	2.7.11.1
100783172	3.5.1.14
100783173	1.1.1.37
100783175	2.7.1.1
100783178	3.1.3.16
100783181	2.7.11.1
100783181	2.3.2.27
100783185	2.7.7.6
100783188	1.1.1.37
100783193	2.5.1.60
100783236	1.11.1.7
100783237	2.7.7.19
100783241	3.1.2.28
100783247	2.3.1.199
100783248	4.99.1.10
100783250	5.3.3.5
100783252	6.1.1.5
100783260	2.1.1.221
100783262	2.7.11.1
100783263	3.2.2.20
100783265	2.10.1.1
100783265	2.7.7.75
100783271	2.3.2.27
100783273	2.7.9.5
100783286	2.7.11.1
100783290	3.4.26.1
100783292	2.3.1.15
100783292	2.3.1.198
100783318	1.1.1.1
100783329	3.2.1.14
100783336	2.3.2.26
100783343	2.3.2.31
100783358	2.3.2.27
100783373	2.3.2.27
100783374	1.5.99.12
100783397	5.1.3.5
100783404	2.3.1.199
100783422	2.7.11.24
100783428	3.1.1.11
100783451	3.1.3.16
100783463	4.1.1.35
100783479	2.4.1.215
100783489	7.2.2.10
100783492	2.3.2.23
100783494	1.3.1.89
100783503	1.14.19.76
100783509	7.2.2.10
100783510	3.2.1.78
100783523	1.11.1.7
100783538	2.5.1.84
100783538	2.5.1.85
100783543	3.2.1.21
100783550	5.3.4.1
100783569	1.2.1.18
100783569	1.2.1.27
100783594	2.6.1.42
100783628	3.5.4.5
100783638	2.3.2.27
100783655	2.7.11.1
100783673	2.4.1.111
100783684	2.7.11.1
100783685	6.2.1.8
100783688	2.3.2.27
100783691	4.1.3.27
100783701	1.14.13.168
100783704	1.14.18.7
100783717	2.7.11.1
100783724	3.1.1.112
100783726	1.2.1.3
100783730	2.3.1.249
100783738	1.18.1.6
100783749	2.3.2.27
100783766	1.8.1.7
100783768	1.10.3.2
100783774	2.7.1.1
100783775	2.7.1.1
100783787	5.3.3.5
100783788	2.4.2.58
100783802	2.1.1.114
100783802	2.1.1.64
100783807	1.11.1.7
100783814	3.5.4.16
100783823	2.3.2.27
100783824	2.7.11.1
100783830	5.5.1.19
100783831	2.3.2.27
100783858	1.1.1.1
100783866	2.3.1.48
100783866	2.7.11.1
100783867	1.6.5.2
100783896	3.6.1.43
100783902	1.2.1.12
100783905	3.2.1.23
100783915	2.3.2.27
100783917	1.14.11.13
100783920	1.2.1.68
100783922	2.7.11.1
100783934	2.2.1.6
100783936	5.3.1.6
100783941	3.6.1.13
100783941	3.6.1.22
100783948	5.4.99.30
100783950	3.1.3.16
100783964	3.1.1.11
100783965	2.4.1.13
100783967	2.7.11.1
100783982	2.5.1.59
100783986	2.1.1.295
100783999	2.3.2.27
100784002	3.2.1.15
100784003	3.1.3.16
100784003	3.1.3.48
100784003	3.1.3.67
100784013	3.2.1.78
100784021	2.7.4.3
100784028	2.1.1.229
100784036	1.14.19.76
100784040	3.6.1.12
100784046	1.3.8.4
100784055	2.7.11.1
100784058	1.14.14.49
100784072	3.2.1.22
100784092	2.1.1.314
100784111	2.7.4.3
100784112	1.1.1.40
100784114	1.6.2.2
100784116	2.7.7.7
100784119	7.2.2.10
100784120	1.14.14.88
100784139	1.1.1.2
100784143	2.3.2.27
100784146	2.3.1.51
100784150	2.7.11.1
100784156	3.2.1.67
100784159	1.14.18.7
100784173	2.7.11.1
100784191	2.4.1.207
100784192	2.7.11.1
100784193	5.5.1.13
100784195	2.3.2.31
100784203	3.6.1.1
100784207	2.4.1.12
100784210	1.2.1.3
100784212	2.4.1.43
100784224	3.4.21.105
100784234	6.2.1.12
100784239	1.1.1.31
100784249	2.4.1.207
100784256	6.6.1.1
100784258	1.11.1.11
100784290	2.7.1.71
100784292	3.5.1.88
100784293	2.6.1.9
100784306	5.6.2.7
100784312	3.1.3.16
100784318	3.4.22.34
100784319	2.7.4.3
100784330	1.1.1.34
100784332	2.3.3.1
100784344	3.4.19.3
100784362	1.5.1.2
100784367	2.3.1.234
100784377	5.6.2.7
100784392	2.6.1.5
100784397	2.7.11.1
100784402	2.7.11.1
100784409	3.2.1.39
100784422	5.4.2.11
100784434	3.1.4.4
100784443	1.17.99.9
100784449	1.2.1.68
100784451	1.3.3.6
100784455	1.14.17.4
100784457	5.1.3.15
100784459	1.14.17.4
100784465	7.1.3.1
100784468	2.3.1.286
100784474	2.7.11.22
100784475	3.1.3.16
100784486	2.1.2.2
100784491	5.6.2.7
100784492	3.6.1.55
100784504	2.3.2.27
100784513	3.1.3.89
100784523	2.7.11.1
100784534	3.1.4.11
100784540	4.2.1.1
100784549	5.6.2.4
100784557	5.6.2.7
100784581	1.14.11.67
100784614	2.3.2.27
100784621	7.6.2.1
100784622	1.8.4.12
100784627	2.7.11.1
100784645	2.1.1.100
100784650	1.14.14.90
100784650	1.14.14.89
100784657	2.3.1.20
100784660	2.4.1.207
100784662	5.4.99.8
100784671	3.4.21.105
100784682	3.1.1.11
100784697	2.4.1.215
100784713	2.3.2.27
100784723	3.2.1.21
100784731	5.1.1.7
100784736	2.7.1.71
100784737	6.3.2.3
100784739	5.6.2.7
100784752	1.15.1.1
100784761	2.7.11.1
100784805	2.7.7.41
100784814	2.3.2.24
100784829	3.6.1.62
100784832	2.3.2.27
100784833	3.6.1.5
100784845	1.1.1.267
100784846	4.2.1.91
100784846	4.2.1.51
100784853	4.1.1.50
100784876	2.3.2.27
100784881	2.7.8.5
100784882	5.4.99.30
100784904	6.1.1.3
100784912	3.2.1.2
100784922	1.11.1.7
100784929	3.6.1.75
100784929	3.1.3.4
100784935	2.7.12.2
100784939	5.2.1.8
100784942	2.7.1.67
100784948	2.3.1.199
100784957	2.1.1.7
100784961	2.3.1.311
100784962	2.3.2.23
100784972	2.5.1.79
100784978	1.1.1.294
100784988	7.6.2.1
100784996	3.1.26.11
100784997	3.1.13.4
100785014	3.6.5.5
100785020	4.1.1.31
100785022	3.4.11.18
100785024	2.3.2.23
100785024	2.3.2.25
100785033	3.1.3.16
100785037	7.6.2.1
100785056	1.5.3.17
100785090	2.7.11.1
100785096	1.10.3.2
100785117	3.1.2.22
100785132	2.6.1.5
100785138	3.1.2.6
100785139	3.1.3.12
100785141	2.3.2.27
100785166	2.3.2.27
100785189	2.7.11.1
100785214	3.1.1.11
100785218	5.2.1.8
100785229	6.2.1.3
100785237	2.4.1.43
100785250	3.2.1.14
100785253	2.4.1.258
100785270	3.1.1.98
100785271	2.4.1.25
100785275	2.8.1.14
100785289	2.3.2.27
100785290	2.3.2.27
100785296	3.4.21.89
100785306	2.7.11.24
100785311	4.2.1.91
100785311	4.2.1.51
100785313	2.4.1.207
100785342	2.4.1.43
100785344	2.7.11.2
100785357	3.1.3.74
100785358	5.6.2.7
100785363	2.7.11.1
100785373	2.3.2.27
100785387	1.14.11.33
100785388	3.1.3.16
100785393	1.3.1.93
100785409	4.2.1.105
100785410	1.10.3.1
100785414	1.14.14.179
100785427	1.10.3.2
100785430	2.7.7.8
100785439	3.1.3.56
100785442	7.1.2.1
100785449	1.1.1.206
100785459	3.6.1.75
100785459	3.1.3.4
100785460	2.3.2.27
100785461	2.1.1.386
100785470	2.4.1.207
100785480	1.13.11.12
100785485	1.11.1.7
100785490	1.15.1.1
100785491	2.3.2.27
100785492	3.5.1.53
100785499	3.1.3.4
100785505	2.3.1.50
100785506	2.4.1.82
100785514	1.14.17.4
100785517	3.1.1.29
100785520	3.1.3.48
100785536	3.2.1.52
100785539	2.5.1.1
100785539	2.5.1.10
100785539	2.5.1.29
100785541	1.14.15.24
100785544	3.5.99.10
100785554	2.3.1.74
100785576	2.7.7.9
100785582	2.4.1.82
100785588	2.7.7.69
100785593	4.1.1.33
100785598	2.3.2.27
100785602	3.4.23.40
100785606	1.3.1.9
100785606	1.3.1.10
100785608	3.2.1.21
100785609	1.11.1.7
100785630	5.3.4.1
100785637	1.3.1.33
100785638	2.3.2.27
100785660	6.1.1.6
100785662	1.11.1.7
100785666	3.5.1.127
100785669	4.98.1.1
100785669	4.99.1.9
100785684	2.3.2.27
100785694	5.6.2.6
100785701	3.2.1.15
100785704	3.1.3.16
100785718	1.1.1.40
100785720	1.1.1.1
100785725	2.8.1.7
100785738	3.1.3.5
100785738	3.1.3.6
100785746	3.1.3.48
100785755	1.14.18.10
100785760	2.3.2.27
100785768	7.2.2.10
100785773	2.7.11.1
100785784	2.4.1.255
100785801	4.2.2.2
100785804	3.1.3.16
100785805	5.2.1.8
100785814	5.2.1.8
100785817	2.1.1.369
100785820	5.2.1.8
100785824	7.2.1.3
100785827	3.4.21.92
100785831	5.6.2.7
100785844	2.7.7.6
100785846	2.1.1.321
100785851	2.7.11.1
100785862	2.5.1.16
100785878	3.1.3.74
100785885	4.2.1.76
100785897	3.1.3.74
100785900	3.2.1.14
100785904	2.7.11.1
100785905	3.1.3.16
100785909	1.14.15.7
100785912	3.2.2.20
100785937	5.6.1.7
100785968	2.4.1.18
100785982	2.4.1.207
100785983	2.3.1.199
100786003	2.4.2.58
100786011	3.1.26.11
100786049	5.6.2.6
100786050	7.1.1.2
100786054	2.3.2.27
100786073	3.6.1.5
100786079	3.2.1.2
100786086	1.8.1.9
100786100	2.7.1.1
100786103	1.1.1.42
100786107	1.17.99.9
100786113	2.7.1.50
100786122	3.1.3.37
100786124	3.1.1.11
100786127	2.4.1.260
100786129	4.4.1.28
100786130	1.14.14.48
100786137	2.7.1.48
100786161	1.11.1.7
100786174	3.1.3.21
100786176	1.14.11.13
100786181	2.5.1.115
100786181	2.5.1.116
100786183	2.3.2.27
100786190	2.7.11.1
100786227	4.3.3.6
100786233	1.11.1.7
100786235	2.3.2.27
100786236	2.4.1.207
100786241	3.1.4.4
100786249	2.7.7.15
100786257	4.1.1.49
100786284	2.7.12.2
100786290	3.5.4.6
100786302	5.2.1.8
100786303	2.7.6.2
100786311	1.5.1.3
100786311	2.1.1.45
100786313	2.7.7.27
100786314	2.7.11.24
100786329	1.5.1.3
100786329	2.1.1.45
100786331	2.7.1.25
100786332	3.1.4.3
100786357	2.7.11.22
100786357	2.7.11.23
100786373	2.3.2.27
100786376	2.7.4.6
100786379	3.6.1.52
100786381	6.2.1.2
100786385	2.7.1.1
100786389	2.7.11.1
100786390	2.7.12.2
100786391	1.14.19.42
100786393	3.5.4.26
100786393	1.1.1.193
100786396	3.1.3.16
100786409	3.1.3.74
100786410	3.1.4.4
100786416	3.1.3.16
100786427	3.1.1.11
100786428	1.14.14.137
100786432	3.4.19.12
100786433	6.1.1.20
100786435	2.7.9.1
100786455	2.3.1.12
100786456	1.1.1.206
100786457	3.4.25.1
100786458	2.7.11.1
100786464	5.3.3.8
100786470	4.4.1.13
100786478	4.1.99.17
100786488	4.2.2.23
100786501	2.7.11.1
100786503	2.4.1.207
100786504	4.1.2.13
100786505	7.6.2.1
100786507	6.1.1.10
100786511	5.6.2.7
100786514	5.1.3.1
100786518	3.1.1.29
100786531	2.4.1.14
100786554	2.7.11.24
100786558	3.2.1.39
100786569	3.6.1.52
100786573	4.1.99.12
100786573	3.5.4.25
100786578	1.23.1.1
100786578	1.23.1.2
100786578	1.23.1.3
100786578	1.23.1.4
100786592	7.6.2.4
100786606	3.4.19.12
100786607	2.2.1.7
100786608	3.2.1.15
100786609	3.2.1.96
100786630	2.6.1.44
100786630	2.6.1.45
100786630	2.6.1.51
100786637	2.7.6.5
100786646	1.13.11.12
100786650	2.1.1.368
100786653	5.1.3.6
100786655	1.14.11.63
100786658	1.1.1.288
100786675	1.14.18.5
100786684	4.2.3.27
100786700	6.1.1.16
100786701	2.3.2.27
100786705	3.5.1.98
100786719	1.10.3.2
100786722	1.10.3.2
100786739	2.5.1.115
100786739	2.5.1.116
100786742	2.3.1.15
100786742	2.3.1.198
100786744	3.2.1.37
100786750	1.1.1.285
100786762	3.6.1.70
100786762	3.6.1.71
100786762	3.6.1.72
100786765	1.11.1.7
100786773	1.2.1.3
100786777	2.7.11.1
100786786	3.1.1.11
100786789	5.6.1.1
100786791	1.11.1.7
100786796	2.3.2.27
100786800	1.1.1.195
100786803	2.3.2.27
100786814	3.1.2.12
100786824	2.4.1.12
100786832	4.1.1.20
100786837	2.7.11.22
100786837	2.7.11.23
100786854	2.3.2.27
100786858	2.3.1.225
100786871	2.1.1.357
100786877	2.3.2.27
100786879	1.17.1.3
100786901	2.1.1.183
100786906	2.4.1.207
100786910	2.7.11.1
100786911	2.5.1.32
100786913	3.1.26.5
100786918	2.8.1.12
100786931	2.7.12.1
100786939	3.13.2.1
100786953	3.2.1.52
100786956	1.1.1.34
100786972	3.1.1.98
100786978	1.2.4.2
100786980	2.7.11.1
100786990	1.11.1.24
100786997	3.1.4.11
100787008	5.6.2.2
100787009	4.1.1.35
100787030	5.2.1.8
100787033	2.3.2.27
100787037	1.1.1.206
100787038	2.3.1.133
100787043	2.7.1.40
100787048	2.7.8.29
100787049	2.3.2.27
100787053	2.3.2.23
100787062	2.4.1.144
100787064	2.7.11.25
100787073	1.11.1.7
100787082	4.2.2.2
100787087	2.7.11.1
100787088	2.4.1.357
100787093	7.6.2.2
100787097	2.1.3.2
100787098	4.2.1.33
100787098	4.2.1.35
100787101	4.1.1.130
100787103	3.5.4.5
100787109	3.6.1.1
100787114	2.3.1.48
100787121	2.3.3.8
100787128	2.3.2.27
100787131	5.6.2.3
100787135	3.1.3.11
100787160	1.16.3.1
100787165	3.4.22.16
100787166	2.7.11.1
100787167	4.1.1.15
100787173	2.6.1.4
100787173	2.6.1.2
100787173	2.6.1.44
100787182	4.1.1.21
100787184	3.4.14.10
100787194	6.1.1.2
100787202	1.13.11.12
100787207	3.2.1.55
100787210	3.13.2.1
100787217	5.1.3.15
100787242	2.3.2.27
100787246	2.5.1.115
100787246	2.5.1.116
100787259	5.6.2.6
100787261	3.4.19.12
100787277	2.1.1.199
100787282	3.2.1.15
100787285	5.6.1.7
100787286	1.1.3.8
100787290	5.6.2.3
100787291	2.3.1.97
100787292	2.3.2.27
100787294	3.1.1.4
100787296	2.7.7.7
100787298	3.5.1.53
100787301	2.7.6.5
100787305	1.1.1.285
100787307	1.1.1.1
100787315	4.1.1.1
100787321	1.14.11.53
100787333	3.1.3.16
100787334	2.8.1.9
100787350	4.1.99.17
100787352	1.1.3.20
100787362	1.3.1.78
100787363	6.1.1.22
100787365	6.1.1.14
100787376	3.4.16.2
100787387	4.2.1.91
100787387	4.2.1.51
100787399	2.3.2.27
100787403	1.2.1.84
100787418	2.3.2.27
100787419	2.3.2.27
100787426	2.3.2.27
100787440	2.4.1.207
100787443	2.7.11.1
100787444	2.4.1.239
100787451	4.2.1.11
100787456	2.1.1.226
100787456	2.1.1.227
100787459	2.5.1.62
100787459	2.5.1.133
100787465	3.2.1.15
100787467	2.3.2.26
100787473	7.6.2.1
100787481	3.4.19.12
100787489	1.14.14.58
100787489	1.14.14.59
100787491	3.6.1.5
100787511	3.2.1.14
100787512	1.2.4.1
100787523	2.3.2.27
100787525	1.3.1.83
100787525	1.3.1.111
100787528	4.4.1.28
100787536	2.1.1.154
100787545	5.6.2.7
100787551	2.3.3.8
100787558	1.8.3.1
100787559	1.14.14.80
100787563	3.2.2.3
100787570	7.2.1.3
100787580	3.2.1.2
100787586	2.1.1.314
100787590	2.4.1.242
100787610	2.1.1.205
100787616	1.14.19.41
