kegg_gene,uniprot
100780156,I1KG78
100780157,I1KIT9
100780158,I1MJ44
100780159,K7L1B4
100780160,A0A0R0FUK3
100780161,I1MCT6
100780162,I1MI26
100780164,I1KX93
100780166,I1KQ93
100780167,I1MGL7
100780168,K7MBR9
100780170,I1KUB0
100780171,I1MMH3
100780174,I1MPF6
100780176,K7MF40
100780181,I1KQW2
100780183,I1ML09
100780184,I1KS90
100780185,K7K4V1
100780187,I1MLB7
100780190,I1J7R6
100780191,I1J884
100780194,I1J933
100780196,I1JAG5
100780198,I1L1H6
100780200,I1MXB9
100780201,C3UZD5
100780202,I1L5C0
100780204,I1JD46
100780205,I1MRQ9
100780206,K7LBC0
100780207,I1MVD8
100780208,I1JDN4
100780209,I1MS36
100780210,A0A0R0KVA4
100780211,I1MS61
100780212,C6T7W7
100780213,I1MQX3
100780214,C6T9A5
100780215,I1MSD1
100780217,I1L930
100780219,K7LJN2
100780222,I1LEV2
100780226,C6T8S1
100780227,I1LBL2
100780230,I1LDM8
100780234,I1MZ35
100780235,K7KEJ5
100780236,I1N4A9
100780237,K7KG97
100780238,K7LHN8
100780239,I1MZA3
100780240,K7LI22
100780243,I1JKJ8
100780244,I1JR00
100780245,I1N7R4
100780246,I1LHU4
100780248,K7MYW9
100780249,I1NC75
100780250,I1LKP6
100780251,I1LKX3
100780252,I1N7M4
100780254,C6TEL1
100780256,I1NCH1
100780257,I1N650
100780260,A0A368UIA0
100780261,K7MWJ3
100780263,I1JY21
100780264,A0A0R0H743
100780265,I1LUK8
100780266,K7KI26
100780268,I1NHJ1
100780270,I1LS93
100780271,I1NE73
100780273,I1LTK5
100780275,A0A0R0H7B6
100780276,I1K499
100780279,I1NDG6
100780280,I1K6K8
100780283,K7N1F3
100780284,G0Z352
100780285,I1K3V0
100780288,C6T9U4
100780289,I1J440
100780293,K7KMU1
100780294,K7KNV1
100780296,I1K0K7
100780299,A0A0R0JKI3
100780302,K7LZL0
100780305,I1K969
100780306,I1KAT3
100780307,C6ZRZ8
100780308,A0A0R4J3J4
100780309,I1KC50
100780310,I1M5A7
100780311,I1K730
100780313,K7KSH7
100780314,I1K9G7
100780316,K7KUX4
100780317,I1M833
100780319,K7L2K4
100780320,K7L2U8
100780321,I1KN71
100780322,I1M789
100780323,I1KHK4
100780325,I1KIP9
100780326,K7M5W0
100780327,C6T8K8
100780329,I1KM25
100780330,I1KMZ0
100780331,I1KG82
100780332,K7M9W4
100780335,I1KJG7
100780336,A0A0R4J3M3
100780337,C6TIE0
100780339,K7L855
100780340,I1MIM2
100780341,K7L8U0
100780342,I1MJJ9
100780344,K7MB08
100780345,C6TIC1
100780346,I1MLZ2
100780347,K7L7W1
100780348,C6TKB0
100780350,C6TM06
100780351,I1J5Z1
100780354,I1KRK2
100780355,K7K4F7
100780356,A0A0R0IM08
100780358,I1J785
100780359,F8SMC5
100780361,I1J9G2
100780362,A0A0R4J2N5
100780363,I1L3Q5
100780365,C6TJD2
100780366,A0A0R0IAI6
100780367,A0A0R0FHN8
100780368,I1J5F7
100780369,I1J5E0
100780370,I1L761
100780371,K7LCK9
100780372,C6THU6
100780373,K7LDT2
100780374,I1MVR8
100780375,A0A0R0I9G1
100780376,I1MRC1
100780377,I1L4U3
100780381,I1L6Q0
100780382,I1MS14
100780383,C6T9I8
100780385,I1JHL2
100780386,K7LC17
100780387,K7MLG5
100780391,C6T7F3
100780392,I1MZW3
100780393,I1JHQ8
100780394,I1JI81
100780395,I1JJK5
100780397,I1JC67
100780402,K7MUR0
100780403,C6TML8
100780405,I1LCL8
100780407,I1N3G2
100780408,I1JMN3
100780409,I1LEK1
100780410,I1JNI7
100780411,I1JPT0
100780413,I1JS54
100780414,K7MR26
100780415,I1JP48
100780416,I1JPK8
100780417,C6TBQ2
100780421,I1LI99
100780422,I1N9G7
100780423,A0A0R0HNK2
100780424,I1LJ87
100780426,K7MZM1
100780427,C6T870
100780430,A0A0R0EW82
100780431,I1N8I3
100780432,K7LRM9
100780434,A0A0R0K8V2
100780435,I1LGA7
100780436,K7KKV1
100780437,K7LNC8
100780438,I1NBH8
100780439,K7KLI3
100780440,K7KM59
100780441,K7LPI8
100780442,K7MWS8
100780443,A0A0R0H697
100780444,I1JZD7
100780445,I1NG50
100780446,K7N3N7
100780447,K7KIY5
100780448,I1LR76
100780451,I1NF46
100780452,I1LUW6
100780453,I1NGP4
100780454,I1LVC4
100780455,I1NH57
100780457,I1NHX9
100780458,K7LTV9
100780461,I1K2W9
100780462,I1K4D7
100780463,K7KRQ2
100780465,C6THJ6
100780466,K7KRZ8
100780467,A0A0R4J4R7
100780472,K7M2U7
100780473,I1KDB2
100780474,I1LXH9
100780476,I1LXY7
100780477,A0A368UH77
100780478,A0A0R0JCR2
100780479,I1LZV2
100780480,I1M0A7
100780481,K7M0S3
100780482,I1M1C4
100780483,I1K9R1
100780484,I1M2B9
100780485,I1KAA1
100780486,I1M3A1
100780489,K7LX58
100780490,C6THQ2
100780491,I1KFR3
100780493,K7KVS0
100780494,I1MBE8
100780497,I1M6Q4
100780498,I1MBN1
100780500,I1M6U9
100780502,I1M710
100780503,I1KJ70
100780505,I1M7A0
100780511,K7L0V4
100780512,A0A0R0G6T1
100780513,I1MFT2
100780514,I1MGP5
100780515,K7MDW5
100780516,I1KPT4
100780519,I1MFB6
100780520,K7LAR3
100780521,I1KR39
100780523,C6SVI1
100780524,I1MHN9
100780525,I1KS37
100780526,I1KT81
100780527,A0A0R0ISM0
100780528,A0A0R0FVX5
100780529,I1KUU6
100780530,C6TJE7
100780531,I1MNV2
100780532,K7L948
100780533,I1KP00
100780534,K7K1Z6
100780536,K7MFH1
100780537,K7MG23
100780538,I1J896
100780539,K7K595
100780540,I1KTP9
100780544,I1J8N5
100780546,K7K1C6
100780548,I1L5U7
100780550,K7LG34
100780551,I1MTF9
100780552,I1J667
100780553,C6TFR7
100780554,I1MUS1
100780555,I1MV75
100780556,I1L4C8
100780557,K7MN51
100780558,I1L5S5
100780559,I1JCY3
100780563,K7ML22
100780564,I1JIZ8
100780565,I1L1T7
100780566,I1JJP1
100780567,I1L2F0
100780568,I1JBK1
100780569,I1JB50
100780570,I1JGN3
100780572,I1JIN6
100780574,I1JJ44
100780576,I1JB91
100780579,K7K6H4
100780580,K7LM79
100780582,I1N4T9
100780583,I1JCF9
100780584,K7K8N1
100780585,I1N1G8
100780586,I1MYU7
100780587,I1L803
100780589,I1LFF9
100780593,K7MVB6
100780594,K7KGP4
100780597,I1JM18
100780600,K7MQT1
100780601,K7KEP4
100780602,I1JNK7
100780604,C6SV94
100780605,I1LHL3
100780607,I1JRZ7
100780608,I1N8B0
100780609,K7KC19
100780611,C6TG36
100780612,I1NAR1
100780613,I1LJP6
100780614,C6TFQ6
100780615,I1N8X6
100780616,I1LNH5
100780618,I1N641
100780620,C6TGF0
100780621,I1JXG7
100780622,I1NC02
100780623,K7LP35
100780624,I1JSE0
100780625,I1N5K0
100780626,I1JSF5
100780628,I1JWL1
100780629,I1JXJ6
100780631,I1N7F6
100780632,C6TI89
100780633,I1JYW6
100780634,A0A0R0K2P3
100780636,I1JUB7
100780637,K7KJ99
100780638,I1LRR2
100780639,A0A0R0EP66
100780640,I1LP35
100780641,A0A0R0H600
100780643,K7LW27
100780644,I1NG47
100780646,K7LSF3
100780647,I1K511
100780649,I1K1F1
100780653,I1K2F1
100780658,A0A0R0K5W0
100780660,A0A0R0JQV4
100780661,K7M0A6
100780662,K7KNP9
100780663,I1K1Z6
100780664,K7M1I2
100780666,I1M5F7
100780668,A0A0R0GXG4
100780669,A0A0R0JUQ7
100780671,I1M3R5
100780672,K7M2Z0
100780673,I1M4T8
100780674,I1M5Q9
100780675,I1LVT7
100780678,I1KA62
100780680,I1KBS0
100780682,I1K7V1
100780683,I1MBZ8
100780684,I1M8L8
100780686,K7M6Y4
100780688,I1MAR9
100780689,K7L3G9
100780694,K7M9U3
100780695,A0A0R0G610
100780697,C6TLA6
100780698,I1MG87
100780699,K7MCN6
100780700,A0A0R0G1U5
100780702,I1KYI2
100780703,K7MBE6
100780704,K7MBS2
100780705,I1KSK4
100780706,I1KUB2
100780707,I1MMH4
100780709,I1KWH2
100780711,I1KXL2
100780715,I1MKP2
100780720,A0A0R0IQ79
100780721,C6TH94
100780723,C6TGL4
100780726,I1J886
100780727,K7MIZ2
100780728,K7LDJ0
100780729,K7K1C7
100780731,C6T871
100780733,I1L578
100780734,C6TD39
100780736,I1MRI4
100780737,I1L5C1
100780738,I1MXT3
100780739,I1MRL9
100780740,K7K9Q2
100780741,I1MSS1
100780743,K7KAT3
100780744,I1MVD9
100780745,I1L074
100780746,I1JDN6
100780747,A0A0R0FEH9
100780750,I1JEN9
100780752,C6T944
100780758,A0A0R0I3R5
100780759,I1LEV6
100780760,I1JE25
100780762,I1LAI6
100780763,C6TJ94
100780764,C6TCS7
100780765,I1N120
100780766,I1LDN0
100780767,A0A368UHU9
100780770,I1N3W7
100780771,A0A0R0KHR7
100780772,I1LF10
100780773,C6TEU4
100780774,A0A0R0KFI1
100780775,I1L8D5
100780777,I1L8H7
100780778,I1JML1
100780779,I1MZL0
100780781,I1N6T6
100780782,A0A0R0HA65
100780784,K7MYX1
100780785,I1JLK0
100780786,I1NC79
100780787,C6TME8
100780788,I1LG98
100780789,I1N7M7
100780790,I1LLH3
100780794,I1JRW5
100780795,C6TJM5
100780798,I1JW26
100780800,K7MWJ4
100780801,I1JX24
100780802,I1LH91
100780805,A0A0R0EKE3
100780806,A0A0R4J4R5
100780807,I1JTR1
100780809,I1NHJ3
100780811,I1LS94
100780813,Q00M81
100780817,I1LU34
100780819,C6TM21
100780820,A0A0R0EP65
100780821,I1NIY1
100780823,I1JZI3
100780824,I1LQ43
100780826,E5RPJ6
100780827,I1K3V5
100780830,K7K0S1
100780831,I1K5D9
100780833,I1LY42
100780834,I1K055
100780835,I1LZF5
100780838,K7LY15
100780840,I1KDF9
100780841,I1K8F8
100780844,I1KF96
100780845,I1K970
100780847,K7KUT1
100780848,I1KB76
100780849,A0A0R0J9W7
100780850,I1K6Z2
100780851,K7M3M5
100780852,K7KWD0
100780853,A0A0R0JLU8
100780855,I1K7A3
100780856,K7KTZ8
100780857,I1M9M3
100780858,I1KLA3
100780860,I1M791
100780861,I1KHK5
100780862,I1KI39
100780863,I1KIU7
100780865,A0A0R0J664
100780869,I1KHP6
100780872,I1KK44
100780873,I1MFC4
100780875,I1MH70
100780876,I1KVU2
100780877,I1MIM3
100780879,I1MJK2
100780880,I1KPS1
100780881,K7M9E2
100780884,I1KQJ4
100780885,D4P3K3
100780886,C6TAW8
100780887,K7L881
100780888,I1MQ59
100780890,I1MKA2
100780891,K7K374
100780892,I1KP28
100780893,A0A0R0IKR4
100780894,I1KRK8
100780895,K7K4G2
100780897,I1MN91
100780898,K7L7E0
100780899,I1J786
100780900,A0A0R4J3Y4
100780901,K7LDR9
100780902,I1J9G3
100780903,I1J9Z6
100780908,K7K1N0
100780910,I1MTY4
100780911,I1L234
100780912,I1L2M5
100780913,K7K1V0
100780914,I1L386
100780915,C6T9G1
100780916,I1L3V7
100780917,K7MMI9
100780918,K7LF08
100780919,I1JG49
100780920,C6TEM4
100780921,I1JD16
100780922,C6TGF9
100780924,A0A0R0IEJ8
100780925,I1MTG4
100780926,I1JHL4
100780927,K7LC18
100780930,I1JH79
100780932,C6T831
100780933,I1MZY7
100780934,C6TDC0
100780937,I1L9D7
100780938,K7MTF4
100780939,I1JD17
100780940,I1JDL1
100780943,I1LC37
100780944,I1LCL9
100780946,I1N3G3
100780948,I1LEK4
100780951,I1L8D1
100780952,I1MY83
100780953,K7KH72
100780954,I1MZD4
100780955,K7MQL7
100780958,C6TKX1
100780959,C6TFV1
100780962,I1LN32
100780965,I1LFY7
100780968,K7MZM3
100780970,K7KDS5
100780971,K7MXQ9
100780972,K7LRN0
100780975,K7LML5
100780976,I1JU62
100780977,K7LNC9
100780978,I1NBI0
100780979,I1JY39
100780980,K7KM60
100780983,K7LN66
100780985,I1JZD9
100780987,I1NGR6
100780988,I1JUY3
100780989,C6TD23
100780991,I1NF47
100780992,I1LUW7
100780994,K7KPM1
100780995,I1LVC8
100780996,K7N3Z8
100780997,I1NDC1
100780998,I1K3J4
100780999,I1LQ13
100781000,I1NHY1
100781001,K7LTV3
100781002,I1K5T7
100781003,I1LS51
100781004,I1K2X2
100781005,C6SYT6
100781006,I1K5X7
100781008,I1JJX3
100781009,I1K6D1
100781010,I1LYP9
100781012,K7M0N4
100781013,K7M206
100781015,C6TFY4
100781016,I1LXI0
100781017,I1KDK2
100781018,I1LVJ3
100781020,I1LYH1
100781021,K7M071
100781022,I1M0U1
100781025,I1K9R3
100781026,K7M1P8
100781028,I1M3A3
100781029,I1KCN8
100781030,I1KDP7
100781032,I1KF81
100781033,I1LX46
100781034,I1KFR4
100781036,I1K8N3
100781040,I1MB76
100781041,I1MBN3
100781043,C6TH12
100781044,I1M660
100781048,I1KKE9
100781050,I1KMJ3
100781051,K7M740
100781053,K7MD65
100781055,I1MCG5
100781056,I1MFT3
100781059,I1KWA8
100781060,A0A0R0G614
100781062,K7M9U8
100781066,C6TB96
100781070,I1KS38
100781072,K7L6M3
100781073,C6T7R1
100781074,I1KUU7
100781075,I1MMY9
100781076,C6TEY0
100781077,I1KYS1
100781079,A0A0R0FX78
100781082,I1KTQ0
100781083,K7K5N0
100781084,A0A0R0IW52
100781085,I1MLD5
100781087,I1L0U9
100781089,I1J4Y6
100781090,K7MP06
100781091,K7LFP3
100781092,K7LG40
100781093,I1MTG1
100781094,I1L1H5
100781095,K7MJE4
100781096,I1MUS2
100781097,K7MLP8
100781098,I1L4D3
100781100,I1L5T1
100781101,K7K9D1
100781102,I1MRN2
100781103,K7KA01
100781104,K7LBR4
100781106,K7KB94
100781108,I1JJP3
100781110,I1JFN0
100781111,A0A0R4J2Q3
100781113,K7KB27
100781114,I1L977
100781115,I1JJ46
100781117,I1JB92
100781120,I1JCH3
100781123,K7LIG5
100781124,I1JEL1
100781125,K7MV45
100781126,I1JCH9
100781127,I1MYP4
100781128,I1N1Y9
100781129,I1LD52
100781130,A0A0R0FAU9
100781131,C6TMA3
100781132,C6TDE3
100781133,I1L7N0
100781134,I1N534
100781137,C6T903
100781140,K7MQT2
100781141,I1JN56
100781142,I1JNK9
100781145,I1JQJ7
100781147,I1N6V6
100781148,I1JKN1
100781150,I1JK81
100781151,I1JJZ0
100781153,K7MZA2
100781154,I1LM14
100781156,I1N9Z6
100781158,A0A0R0EXX1
100781159,A0A0R0HLR8
100781161,I1JXG9
100781163,I1JUK6
100781168,I1JXJ7
100781170,I1JY24
100781173,A0A0R0K2N4
100781174,A0A0R0K2Q6
100781175,I1NFK5
100781177,A0A0R0K4Y1
100781179,I1LRR3
100781180,A0A0R0ER00
100781181,I1JTH0
100781182,C6TDN0
100781183,I1LT53
100781185,I1NG45
100781186,I1K2X3
100781189,K7LST9
100781191,C6THV7
100781193,I1K2F2
100781196,I1K4X0
100781197,K7KMG0
100781198,K7KN68
100781199,I1M053
100781208,I1KFV0
100781209,I1M3S3
100781210,I1M4A0
100781211,K7M3C6
100781212,I1M5R2
100781215,I1K7W4
100781216,A0A0R0JF98
100781217,I1M7W5
100781218,I1KBS1
100781219,I1M690
100781222,I1M8M4
100781223,I1M946
100781224,A0A0R0GDM8
100781226,A0A0R0GEW3
100781227,A0A0R0J569
100781228,K7M582
100781229,C6TAU9
100781231,A0A0R0GNL3
100781232,I1KNG6
100781237,K7L1B5
100781238,A0A0R4J583
100781239,I1MI30
100781242,A0A0R0G114
100781243,I1KRN0
100781244,I1KSP3
100781245,I1KUB3
100781246,I1MMH6
100781247,I1MNG0
100781248,I1KWH3
100781249,I1MKD2
100781250,I1KXM1
100781251,I1KY57
100781253,I1KHW9
100781256,I1MM30
100781260,K7MGG0
100781261,K7L629
100781263,A0A0R0FV75
100781265,I1J6R3
100781267,I1J7S5
100781270,K7K4J0
100781271,A0A0R0FHZ4
100781272,I1JAG8
100781274,A0A0R0IHF5
100781275,I1MT11
100781276,I1MXC3
100781277,A0A0R4J419
100781278,K7MNT5
100781279,I1JGM5
100781280,K7LBC1
100781281,K7KAT6
100781283,I1JDN7
100781284,I1MS37
100781285,I1MS62
100781286,K7K801
100781288,I1JF51
100781289,K7MP80
100781290,I1LAH7
100781291,A0A0R4J2S7
100781292,K7LJN3
100781293,K7LKG7
100781294,I1LEV7
100781295,I1N359
100781296,K7K7K6
100781297,I1LAJ3
100781298,A0A0R0HTG9
100781299,I1LBL6
100781300,I1N122
100781301,C6TE98
100781302,C6TCX5
100781303,K7KE27
100781304,K7LL99
100781305,I1N3X4
100781306,I1JMY9
100781307,C6TNU6
100781311,I1JK97
100781314,I1JR04
100781316,C6TD30
100781317,K7MY86
100781319,I1NA26
100781320,K7N033
100781321,I1LKP9
100781323,I1LL00
100781324,K7MXC2
100781326,I1JSB8
100781327,I1LN03
100781329,I1NCH4
100781330,I1N651
100781333,A0A0R4J354
100781335,K7LQS0
100781337,I1LTX8
100781338,K7KI29
100781340,I1LP11
100781341,I1NE76
100781343,K7N2C4
100781345,I1JTR7
100781347,I1K4A1
100781350,I1NIY6
100781353,C6T772
100781355,I1NDX2
100781356,I1K3F4
100781358,I1KEN8
100781364,I1K0C4
100781365,K7M120
100781370,A0A0R0JRI3
100781372,I1LZ12
100781375,I1K973
100781376,I1M2S8
100781377,I1KAT6
100781378,I1KBQ5
100781379,I1KC56
100781380,I1LWG7
100781381,I1KD81
100781382,I1K7B2
100781383,I1LWL6
100781384,I1K7A5
100781388,I1M834
100781389,Q00M68
100781390,I1M9M6
100781392,K7L2U9
100781396,A0A368UJC9
100781398,I1KL02
100781400,C6TM74
100781401,C6TD10
100781403,I1KGC3
100781406,I1MFD0
100781407,I1KKG3
100781408,G3E7N1
100781410,K7L8U1
100781412,C6THQ9
100781413,I1MDE6
100781414,A0A0R4J3V7
100781416,C6TCF4
100781418,I1KTQ4
100781419,I1MLZ6
100781420,C6SZA4
100781421,I1KX04
100781422,C6TF16
100781423,K7MJ07
100781424,K7MEN3
100781426,K7L479
100781427,I1KQ94
100781428,I1KRK9
100781430,I1KT03
100781433,I1J787
100781435,K7K4R4
100781436,I1J9Z9
100781438,I1J490
100781439,I1L4L5
100781440,I1J5G7
100781442,I1L763
100781443,K7MKZ3
100781444,I1L235
100781445,I1L2M6
100781446,I1J6N3
100781448,A0A0R4J443
100781449,C6T841
100781451,I1L697
100781453,I1L6Q4
100781455,I1KZV9
100781458,I1L017
100781460,I1MRZ9
100781461,I1L0B1
100781463,I1JG59
100781464,I1JH80
100781465,I1L903
100781469,K7KBN3
100781470,I1LC48
100781471,K7K640
100781473,I1JD18
100781475,A0A0R0F8V4
100781476,K7K8D0
100781477,C6THW7
100781479,A0A0R4J433
100781483,I1LEK6
100781484,K7LLV5
100781485,I1JNK0
100781486,I1JPT1
100781487,I1L8D2
100781488,I1MZ94
100781489,K7KH74
100781491,I1N0D3
100781494,I1JP51
100781496,I1JPL2
100781497,C6TAL3
100781501,I1LIA8
100781503,I1LIR5
100781504,I1LJ90
100781508,I1LK76
100781509,E3WC99
100781510,I1N8J0
100781512,I1N8X8
100781513,I1N9H0
100781515,I1LGB4
100781517,I1LFN3
100781518,K7MZM9
100781521,K7LPJ3
100781522,I1JWL3
100781525,I1JT28
100781527,A0A0R0EBR2
100781528,I1LR80
100781529,K7N570
100781531,I1NF48
100781532,I1LPD1
100781533,A0A0R0HKZ6
100781534,I1NGP9
100781535,I1K2K9
100781537,I1NH59
100781538,C6TD68
100781540,I1LQ16
100781541,I1NHY5
100781542,I1LPN3
100781543,K7KRM5
100781544,I1LS52
100781545,I1K2X5
100781547,I1K4E8
100781548,C6T9X1
100781551,I1K6D2
100781552,A0A368UH82
100781553,K7KND2
100781554,I1M0P8
100781555,K7M209
100781557,I1M427
100781563,I1K8N0
100781564,I1LZV9
100781565,I1M0U5
100781566,I1M1C7
100781567,C6T6C4
100781568,I1K9R6
100781569,I1M2C2
100781571,I1M3A7
100781572,I1KCP0
100781573,I1KDP8
100781575,K7KY82
100781577,I1KFR6
100781579,I1M803
100781580,K7KVS7
100781581,K7M833
100781583,I1M647
100781584,I1MBN8
100781585,I1KM70
100781586,I1MC38
100781587,I1M6K2
100781588,I1M8M9
100781590,C6TEN9
100781592,I1KKF4
100781593,K7M6N1
100781595,I1KGB0
100781596,A0A0R0J4K3
100781597,K7L0V6
100781598,K7ME58
100781599,C6TD87
100781602,C6THC0
100781603,I1MHN1
100781607,I1MDA2
100781609,I1MER2
100781610,A0A0R0G7N3
100781612,C6TIG0
100781613,I1MHE9
100781614,A0A0R0G3N8
100781615,C6T9W3
100781617,I1KT86
100781618,K7MFE5
100781619,I1KUU8
100781621,K7MHI8
100781622,I1KYS4
100781623,K7K326
100781627,A0A0R0LBQ9
100781628,I1ML44
100781629,I1JAB4
100781630,K7L703
100781631,K7K5N1
100781632,K7L7S1
100781634,C6TE24
100781635,I1MQY0
100781636,I1MSR1
100781637,K7LFP7
100781639,I1MTG2
100781642,A0A0A7DYE7
100781643,I1MUS3
100781644,I1MV80
100781646,K7MJL1
100781647,I1L5T5
100781648,K7MP36
100781652,K7ML24
100781655,K7KBR1
100781657,I1JGP0
100781658,I1L7F8
100781659,I1JIN7
100781660,K7LJA8
100781663,K7K5T4
100781666,I1JCH4
100781668,A0A0R0ETL8
100781669,C6TJJ7
100781670,I1JEL4
100781671,K7MV46
100781672,I1N1H4
100781673,I1N1Z0
100781674,K7LKQ2
100781675,A0A368UHH9
100781676,I1LFG4
100781679,I1L7N5
100781680,K7MVB9
100781682,I1L9B8
100781683,I1MZK9
100781684,I1JM24
100781689,I1JNL6
100781692,I1JQJ8
100781693,I1JRH4
100781694,I1JRZ8
100781696,K7KC24
100781697,I1JKR9
100781698,K7MZA3
100781699,I1LM17
100781700,C6TBL1
100781702,I1NAH8
100781703,I1LGN9
100781704,K7MZD8
100781705,I1JXH3
100781706,I1NC10
100781707,I1LJ27
100781708,I1JUL1
100781710,I1JV14
100781713,A0A0R4J368
100781715,K7KLG9
100781716,K7MX54
100781718,I1JYX0
100781719,K7KHR6
100781720,I1LUL1
100781722,K7LWH6
100781723,A0A0R0KCY3
100781725,C7G303
100781727,I1JTH1
100781728,I1LT56
100781730,I1NG55
100781731,I1K2X4
100781733,K7N4X5
100781734,K7KR77
100781736,I1NCW2
100781737,I1K1F7
100781742,C6TH11
100781743,A0A0R0JVZ4
100781745,I1K4X3
100781746,I1K5D8
100781747,K7KMG4
100781748,K7M0A8
100781749,K7KNQ7
100781751,K7M1I6
100781752,I1M5G4
100781755,K7KXX4
100781757,K7KYN1
100781758,I1M3S6
100781759,I1M4A3
100781760,I1M4U1
100781761,I1M5R8
100781764,I1K7W6
100781766,K7M568
100781768,K7M7S4
100781769,K7KW11
100781770,I1M8M5
100781773,I1KKZ5
100781774,I1MAS1
100781777,I1KJU3
100781778,I1M9N4
100781780,I1KNG9
100781782,I1KIV0
100781783,I1KGP6
100781784,I1MG91
100781785,K7M940
100781786,I1MD02
100781789,K7LAB5
100781791,I1KRN3
100781792,I1KSK1
100781793,K7L7C6
100781795,C6T630
100781796,I1KWH6
100781797,I1MPG5
100781798,K7L9N1
100781799,I1KY58
100781806,I1KP71
100781807,I1KSB0
100781810,K7MHF7
100781811,I1J6R9
100781813,C6TM20
100781817,I1J544
100781819,I1L118
100781821,K7K2J9
100781822,A0A0R0FE22
100781823,I1MXC8
100781826,K7MK75
100781827,I1L092
100781830,K7LCJ5
100781831,C6TJ78
100781833,I1JEP2
100781835,I1JF56
100781836,I1N1F2
100781838,I1JI87
100781840,K7MQD2
100781842,K7LKG8
100781844,I1JE34
100781845,I1LAJ4
100781846,A0A0R0I1I9
100781847,C6TIB0
100781848,C6T8W8
100781849,K7LL10
100781850,I1LE54
100781851,I1MYB2
100781852,A0A0R0KI11
100781853,C6T721
100781857,K7LI24
100781858,K7KE92
100781860,I1N1C1
100781861,K7KGI0
100781864,K7MY87
100781865,A0A0R0F0K6
100781866,I1NC83
100781867,K7LMA2
100781869,I1LL49
100781872,K7KKB7
100781873,A0A0R0HVT6
100781874,I1LIC2
100781875,K7N091
100781878,A0A368UK90
100781879,I1JW29
100781880,I1N6F3
100781884,K7N2I0
100781887,K7N4B1
100781888,C6T8V0
100781889,C6THM4
100781890,I1NE78
100781892,C6TKG0
100781893,A0A0R0H6F0
100781894,I1JWA3
100781896,K7LTF8
100781897,I1NIY9
100781899,I1ND84
100781900,I1K1Z7
100781906,I1J446
100781908,I1LY44
100781909,I1K057
100781912,K7M123
100781915,A0A0R0H5Z4
100781919,I1LZ13
100781921,K7KY87
100781922,C6TI54
100781923,A0A0R0H2Z4
100781924,I1KAU1
100781925,I1KB84
100781926,I1K6X4
100781927,K7KVK2
100781928,K7M3M7
100781929,I1KD82
100781930,I1K7B5
100781931,I1LWN4
100781933,I1K7J6
100781934,A0A0R4J3H8
100781936,K7KUY3
100781938,C6TFM0
100781940,I1KLS0
100781944,I1KIQ3
100781946,I1KL06
100781947,I1KLJ8
100781948,I1KM30
100781949,I1KMJ5
100781950,C6TFA3
100781955,I1KJH1
100781956,I1KGR7
100781957,I1MFD1
100781958,I1KKG4
100781959,I1MH73
100781961,I1KPR3
100781962,I1MJK8
100781964,I1MDE7
100781965,I1KY01
100781967,I1KQJ6
100781968,I1KTQ5
100781969,C6TI99
100781970,I1KVX6
100781971,I1KX07
100781972,I1MQ65
100781973,I1MQM1
100781977,K7L4Y7
100781978,I1KP88
100781979,I1J8Y3
100781980,I1KT05
100781981,A0A0R0FYR2
100781982,K7L7E1
100781983,A0A0R0FYQ0
100781984,A0A0R0LIP5
100781986,K7K1C2
100781987,I1L0S0
100781989,I1JA04
100781992,K7LEU8
100781993,A0A368UGU2
100781994,K7K1N3
100781996,I1L158
100781997,I1MTZ1
100781998,C6TKE9
100782000,I1L387
100782001,C6TNV4
100782003,I1L698
100782004,I1MRP6
100782006,I1MRW2
100782007,I1JD84
100782008,I1L1D4
100782009,I1MUT1
100782011,I1JE49
100782012,K7LD54
100782014,K7K627
100782016,I1JHR1
100782018,I1N014
100782019,I1JC17
100782020,I1L9A2
100782023,I1JD22
100782024,I1JF76
100782025,I1N0K2
100782027,I1LC39
100782028,I1LCM4
100782030,A0A0R0F2V7
100782031,I1JMN6
100782033,I1L872
100782035,I1JPT2
100782038,I1N012
100782039,I1N0D5
100782042,I1JP54
100782043,I1MZN6
100782044,A0A0R0KS92
100782045,I1JQ29
100782046,I1LHG7
100782047,I1LHJ3
100782048,I1LN35
100782049,K7LNP0
100782051,C6THR6
100782052,A0A0R0KFB7
100782053,I1LJQ0
100782055,I1LK79
100782058,G7Z0A6
100782059,I1N8J1
100782060,I1LML4
100782061,I1N9H1
100782063,I1N9Z8
100782066,I1LHM3
100782067,I1NBI4
100782069,I1JZ44
100782070,K7LPJ4
100782071,I1JWL6
100782073,I1JZE2
100782075,I1NGS9
100782076,I1JUY4
100782077,K7LTN4
100782080,A0A0R0K7S9
100782082,I1LUX2
100782083,I1NGQ1
100782087,I1NHK2
100782089,I1NHY7
100782093,I1K2X6
100782096,I1K5Y5
100782098,C6TLN1
100782099,A0A0R0GWX3
100782101,I1M2S4
100782104,A0A0R0GKR5
100782106,K7LYU8
100782107,K7LZ93
100782109,I1LZW1
100782110,A0A0R0H0L0
100782111,I1M1C9
100782113,I1K9R7
100782114,I1M2C3
100782116,A0A0R0GV74
100782117,I1K777
100782119,I1KF87
100782120,K7LXW0
100782128,K7M4E9
100782134,I1KGE6
100782135,I1KJ68
100782136,I1MEV1
100782137,C6THU1
100782138,I1MGP9
100782139,I1MHN2
100782140,A0A0R0IRR3
100782142,I1KWY6
100782143,I1KXL7
