kegg_gene,uniprot
100810882,I1JRB0
100810884,I1LI42
100810885,K7MYG7
100810888,I1LJ36
100810890,M4WFN0
100810891,I1NB73
100810893,C6TGE6
100810894,I1N7X5
100810895,I1N8T4
100810896,I1LMW0
100810898,A0A0R4J4M9
100810899,I1LG12
100810900,I1JU52
100810901,I1NAU4
100810903,I1JXX2
100810904,I1JYT7
100810906,I1LJM2
100810907,I1N6A6
100810908,I1JUU8
100810909,I1N5J7
100810910,I1JVC7
100810911,I1LH16
100810913,A0A0R0KA35
100810915,I1LTD1
100810917,I1LUB4
100810918,K7LWD6
100810923,I1JVS1
100810924,I1LSH6
100810925,C6TH38
100810926,A0A0R4J4J6
100810927,I1NEZ7
100810928,C6TM79
100810929,C6T8G2
100810930,I1K3D7
100810931,K7LST1
100810933,K7KRH8
100810937,C6TAM7
100810938,K7N124
100810940,K7KPR7
100810942,K7LT54
100810943,C6THN1
100810945,I1K5R2
100810946,C6TC24
100810948,K7KMP6
100810950,A0A0N9SBM3
100810951,K7M1T9
100810952,I1M3V6
100810953,I1M5X8
100810954,I1K887
100810955,I1KEB9
100810956,I1K911
100810957,I1K9K8
100810958,I1KA37
100810961,K7KV76
100810962,C6TES0
100810963,I1KCH7
100810964,I1M546
100810966,I1M5K9
100810967,I1KDG7
100810969,K7LXQ5
100810972,I1KC81
100810973,I1MB82
100810975,I1M6D4
100810976,K7L3Q8
100810978,I1M997
100810979,C6SYI3
100810981,I1KKS8
100810983,I1KLD5
100810985,A0A0R0J8F6
100810986,I1KNT0
100810989,C6TA25
100810990,I1KGH6
100810992,K7MA87
100810993,I1KK07
100810994,K7L207
100810995,K7MBT5
100810996,I1MCV9
100810997,K7L8E8
100810998,I1MIZ3
100811003,I1KQV7
100811004,I1KRF5
100811006,I1KT02
100811007,I1MLT8
100811009,A0A0R0IY61
100811012,I1KZ11
100811013,I1KZJ8
100811016,I1KQ19
100811018,K7K3Y9
100811019,I1KRA9
100811020,I1JA36
100811024,C6TGW1
100811025,K7MHP0
100811028,K7MMS5
100811030,I1MXC4
100811032,I1L5N4
100811033,K7MK94
100811035,A0A0R0IIN9
100811036,I1L1B8
100811037,I1L464
100811038,C6TLC5
100811040,K7LG47
100811041,A0A0R0KZC7
100811042,I1MT86
100811043,I1L0N0
100811044,K7LBX4
100811047,I1MVP0
100811048,I1JDI4
100811049,K7K7W6
100811050,C6TJ66
100811051,K7LD99
100811053,I1JGZ4
100811054,K7KAN4
100811056,K7MQI3
100811057,I1LD76
100811058,K7K6D3
100811064,I1LCY9
100811065,I1L815
100811066,A0A0R0F1S7
100811067,C6TJ43
100811068,I1LEG4
100811072,C6TD22
100811073,I1N5D0
100811075,I1JR33
100811077,I1MZE7
100811078,C6TC81
100811080,I1JN04
100811081,I1JKC3
100811082,A0A0R0KJP3
100811083,I1JPF9
100811084,I1JPW5
100811085,C6SZ18
100811086,I1LHI5
100811089,I1JKP7
100811093,I1LK28
100811095,I1LKW7
100811097,I1LLT9
100811099,C6TK36
100811100,C6T738
100811101,I1NA96
100811102,I1LGQ3
100811104,A0A0R0ER15
100811105,I1NBV0
100811107,I1JUE7
100811108,I1JWF4
100811109,K7LN25
100811113,I1JYR8
100811114,C6TC53
100811115,K7KHM0
100811116,I1NF97
100811117,K7KIC3
100811119,C6TDZ1
100811122,I1JTM5
100811123,I1ND65
100811124,A0A0R0HI07
100811126,I1LUR0
100811127,C6TII2
100811128,K7LSA1
100811130,I1K4S4
100811131,I1LRS8
100811132,K7N0Y5
100811134,C6TG41
100811136,I1K3Q6
100811138,I1K569
100811139,I1K692
100811140,A0A0R0JXT1
100811143,K7M3K4
100811144,K7LWX1
100811146,K7LZ47
100811147,I1LYV7
100811148,I1KE60
100811149,I1LZQ7
100811151,I1M0N0
100811152,I1KFM7
100811153,I1M1P9
100811154,I1M3L6
100811155,K7M2W5
100811156,I1M4J3
100811157,A0A0R0GY88
100811159,K7KY47
100811160,I1K7G8
100811161,I1K7Q1
100811162,I1K9Y8
100811164,I1KBK4
100811165,K7M7P6
100811166,K7M8D0
100811167,K7M5I1
100811169,K7M6T0
100811170,C6TKG5
100811171,K7L329
100811174,A0A0R0G9R2
100811175,K7M6P1
100811178,C6TKK5
100811179,I1MDZ2
100811181,K7L0E0
100811182,I1KGN0
100811183,I1MF54
100811184,I1MCI9
100811185,A0A0R0G0V7
100811186,I1MHG6
100811187,I1MCY9
100811188,I1MCC0
100811193,I1MGC7
100811195,I1KRY9
100811199,I1KUN4
100811201,C6SWI9
100811202,K7MGM0
100811204,I1MNA4
100811207,I1MKC6
100811208,A0A0K2CTR1
100811209,K7MIV6
100811214,I1KRZ4
100811217,I1J6L0
100811218,I1J735
100811220,I1J7L2
100811221,C6THY8
100811222,A0A0R0FT59
100811224,I1J8X9
100811230,I1MTB0
100811231,C7S8B9
100811233,I1MUM0
100811234,I1L314
100811237,K7LEW4
100811238,I1L5L6
100811239,I1MR57
100811241,I1KZY5
100811246,I1MS26
100811247,I1JE07
100811249,I1JG01
100811250,K7MQ50
100811253,I1JIH4
100811254,K7MQC4
100811255,I1JJ00
100811260,K7K7G4
100811261,A0A0R0I031
100811262,K7K858
100811263,I1LAW6
100811264,K7LJZ1
100811265,I1MYM9
100811267,K7LKA7
100811269,I1N3A1
100811270,A0A0R4J4E6
100811274,I1L8U2
100811275,I1JLU8
100811277,A0A0R0HPI8
100811279,C6TJ51
100811280,A0A0R0EI44
100811281,I1LM84
100811282,I1LNL6
100811284,I1N9V6
100811287,I1N5T4
100811288,I1LME8
100811289,I1JTV7
100811292,I1LK95
100811294,I1JXW6
100811295,I1JTI5
100811296,G9FTF9
100811298,I1LRJ8
100811300,K7KJV0
100811301,A0A0K2CTV0
100811302,K7KK85
100811303,C6T6I8
100811306,I1K699
100811308,I1LSA3
100811309,I1K297
100811310,I1NDM9
100811312,I1K4R9
100811316,K7LZR4
100811317,K7KNT9
100811318,I1M143
100811326,I1LZ93
100811327,C6TJ93
100811329,I1M156
100811330,A0A0R0GT70
100811331,I1M2N8
100811334,I1K717
100811335,I1K997
100811336,A0A0R4J581
100811337,I1KAR4
100811341,K7L2H4
100811344,I1MBZ0
100811345,I1M718
100811346,I1KIG9
100811347,I1KG15
100811350,I1MG41
100811351,K7KZC0
100811352,I1MJF6
100811353,K7L971
100811354,I1MD68
100811355,I1KXU4
100811356,I1MF38
100811357,I1MFQ4
100811359,K7MBZ6
100811362,I1KXG3
100811364,K7MEH7
100811366,I1J8P2
100811367,I1KSR3
100811369,C6T739
100811370,I1L0R5
100811371,I1J9C4
100811372,C6TIQ9
100811375,I1JAU4
100811377,I1J5Z4
100811378,A0A0R0INZ1
100811379,K7MKW2
100811380,A0A0R0FME7
100811383,I1MR83
100811384,I1L555
100811385,I1MXM6
100811386,C6T7N2
100811387,K7LFW0
100811388,K7K9F0
100811389,K7MJR2
100811391,K7KA83
100811394,I1JFG6
100811395,K7MS16
100811396,I1JHK1
100811397,I1LAK7
100811398,I1LBA4
100811399,I1JJF7
100811400,I1LBX8
100811402,H2D5S3
100811405,I1L9V7
100811408,C6T7N5
100811410,I1N2E2
100811411,C6TAS8
100811413,K7LM18
100811415,I1L870
100811417,I1MZW2
100811418,I1N0A3
100811423,I1LHM2
100811424,K7LME1
100811425,I1N9A1
100811427,I1LIL4
100811430,I1LJJ2
100811431,A0A0R0F2F5
100811432,A0A0R4J2T7
100811435,K7MXK9
100811437,K7KI86
100811438,I1LNC5
100811439,I1LG17
100811441,K7MZB9
100811444,A0A368UGC3
100811445,K7LPD9
100811447,A0A0R4J322
100811451,I1N5K7
100811452,E2FKH3
100811455,I1LTR0
100811457,A0A0R0HL59
100811458,K7N378
100811459,K7KIV6
100811461,I1LS27
100811462,I1NIL8
100811463,I1LSH8
100811464,I1NEJ5
100811465,K7LVF0
100811467,I1LTW2
100811468,K7N3V6
100811470,I1LRE1
100811471,K7N523
100811473,I1NJA0
100811474,I1LS19
100811475,K7KNW8
100811478,C6TDU4
100811480,I1K492
100811481,I1K5R4
100811485,K7KMP7
100811488,I1M0J3
100811489,I1M2I7
100811490,K7M2R2
100811491,I1M5X9
100811492,I1K888
100811494,I1K912
100811497,A0A0R0H1D5
100811499,I1KBI7
100811500,I1KC01
100811501,I1KCH8
100811502,C6TIL6
100811503,K7KW51
100811504,K7M3U3
100811505,K7KWM3
100811507,I1LWQ0
100811509,I1K8H4
100811510,I1KC85
100811511,I1MB83
100811513,I1M8Z1
100811514,I1M9F7
100811515,I0IJN9
100811516,I1M6D7
100811517,K7L3R0
100811518,I1M704
100811519,I1KJ25
100811523,I1KKS9
100811524,I1M9S8
100811525,I1KLD6
100811528,I1KGT7
100811532,K7ME19
100811534,I1KK09
100811536,I1MH24
100811537,K7MCL5
100811539,C6THY2
100811540,I1KQ26
100811541,K7L4Q1
100811543,I1KYY2
100811544,I1KQX0
100811545,I1KRF9
100811547,K7L6H1
100811548,K7MFM0
100811549,I1KWB9
100811550,I1KXZ9
100811551,C6TE55
100811552,I1KZ13
100811555,I1KQ20
100811557,K7K3Z1
100811558,I1KRB0
100811560,I1JA40
100811564,K7MHP3
100811565,I1KVI8
100811567,I1MSF4
100811568,K7MK36
100811569,C6THT9
100811571,I1MSW2
100811572,K7K1T8
100811573,C6T8T4
100811574,K7LCE6
100811575,I1L2E9
100811576,I1L462
100811577,I1MX58
100811580,I1JGX9
100811581,I1MT87
100811584,K7KB43
100811585,I1L032
100811587,K7K760
100811588,I1JEI8
100811589,I1JEZ2
100811590,I1L2P3
100811593,C6TII4
100811594,K7LJ82
100811598,I1LFB1
100811603,I1LCZ2
100811604,I1LDG6
100811605,K7MTG8
100811607,I1L852
100811608,I1N3S1
100811609,I1N4K6
100811610,K7LGQ8
100811611,C6TND0
100811613,K7KGJ4
100811614,K7LHT1
100811615,I1MZF0
100811616,A0A0R0HQY2
100811617,C6TDP5
100811618,I1JNF2
100811619,I1JNZ9
100811620,I1MZM9
100811621,I1JPG0
100811622,I1JPW6
100811623,I1JQF4
100811625,K7MXR7
100811626,I1JK22
100811628,I1JL51
100811629,I1NAJ5
100811630,I1LK30
100811631,K7N0F5
100811632,A0A0R0HT87
100811633,K7KDQ4
100811634,I1LLU6
100811635,I1N8E0
100811636,C6T0H9
100811637,I1LGQ4
100811638,C6TG38
100811639,I1NBC2
100811640,A0A0R0F394
100811641,K7LNX4
100811642,C6TJQ1
100811644,K7KJQ6
100811645,C6THC3
100811647,I1JWW3
100811649,A0A0R0KBV2
100811650,A0A0R0K7P3
100811651,I1NF98
100811652,I1JU46
100811653,K7N3K4
100811654,C6TMB5
100811655,K7KJ67
100811656,A0A0R0EPY9
100811658,I1NFG9
100811659,I1LUB2
100811660,C6T769
100811661,K7LW91
100811662,K7N3J0
100811664,K7LSA2
100811666,K7N0Y7
100811667,I1LQ60
100811669,I1K3A4
100811670,A0A0K2CTE9
100811671,A0A0R0JVY2
100811673,A0A0R0JYI2
100811674,I1K0L9
100811675,K7M076
100811677,I1M1U0
100811678,K7KP88
100811679,A0A0R0GZ87
100811680,I1LVU7
100811682,K7LZ48
100811683,I1LYW4
100811685,I1KFN0
100811686,I1LWD5
100811687,I1M4M2
100811690,A0A0R0JUR8
100811691,A0A368UI70
100811694,K7KV81
100811695,K7M5C2
100811696,I1MBS6
100811697,I1M8G8
100811698,I1KGZ5
100811700,I1KM27
100811703,A0A367GKR3
100811704,I1KJM9
100811705,C6TDJ7
100811706,A0A0R0JEV3
100811709,I1MF58
100811710,I1MFM8
100811711,I1MCC1
100811714,C6TB46
100811718,I1KRZ2
100811719,C6TKC0
100811720,I1KTK0
100811721,I1KU37
100811722,I1KUN6
100811724,I1MMS9
100811725,I1KVQ7
100811727,A0A0R4J5G4
100811728,I1KWU8
100811730,K7MIJ7
100811731,I1MQG2
100811734,K7L4E1
100811735,A0A0R0IP53
100811737,K7K4R5
100811738,I1MLB1
100811739,I1J6L3
100811740,I1J738
100811742,K7K3Y8
100811743,A0A0R0FTK1
100811745,I1JAC1
100811746,I1L3Z6
100811748,K7K176
100811750,I1MTB1
100811751,I1J655
100811752,I1J5I7
100811753,C6TA28
100811754,I1MV35
100811755,I1L317
100811757,I1MWN9
100811758,I1L4N6
100811759,D0FZ20
100811760,K7LFI0
100811762,I1JGJ7
100811764,K7LB65
100811766,K7KAM6
100811767,K7MLR0
100811771,I1JGI1
100811773,I1LAG8
100811774,I1MYF0
100811776,K7KAZ7
100811777,I1JJ02
100811780,K7LKC4
100811783,I1JDG3
100811784,C6TEB2
100811786,K7K859
100811787,I1LAU7
100811788,I1N0W7
100811789,I1LBY5
100811790,I1MYN0
100811793,I1JMC1
100811794,I1N3A5
100811795,K7KEH4
100811796,I1LEU7
100811797,C6TC72
100811798,K7KFB6
100811799,I1JQA3
100811800,A0A0R0I151
100811801,I1JK59
100811802,A0A0R0KSS1
100811804,I1MZK5
100811805,I1N1A4
100811806,I1JJY4
100811808,I1JRU2
100811809,C6T9S9
100811811,A0A0R4J606
100811812,C6TDI6
100811813,K7MZZ1
100811815,K7MX67
100811816,I1LGI1
100811817,I1N8T8
100811819,I1LI44
100811820,I1NCU0
100811821,I1LK97
100811822,I1N6L3
100811824,K7KHY1
100811825,I1LQQ2
100811827,I1LRK0
100811831,C6T6Z3
100811833,I1LQN6
100811834,I1NIA9
100811835,I1K6A2
100811836,I1ND46
100811840,I1K4S0
100811842,I1LWZ4
100811844,I1M151
100811845,I1M393
100811847,K7M362
100811850,I1K8E9
100811851,I1LZ87
100811852,I1M071
100811853,K7KY55
100811854,I1M157
100811855,C6TJ34
100811856,C6TGM5
100811857,K7KSH9
100811858,K7LXD3
100811859,I1LWS1
100811861,K7KTV2
100811862,I1K7P7
100811866,A0A0R0JB05
100811867,C6T5Z4
100811868,I1KLK8
100811870,I1MBZ3
100811871,A0A0R0GIG8
100811873,K7L099
100811877,K7KZL1
100811879,C6THR9
100811882,I1MJF7
100811885,A0A0R0J1J7
100811887,I1MFQ5
100811891,I1KXG9
100811892,A0A0R0LDE6
100811894,I1KZK7
100811896,K7MG77
100811897,I1MMJ3
100811898,K7K4A7
100811899,I1KSR4
100811900,I1MMW2
100811902,I1J8I8
100811904,I1J9C5
100811906,I1L3J8
100811907,A0A0R0FGG9
100811908,I1JAU5
100811911,I1L6Z5
100811913,C6T7X7
100811915,I1MVJ7
100811916,C6THK1
100811917,I1L558
100811918,I1MXN1
100811919,I1JG37
100811920,K7MP04
100811921,I1L648
100811922,I1MRS0
100811923,K7LGH8
100811924,I1JHG6
100811925,K7MLD9
100811927,K7K8J1
100811928,K7K633
100811929,K7LJI9
100811930,C6TE47
100811934,K7MTD2
100811935,I1JCV5
100811936,I1L9W4
100811937,A0A0R0FFE9
100811938,K7MVH3
100811939,I1N1T2
100811940,I1N2E3
100811943,K7LM16
100811944,K7KFS2
100811945,K4HFU8
100811946,I1N5D5
100811948,K7MQ74
100811953,A0A0R0HT29
100811954,I1LMW1
100811955,K7LNL2
100811956,K7MYG9
100811958,C6TAY3
100811962,K7LQN0
100811963,C6TMI3
100811964,I1LMW6
100811965,K7MYG8
100811966,C6TEC9
100811967,I1LG24
100811968,I1NAA0
100811969,I1NAU9
100811971,I1JXX5
100811972,I1JYV5
100811973,I1NCB8
100811974,A0A0R0HGK0
100811975,I1JSE8
100811977,C6TJ59
100811978,K7LQE2
100811980,I1JXE0
100811981,I1LLL9
100811982,I1JYC9
100811983,I1LTD2
100811984,C6THR7
100811986,I1LUB7
100811988,I1NG04
100811989,I1JUT6
100811993,I1JTF2
100811994,C6T846
100811995,A0A0R4J656
100811996,K7LVF4
100811997,A0A0R0EJA3
100811998,I1LPA6
100811999,I1NH07
100812000,I1NHE6
100812001,K7KQ51
100812002,A0A0R0H0U1
100812003,I1LRE2
100812004,I1K5K6
100812005,C6T4F7
100812006,K7N182
100812009,I1NE75
100812010,C6T717
100812014,I1K690
100812015,I1K6Q9
100812016,K7KMP9
100812019,A0A0R0H5M5
100812020,K7M2R4
100812023,C6T933
100812024,I1M1R3
100812026,K7KUF6
100812027,I1KAM9
100812028,I1M347
100812029,C6T853
100812030,I1K6Y6
100812031,I1KCI1
100812032,I1M555
100812034,I1M5L0
100812037,I1LWX8
100812040,K7KVM2
100812044,I1M9F9
100812047,K7L3R3
100812048,A0A0R0GJ85
100812049,I1KJ26
100812050,C6TN39
100812051,A0A0R0G8Y7
100812055,A0A0R0GD96
100812056,I1KG70
100812057,I1KNU2
100812058,K7KZ74
100812062,A0A0R0G8M1
100812064,K7L208
100812066,I1MHH7
100812067,I1MHZ0
100812069,K7MDP1
100812071,I1KXG2
100812073,I1KQX1
100812074,C6TJN4
100812076,I1KT06
100812077,I1MLU1
100812079,I1KY00
100812081,I1KZ15
100812082,I1MLH1
100812083,I1J7K5
100812086,I1J841
100812087,I1KRB1
100812088,K7MF59
100812089,I1JA41
100812091,K7K5J0
100812093,K7MHP6
100812097,I1MXC6
100812099,K7LFJ3
100812100,I1MQZ4
100812102,I1L139
100812104,I1L2F4
100812107,K7K9A9
100812108,C6TJM7
100812110,K7MKJ4
100812117,I1JE09
100812118,A0A0R0KX70
100812119,I1MS82
100812120,C6T7K6
100812121,I1L0J3
100812123,I1JG10
100812124,C6TIM7
100812126,I1N056
100812127,I1LD84
100812128,K7K6E2
100812130,I1N3H3
100812131,I1N4P1
100812132,C6TJG9
100812133,I1L7Z8
100812134,I1LDG7
100812135,G7YZH4
100812137,I1LEG7
100812138,I1L6I4
100812139,C6TIF2
100812141,I1N4Z7
100812144,I1MZF2
100812145,C6TG53
100812147,I1JN08
100812148,I1JNF4
100812149,I1JP00
100812151,I1JPG1
100812152,C6TC87
100812153,I1JQF5
100812154,A0A0R0EUZ8
100812155,K7MXR8
100812156,K7KBX2
100812159,K7MZ69
100812160,I1LK32
100812161,I1NCS4
100812162,I1LKY8
100812163,C6TH58
100812164,I1N8E2
100812166,I1LGQ6
100812167,I1JXC0
100812168,I1NBC5
100812169,A0A0R0F3F2
100812170,I1LIS9
100812171,I1JUF7
100812172,A0A0R0EHI7
100812173,I1JVX0
100812174,A0A0R0K889
100812176,C6TFG9
100812178,I1JYS1
100812180,I1ND03
100812182,K7N3K7
100812183,A0A0R4J4I3
100812184,A0A0R0K6G4
100812185,K7N4L6
100812187,J9PVZ7
100812188,I1NFH1
100812189,I1LUB5
100812190,C6TGQ6
100812191,I1NGI6
100812193,I1LNU2
100812196,Q0PJJ2
100812197,I1NDH8
100812198,I1LPZ4
100812201,C6TF12
100812202,I1K3R3
100812204,A0A0R0JYG9
100812205,K7KN29
100812206,I1LZW8
100812207,I1K1E8
100812210,K7M3K8
100812211,C6THW0
100812212,A0A0R0JK26
100812213,I1LYB2
100812214,I1LYW5
100812215,K7M042
100812220,I1M452
100812221,I1M4J5
100812222,A0A0K2CT21
100812224,I1KF36
100812225,I1KFL2
100812226,I1K7K4
100812227,I1K9Z1
100812229,K7M8D2
100812230,I1M8H0
100812231,C6TFC0
100812232,I1MA05
100812233,A0A0R0JEA7
100812234,A0A0R0J9I9
100812235,I1M7Q9
100812236,I1KJN4
100812240,I1KMT6
100812243,K7L0E3
100812244,K7MA42
100812245,K7L1A0
100812246,I1MF60
100812247,I1MFM9
100812248,C7S8C9
100812250,I1MEJ0
100812251,I1KQ89
100812252,K7MB97
100812253,I1KQC3
100812255,C6TD69
100812259,I1KUN7
100812260,K7MG57
100812262,A0A0R0IW01
100812263,I1MNA9
100812264,I1MNQ6
100812265,I1KWU9
100812267,I1MPZ9
100812268,I1MQG3
100812269,A0A0R0FX59
100812271,K7L4E4
100812272,K7MFS4
100812276,I1J4L0
100812277,I1J739
100812279,I1J4T1
100812280,I1J836
100812282,I1L0N4
100812284,I1JAC4
100812285,I1L3Z9
100812287,C6TII8
100812289,I1MTB4
100812291,I1MU84
100812293,A0A0R0FM21
100812294,K7LDM2
100812296,I1L3P1
100812298,I1L4N8
100812299,I1L5M4
100812302,K7MK32
100812303,A0A0R0IBY6
100812307,K7KBL6
100812308,I1MVX1
100812309,C6THF9
100812310,K7MMB0
100812311,C6TJM4
100812313,C6TFQ7
100812315,I1N274
100812316,I1JJW5
100812317,K7LKC5
100812318,E2FKH7
100812319,I1N0F5
100812321,K7K7G7
100812323,C6TJK7
100812324,K7MR64
100812325,I1LBY6
100812326,I1N1B4
100812329,I1JMC3
100812330,I1N3A6
100812331,I1JMV3
100812332,A0A0R0I6U8
100812333,K7MUL5
100812335,K7KG46
100812336,A0A0R0EFJ9
100812337,I1JMF6
100812338,I1L8L6
100812341,I1JQV8
100812342,I1JRB1
100812343,I1LM87
100812344,I1JRU3
100812345,C6TA79
100812348,I1LJJ5
100812353,I1LMF4
100812354,A0A0R0EMR0
100812356,I1JU24
100812358,A0A0R0EUJ0
100812359,K7LMX5
100812361,C6T6C1
100812364,K7N2F0
100812365,I1JTI9
100812366,C6ZRU9
100812367,I1NH97
100812368,I1LRK1
100812369,I1NJC6
100812370,A0A0R0K872
100812371,I1JTT6
100812372,I1LV82
100812373,I1NHT4
100812375,K7LTB2
100812376,I1NIB2
100812377,K7N525
100812378,I1NJA2
100812379,K7KRY3
100812381,I1K299
100812383,I1K4S1
100812386,A0A0R0HFE2
100812387,A0A0R0GWT3
100812389,I1M152
100812397,I1KE00
100812398,I1LZA5
100812399,I1M073
100812401,I1M158
100812404,C6T7W0
100812405,A0A368UL26
100812406,I1LX91
100812408,K7KTW1
100812414,K7L2Q3
100812415,I1MBJ1
100812416,I1MBZ5
100812417,I1M723
100812418,I1KIH2
100812420,I1KLX0
100812423,K7L119
100812424,I1KGT5
100812425,I1MG43
100812427,I1MH26
100812429,I1MJF8
100812431,A0A0R0FV74
100812433,I1MF45
100812434,I1MFQ7
100812436,I1MDN3
100812438,I1KWC5
100812441,K7MEI0
100812443,I1KZL2
100812444,K7L4T8
100812446,I1MKZ6
100812447,K7K4A9
100812448,I1KPB0
100812450,I1KU43
100812451,C6TCP3
100812452,I1J9C7
100812453,I1J9U5
100812456,I1JAU7
100812458,K7K229
100812459,I1L6Z6
100812460,I1MTT4
100812461,I1L1Y0
100812463,C6TG56
100812464,I1MW24
100812465,I1L559
100812466,I1MXN2
100812467,I1MY18
100812468,I1L651
100812469,K7MJR6
100812470,C6T8T6
100812472,I1MRV5
100812474,I1L097
100812475,I1JFH1
100812478,A0A0R4J2Q9
100812480,I1LBA8
100812481,I1JJF9
100812482,K7K605
100812483,K7MTD3
100812484,K7K6S1
100812486,K7MUL9
100812488,A0A0R0HTS2
100812489,K7K6J2
100812490,A0A368UJX6
100812491,A0A0R0F139
100812494,I1LFB7
100812495,I1JPL1
100812496,K7LH38
100812497,I1N5D8
100812498,K7KH16
100812499,I1L8H1
100812500,I1MZW5
100812502,C6TKS0
100812505,I1LMW2
100812506,K7LNL8
100812507,I1N9B1
100812508,I1JKW5
100812509,I1LFY4
100812510,I1LFP1
100812515,I1LGB2
100812516,I1N7Y8
100812517,I1LMW7
100812518,C6TDY2
100812519,K7LMH4
100812523,I1LHF4
100812524,K7KLD8
100812525,I1JYV7
100812527,K7LPE4
100812528,I1JUV4
100812530,I1JVD1
100812533,I1JSW0
100812535,K7KLP0
100812537,C6TJ06
100812540,I1LQM0
100812541,C6TGF2
100812542,K7KIV7
100812543,K7KJC7
100812544,C6TIE2
100812545,I1NIM8
100812547,I1LSI0
100812548,I1NF01
100812549,I1LTW8
100812550,I1LUR4
100812551,K7N3W1
100812554,I1LRE3
100812555,I1K0Z7
100812558,A0A0R0K195
100812559,A0A368UIE7
100812560,I1LQD7
100812561,I1K496
100812562,A0A0R0EJ77
100812563,D0EP06
100812565,C6T9U6
100812566,A0A0R0JY10
100812567,I1LX20
100812572,I1M2J2
100812574,I1K890
100812575,I1K8M3
100812576,I1K917
100812577,C6TL07
100812578,I1K9L1
100812580,I0IJP0
100812581,I1M348
100812582,K7KUX8
100812583,A0A0R0J9H2
100812584,I1KC02
100812585,I1KCI8
100812586,I1LWG0
100812587,K7KW55
100812589,A0A0R0JRN7
100812590,K7LX37
100812592,K7KTB0
100812594,I1MB90
100812596,I1M9G2
100812597,I1M6M4
100812598,A0A0R0G8Z7
100812599,I1KHF7
100812601,I1KJ28
100812602,A0A0R0GL68
100812604,I1M7D9
100812605,I1KLD8
100812607,I1KNB5
100812608,C6TL19
100812611,K7L007
100812612,K7L0Q9
100812614,C6TE94
100812617,I1MCM8
100812618,I1MHH9
100812619,I1MHZ1
100812620,I1KPK6
100812622,I1KWU5
100812623,K7LAL8
100812624,G0WMC8
100812625,I1KRG6
100812627,I1KT09
100812629,I1KV72
100812632,I1KZ20
100812633,I1MLH3
100812634,K7MG05
100812635,K7K3Z3
100812637,I1MMR4
100812639,A0A0R0IME8
100812642,K7L7M9
100812643,K7MEF4
100812644,I1KVJ7
100812646,I1J8Y5
100812648,K7MNH9
100812649,I1MXV4
100812650,I1L5N9
100812651,I1MSW4
100812652,I1J5B4
100812653,I1L699
100812654,I1L1C4
100812657,I1MX63
100812659,K7LG54
100812660,I1JGY3
100812663,K7KB46
100812665,C6TI28
100812666,C6TA64
100812667,I1JEZ8
100812669,I1JBN2
100812670,I1JH03
100812671,I1JI32
100812673,K7LHS3
100812677,I1JCB0
100812678,C6TFL9
100812680,I1JEF6
100812681,I1L7C0
100812682,C6TCW7
100812684,C6TEQ3
100812685,A0A0R0FAQ3
100812687,I1N3S7
100812688,C6TEX3
100812689,I1L7H4
100812690,A0A0R0EUK2
100812691,K7KGJ9
100812693,I1L9Q1
100812695,A0A0R4J2Z0
100812696,I1JNF5
100812697,I1N144
100812698,I1JPG3
100812700,A0A0R0KXK2
100812707,A0A0R4J4D6
100812708,I1NCS9
100812709,I1LKZ6
100812711,C6TIC3
100812712,I1N8E6
100812714,I1LGQ7
100812715,A0A0R0KH28
100812717,I1NBV8
100812718,I1LIT3
100812720,I1JSK4
100812721,I1JWG4
100812724,K7KLX9
100812725,K7KHM3
100812726,I1JU50
100812728,C6TJ54
100812729,I1JV96
100812733,C6T7W2
100812734,I1NG02
100812738,K7KR28
100812743,I1K3A6
100812745,I1K3R5
100812747,I1K573
100812750,I1K1E9
100812752,K7M1C7
100812753,I1K265
100812754,I1M589
100812755,I1LVK5
100812756,I1LYB7
100812757,I1LVZ8
100812760,I1KEM8
100812761,A0A0R0GQW5
100812763,J7EPL5
100812764,I1M458
100812765,I1M4P2
100812766,I1LVK4
100812768,G9I8U0
100812769,A0A0R0JNG2
100812772,I1M7U9
100812773,I1MAW8
100812774,I1M895
100812776,I1MA16
100812777,K7L332
100812778,K7L3D8
100812779,I1KNQ2
100812780,I1M7R0
100812783,C6TE07
100812784,I1KMT7
100812785,K7MCT0
100812787,K7L0E8
100812789,I1MF62
100812790,I1MFN0
100812794,I1MDU2
100812796,K7LA96
100812797,C6TEC1
100812799,K7MBM8
100812800,I1KRZ8
100812801,I1KSF4
100812802,I1KTK8
100812804,I1MMC7
100812805,K7MEC3
100812806,C6TAH5
100812807,A0A0R0G0T9
100812808,A0A0R4J3Z1
100812809,I1MQ02
100812810,D6PT14
100812811,K7MEZ9
100812813,K7L4E7
100812814,I1KQR8
100812815,I1KS06
100812816,K7K4R9
100812818,C6TEJ2
100812819,I1J4P0
100812820,I1J7M3
100812821,C6TEC0
100812823,K7LBP9
100812825,I1JAC6
100812828,K7K178
100812829,K7LF40
100812830,I1MTB5
100812831,I1J657
100812832,I1MU85
100812834,I1MUM6
100812835,I1MV42
100812838,I1L3P2
100812839,C6T9S4
100812840,I1L4P0
100812843,I1MR60
100812844,K7K9N1
100812845,I1MSI3
100812846,I1L001
100812847,C6T883
100812848,I1JI17
100812849,K7MLR1
100812850,K7KBL9
100812853,I1JGI5
100812856,K7KAZ9
100812860,K7KBU0
100812862,I1LEL1
100812864,K7K748
100812866,K7K879
100812867,I1LAX9
